	Syncephalastrum_racemosum_CBS_440.59_Plus.aa	Syncephalastrum_racemosum_CBS_441.59-.aa
OG0006903	GBNXA_007940-T1	GBNXB_005894-T1
OG0006904	GBNXA_007942-T1	GBNXB_005900-T1
OG0006905	GBNXA_007943-T1	GBNXB_005902-T1
OG0006906	GBNXA_007944-T1	GBNXB_005903-T1
OG0006907	GBNXA_007945-T1	GBNXB_005904-T1
OG0006908	GBNXA_007946-T1	GBNXB_005909-T1
OG0006909	GBNXA_007947-T1	GBNXB_005910-T1
OG0006910	GBNXA_007948-T1	GBNXB_005913-T1
OG0006911	GBNXA_007949-T1	GBNXB_005915-T1
OG0006912	GBNXA_007950-T1	GBNXB_005916-T1
OG0006913	GBNXA_007952-T1	GBNXB_005918-T1
OG0006914	GBNXA_007954-T1	GBNXB_000916-T1
OG0006915	GBNXA_007957-T1	GBNXB_013845-T1
OG0006916	GBNXA_007959-T1	GBNXB_013843-T1
OG0006917	GBNXA_007960-T1	GBNXB_013842-T1
OG0006918	GBNXA_007961-T1	GBNXB_013840-T1
OG0006919	GBNXA_007963-T1	GBNXB_013839-T1
OG0006920	GBNXA_007965-T1	GBNXB_013834-T1
OG0006921	GBNXA_007966-T1	GBNXB_013833-T1
OG0006922	GBNXA_007967-T1	GBNXB_013832-T1
OG0006923	GBNXA_007968-T1	GBNXB_013831-T1
OG0006924	GBNXA_007970-T1	GBNXB_013829-T1
OG0006925	GBNXA_007971-T1	GBNXB_003306-T1
OG0006926	GBNXA_007973-T1	GBNXB_002033-T1
OG0006927	GBNXA_007974-T1	GBNXB_002032-T1
OG0006928	GBNXA_007975-T1	GBNXB_002031-T1
OG0006929	GBNXA_007976-T1	GBNXB_003969-T1
OG0006930	GBNXA_007977-T1	GBNXB_002310-T1
OG0006931	GBNXA_007978-T1	GBNXB_000042-T1
OG0006932	GBNXA_007979-T1	GBNXB_021127-T1
OG0006933	GBNXA_007980-T1	GBNXB_000041-T1
OG0006934	GBNXA_007981-T1	GBNXB_000040-T1
OG0006935	GBNXA_007982-T1	GBNXB_000039-T1
OG0006936	GBNXA_007983-T1	GBNXB_000038-T1
OG0006937	GBNXA_007984-T1	GBNXB_000037-T1
OG0006938	GBNXA_007985-T1	GBNXB_000036-T1
OG0006939	GBNXA_007986-T1	GBNXB_000034-T1
OG0006940	GBNXA_007987-T1	GBNXB_000030-T1
OG0006941	GBNXA_007988-T1	GBNXB_000029-T1
OG0006942	GBNXA_007989-T1	GBNXB_000028-T1
OG0006943	GBNXA_007990-T1	GBNXB_000027-T1
OG0006944	GBNXA_007992-T1	GBNXB_000025-T1
OG0006945	GBNXA_007993-T1	GBNXB_000024-T1
OG0006946	GBNXA_007994-T1	GBNXB_000023-T1
OG0006947	GBNXA_007998-T1	GBNXB_016723-T1
OG0006948	GBNXA_007999-T1	GBNXB_000015-T1
OG0006949	GBNXA_008002-T1	GBNXB_000011-T1
OG0006950	GBNXA_008003-T1	GBNXB_000010-T1
OG0006951	GBNXA_008004-T1	GBNXB_000008-T1
OG0006952	GBNXA_008006-T1	GBNXB_000006-T1
OG0006953	GBNXA_008008-T1	GBNXB_000005-T1
OG0006954	GBNXA_008011-T1	GBNXB_018316-T1
OG0006955	GBNXA_008012-T1	GBNXB_018315-T1
OG0006956	GBNXA_008013-T1	GBNXB_018314-T1
OG0006957	GBNXA_008014-T1	GBNXB_018313-T1
OG0006958	GBNXA_008015-T1	GBNXB_018312-T1
OG0006959	GBNXA_008017-T1	GBNXB_018311-T1
OG0006960	GBNXA_008020-T1	GBNXB_018309-T1
OG0006961	GBNXA_008021-T1	GBNXB_010142-T1
OG0006962	GBNXA_008022-T1	GBNXB_018326-T1
OG0006963	GBNXA_008023-T1	GBNXB_018325-T1
OG0006964	GBNXA_008026-T1	GBNXB_018323-T1
OG0006965	GBNXA_008028-T1	GBNXB_018319-T1
OG0006966	GBNXA_008031-T1	GBNXB_017083-T1
OG0006967	GBNXA_008032-T1	GBNXB_017084-T1
OG0006968	GBNXA_008033-T1	GBNXB_019347-T1
OG0006969	GBNXA_008034-T1	GBNXB_019348-T1
OG0006970	GBNXA_008035-T1	GBNXB_019349-T1
OG0006971	GBNXA_008036-T1	GBNXB_019350-T1
OG0006972	GBNXA_008038-T1	GBNXB_019355-T1
OG0006973	GBNXA_008039-T1	GBNXB_019356-T1
OG0006974	GBNXA_008042-T1	GBNXB_003308-T1
OG0006975	GBNXA_008043-T1	GBNXB_003309-T1
OG0006976	GBNXA_008044-T1	GBNXB_003310-T1
OG0006977	GBNXA_008045-T1	GBNXB_003311-T1
OG0006978	GBNXA_008046-T1	GBNXB_003312-T1
OG0006979	GBNXA_008047-T1	GBNXB_003313-T1
OG0006980	GBNXA_008048-T1	GBNXB_010277-T1
OG0006981	GBNXA_008049-T1	GBNXB_003314-T1
OG0006982	GBNXA_008050-T1	GBNXB_020057-T1
OG0006983	GBNXA_008051-T1	GBNXB_003315-T1
OG0006984	GBNXA_008054-T1	GBNXB_003318-T1
OG0006985	GBNXA_008055-T1	GBNXB_003319-T1
OG0006986	GBNXA_008056-T1	GBNXB_003321-T1
OG0006987	GBNXA_008057-T1	GBNXB_003322-T1
OG0006988	GBNXA_008058-T1	GBNXB_003324-T1
OG0006989	GBNXA_008059-T1	GBNXB_003326-T1
OG0006990	GBNXA_008061-T1	GBNXB_003331-T1
OG0006991	GBNXA_008063-T1	GBNXB_003333-T1
OG0006992	GBNXA_008064-T1	GBNXB_018750-T1
OG0006993	GBNXA_008065-T1	GBNXB_018751-T1
OG0006994	GBNXA_008066-T1	GBNXB_018752-T1
OG0006995	GBNXA_008067-T1	GBNXB_018753-T1
OG0006996	GBNXA_008068-T1	GBNXB_018754-T1
OG0006997	GBNXA_008069-T1	GBNXB_018755-T1
OG0006998	GBNXA_008070-T1	GBNXB_018758-T1
OG0006999	GBNXA_008072-T1	GBNXB_018762-T1
OG0007000	GBNXA_008074-T1	GBNXB_018764-T1
OG0007001	GBNXA_008078-T1	GBNXB_011329-T1
OG0007002	GBNXA_008079-T1	GBNXB_011330-T1
OG0007003	GBNXA_008080-T1	GBNXB_011331-T1
OG0007004	GBNXA_008081-T1	GBNXB_011332-T1
OG0007005	GBNXA_008082-T1	GBNXB_011333-T1
OG0007006	GBNXA_008086-T1	GBNXB_011337-T1
OG0007007	GBNXA_008087-T1	GBNXB_011338-T1
OG0007008	GBNXA_008089-T1	GBNXB_011339-T1
OG0007009	GBNXA_008090-T1	GBNXB_011343-T1
OG0007010	GBNXA_008091-T1	GBNXB_011344-T1
OG0007011	GBNXA_008092-T1	GBNXB_011345-T1
OG0007012	GBNXA_008093-T1	GBNXB_011346-T1
OG0007013	GBNXA_008094-T1	GBNXB_011347-T1
OG0007014	GBNXA_008095-T1	GBNXB_011348-T1
OG0007015	GBNXA_008096-T1	GBNXB_011350-T1
OG0007016	GBNXA_008097-T1	GBNXB_011351-T1
OG0007017	GBNXA_008098-T1	GBNXB_011352-T1
OG0007018	GBNXA_008099-T1	GBNXB_011353-T1
OG0007019	GBNXA_008100-T1	GBNXB_011354-T1
OG0007020	GBNXA_008101-T1	GBNXB_011356-T1
OG0007021	GBNXA_008102-T1	GBNXB_011358-T1
OG0007022	GBNXA_008103-T1	GBNXB_011359-T1
OG0007023	GBNXA_008104-T1	GBNXB_011360-T1
OG0007024	GBNXA_008105-T1	GBNXB_011361-T1
OG0007025	GBNXA_008106-T1	GBNXB_011362-T1
OG0007026	GBNXA_008108-T1	GBNXB_011364-T1
OG0007027	GBNXA_008109-T1	GBNXB_011365-T1
OG0007028	GBNXA_008110-T1	GBNXB_011368-T1
OG0007029	GBNXA_008111-T1	GBNXB_011369-T1
OG0007030	GBNXA_008112-T1	GBNXB_011370-T1
OG0007031	GBNXA_008113-T1	GBNXB_011371-T1
OG0007032	GBNXA_008115-T1	GBNXB_011373-T1
OG0007033	GBNXA_008116-T1	GBNXB_011376-T1
OG0007034	GBNXA_008117-T1	GBNXB_011377-T1
OG0007035	GBNXA_008119-T1	GBNXB_011379-T1
OG0007036	GBNXA_008122-T1	GBNXB_011382-T1
OG0007037	GBNXA_008123-T1	GBNXB_011383-T1
OG0007038	GBNXA_008125-T1	GBNXB_011386-T1
OG0007039	GBNXA_008126-T1	GBNXB_011387-T1
OG0007040	GBNXA_008127-T1	GBNXB_011388-T1
OG0007041	GBNXA_008128-T1	GBNXB_011389-T1
OG0007042	GBNXA_008130-T1	GBNXB_011391-T1
OG0007043	GBNXA_008131-T1	GBNXB_011392-T1
OG0007044	GBNXA_008132-T1	GBNXB_011393-T1
OG0007045	GBNXA_008137-T1	GBNXB_018023-T1
OG0007046	GBNXA_008138-T1	GBNXB_018022-T1
OG0007047	GBNXA_008139-T1	GBNXB_018021-T1
OG0007048	GBNXA_008141-T1	GBNXB_018019-T1
OG0007049	GBNXA_008142-T1	GBNXB_018018-T1
OG0007050	GBNXA_008143-T1	GBNXB_018016-T1
OG0007051	GBNXA_008144-T1	GBNXB_018015-T1
OG0007052	GBNXA_008146-T1	GBNXB_018013-T1
OG0007053	GBNXA_008147-T1	GBNXB_009295-T1
OG0007054	GBNXA_008148-T1	GBNXB_009296-T1
OG0007055	GBNXA_008149-T1	GBNXB_009297-T1
OG0007056	GBNXA_008151-T1	GBNXB_009298-T1
OG0007057	GBNXA_008152-T1	GBNXB_009299-T1
OG0007058	GBNXA_008154-T1	GBNXB_009301-T1
OG0007059	GBNXA_008157-T1	GBNXB_009305-T1
OG0007060	GBNXA_008158-T1	GBNXB_005367-T1
OG0007061	GBNXA_008159-T1	GBNXB_009309-T1
OG0007062	GBNXA_008161-T1	GBNXB_009312-T1
OG0007063	GBNXA_008162-T1	GBNXB_009313-T1
OG0007064	GBNXA_008163-T1	GBNXB_009314-T1
OG0007065	GBNXA_008165-T1	GBNXB_009318-T1
OG0007066	GBNXA_008168-T1	GBNXB_005371-T1
OG0007067	GBNXA_008171-T1	GBNXB_009322-T1
OG0007068	GBNXA_008173-T1	GBNXB_009326-T1
OG0007069	GBNXA_008174-T1	GBNXB_009328-T1
OG0007070	GBNXA_008177-T1	GBNXB_009331-T1
OG0007071	GBNXA_008178-T1	GBNXB_009332-T1
OG0007072	GBNXA_008180-T1	GBNXB_009333-T1
OG0007073	GBNXA_008181-T1	GBNXB_009334-T1
OG0007074	GBNXA_008182-T1	GBNXB_009336-T1
OG0007075	GBNXA_008183-T1	GBNXB_009337-T1
OG0007076	GBNXA_008184-T1	GBNXB_009338-T1
OG0007077	GBNXA_008185-T1	GBNXB_009339-T1
OG0007078	GBNXA_008186-T1	GBNXB_009340-T1
OG0007079	GBNXA_008187-T1	GBNXB_009343-T1
OG0007080	GBNXA_008188-T1	GBNXB_009344-T1
OG0007081	GBNXA_008189-T1	GBNXB_009345-T1
OG0007082	GBNXA_008190-T1	GBNXB_009346-T1
OG0007083	GBNXA_008191-T1	GBNXB_009348-T1
OG0007084	GBNXA_008193-T1	GBNXB_009350-T1
OG0007085	GBNXA_008194-T1	GBNXB_009351-T1
OG0007086	GBNXA_008195-T1	GBNXB_009352-T1
OG0007087	GBNXA_008196-T1	GBNXB_009353-T1
OG0007088	GBNXA_008197-T1	GBNXB_009354-T1
OG0007089	GBNXA_008198-T1	GBNXB_009355-T1
OG0007090	GBNXA_008199-T1	GBNXB_009356-T1
OG0007091	GBNXA_008202-T1	GBNXB_009361-T1
OG0007092	GBNXA_008205-T1	GBNXB_009366-T1
OG0007093	GBNXA_008206-T1	GBNXB_009369-T1
OG0007094	GBNXA_008207-T1	GBNXB_009370-T1
OG0007095	GBNXA_008209-T1	GBNXB_009375-T1
OG0007096	GBNXA_008210-T1	GBNXB_009377-T1
OG0007097	GBNXA_008211-T1	GBNXB_009378-T1
OG0007098	GBNXA_008212-T1	GBNXB_009379-T1
OG0007099	GBNXA_008213-T1	GBNXB_009382-T1
OG0007100	GBNXA_008214-T1	GBNXB_009384-T1
OG0007101	GBNXA_008215-T1	GBNXB_009385-T1
OG0007102	GBNXA_008217-T1	GBNXB_009389-T1
OG0007103	GBNXA_008220-T1	GBNXB_009395-T1
OG0007104	GBNXA_008221-T1	GBNXB_021893-T1
OG0007105	GBNXA_008222-T1	GBNXB_021892-T1
OG0007106	GBNXA_008224-T1	GBNXB_004785-T1
OG0007107	GBNXA_008225-T1	GBNXB_003829-T1
OG0007108	GBNXA_008226-T1	GBNXB_004784-T1
OG0007109	GBNXA_008227-T1	GBNXB_004783-T1
OG0007110	GBNXA_008228-T1	GBNXB_004782-T1
OG0007111	GBNXA_008229-T1	GBNXB_004780-T1
OG0007112	GBNXA_008230-T1	GBNXB_004778-T1
OG0007113	GBNXA_008233-T1	GBNXB_004775-T1
OG0007114	GBNXA_008234-T1	GBNXB_004774-T1
OG0007115	GBNXA_008235-T1	GBNXB_004773-T1
OG0007116	GBNXA_008236-T1	GBNXB_004772-T1
OG0007117	GBNXA_008237-T1	GBNXB_004770-T1
OG0007118	GBNXA_008240-T1	GBNXB_004766-T1
OG0007119	GBNXA_008241-T1	GBNXB_004765-T1
OG0007120	GBNXA_008242-T1	GBNXB_004764-T1
OG0007121	GBNXA_008243-T1	GBNXB_004762-T1
OG0007122	GBNXA_008244-T1	GBNXB_004761-T1
OG0007123	GBNXA_008246-T1	GBNXB_004759-T1
OG0007124	GBNXA_008247-T1	GBNXB_004758-T1
OG0007125	GBNXA_008248-T1	GBNXB_004757-T1
OG0007126	GBNXA_008250-T1	GBNXB_004755-T1
OG0007127	GBNXA_008252-T1	GBNXB_004753-T1
OG0007128	GBNXA_008253-T1	GBNXB_004752-T1
OG0007129	GBNXA_008254-T1	GBNXB_004751-T1
OG0007130	GBNXA_008256-T1	GBNXB_004750-T1
OG0007131	GBNXA_008257-T1	GBNXB_004749-T1
OG0007132	GBNXA_008258-T1	GBNXB_004748-T1
OG0007133	GBNXA_008260-T1	GBNXB_004746-T1
OG0007134	GBNXA_008261-T1	GBNXB_004745-T1
OG0007135	GBNXA_008262-T1	GBNXB_004744-T1
OG0007136	GBNXA_008263-T1	GBNXB_004743-T1
OG0007137	GBNXA_008266-T1	GBNXB_004738-T1
OG0007138	GBNXA_008267-T1	GBNXB_004737-T1
OG0007139	GBNXA_008268-T1	GBNXB_004736-T1
OG0007140	GBNXA_008270-T1	GBNXB_004734-T1
OG0007141	GBNXA_008272-T1	GBNXB_004731-T1
OG0007142	GBNXA_008273-T1	GBNXB_004730-T1
OG0007143	GBNXA_008276-T1	GBNXB_004725-T1
OG0007144	GBNXA_008277-T1	GBNXB_004724-T1
OG0007145	GBNXA_008280-T1	GBNXB_004722-T1
OG0007146	GBNXA_008283-T1	GBNXB_004718-T1
OG0007147	GBNXA_008284-T1	GBNXB_004716-T1
OG0007148	GBNXA_008285-T1	GBNXB_004715-T1
OG0007149	GBNXA_008286-T1	GBNXB_021724-T1
OG0007150	GBNXA_008287-T1	GBNXB_004711-T1
OG0007151	GBNXA_008288-T1	GBNXB_004709-T1
OG0007152	GBNXA_008290-T1	GBNXB_004703-T1
OG0007153	GBNXA_008291-T1	GBNXB_004702-T1
OG0007154	GBNXA_008293-T1	GBNXB_004700-T1
OG0007155	GBNXA_008294-T1	GBNXB_004699-T1
OG0007156	GBNXA_008295-T1	GBNXB_001348-T1
OG0007157	GBNXA_008299-T1	GBNXB_001352-T1
OG0007158	GBNXA_008300-T1	GBNXB_019041-T1
OG0007159	GBNXA_008301-T1	GBNXB_019043-T1
OG0007160	GBNXA_008302-T1	GBNXB_019044-T1
OG0007161	GBNXA_008303-T1	GBNXB_021745-T1
OG0007162	GBNXA_008304-T1	GBNXB_019045-T1
OG0007163	GBNXA_008309-T1	GBNXB_019048-T1
OG0007164	GBNXA_008310-T1	GBNXB_005855-T1
OG0007165	GBNXA_008311-T1	GBNXB_005856-T1
OG0007166	GBNXA_008312-T1	GBNXB_005857-T1
OG0007167	GBNXA_008314-T1	GBNXB_005863-T1
OG0007168	GBNXA_008315-T1	GBNXB_005864-T1
OG0007169	GBNXA_008317-T1	GBNXB_005866-T1
OG0007170	GBNXA_008318-T1	GBNXB_005867-T1
OG0007171	GBNXA_008320-T1	GBNXB_005870-T1
OG0007172	GBNXA_008321-T1	GBNXB_005871-T1
OG0007173	GBNXA_008322-T1	GBNXB_005872-T1
OG0007174	GBNXA_008323-T1	GBNXB_005873-T1
OG0007175	GBNXA_008325-T1	GBNXB_005876-T1
OG0007176	GBNXA_008328-T1	GBNXB_005879-T1
OG0007177	GBNXA_008329-T1	GBNXB_005880-T1
OG0007178	GBNXA_008330-T1	GBNXB_005881-T1
OG0007179	GBNXA_008331-T1	GBNXB_005882-T1
OG0007180	GBNXA_008332-T1	GBNXB_005883-T1
OG0007181	GBNXA_008333-T1	GBNXB_005884-T1
OG0007182	GBNXA_008334-T1	GBNXB_005885-T1
OG0007183	GBNXA_008335-T1	GBNXB_005886-T1
OG0007184	GBNXA_008337-T1	GBNXB_019233-T1
OG0007185	GBNXA_008339-T1	GBNXB_019231-T1
OG0007186	GBNXA_008340-T1	GBNXB_019230-T1
OG0007187	GBNXA_008341-T1	GBNXB_019228-T1
OG0007188	GBNXA_008342-T1	GBNXB_019227-T1
OG0007189	GBNXA_008343-T1	GBNXB_019226-T1
OG0007190	GBNXA_008344-T1	GBNXB_019225-T1
OG0007191	GBNXA_008347-T1	GBNXB_004661-T1
OG0007192	GBNXA_008348-T1	GBNXB_001983-T1
OG0007193	GBNXA_008349-T1	GBNXB_012048-T1
OG0007194	GBNXA_008350-T1	GBNXB_012046-T1
OG0007195	GBNXA_008351-T1	GBNXB_012044-T1
OG0007196	GBNXA_008352-T1	GBNXB_012043-T1
OG0007197	GBNXA_008354-T1	GBNXB_012041-T1
OG0007198	GBNXA_008357-T1	GBNXB_012036-T1
OG0007199	GBNXA_008358-T1	GBNXB_012035-T1
OG0007200	GBNXA_008361-T1	GBNXB_012031-T1
OG0007201	GBNXA_008362-T1	GBNXB_012030-T1
OG0007202	GBNXA_008363-T1	GBNXB_012029-T1
OG0007203	GBNXA_008367-T1	GBNXB_012026-T1
OG0007204	GBNXA_008369-T1	GBNXB_000581-T1
OG0007205	GBNXA_008370-T1	GBNXB_000580-T1
OG0007206	GBNXA_008371-T1	GBNXB_000577-T1
OG0007207	GBNXA_008372-T1	GBNXB_000576-T1
OG0007208	GBNXA_008373-T1	GBNXB_021467-T1
OG0007209	GBNXA_008374-T1	GBNXB_021466-T1
OG0007210	GBNXA_008375-T1	GBNXB_021462-T1
OG0007211	GBNXA_008376-T1	GBNXB_021461-T1
OG0007212	GBNXA_008377-T1	GBNXB_021460-T1
OG0007213	GBNXA_008379-T1	GBNXB_007799-T1
OG0007214	GBNXA_008381-T1	GBNXB_007795-T1
OG0007215	GBNXA_008382-T1	GBNXB_007793-T1
OG0007216	GBNXA_008383-T1	GBNXB_007792-T1
OG0007217	GBNXA_008384-T1	GBNXB_007791-T1
OG0007218	GBNXA_008385-T1	GBNXB_007790-T1
OG0007219	GBNXA_008386-T1	GBNXB_007789-T1
OG0007220	GBNXA_008389-T1	GBNXB_007787-T1
OG0007221	GBNXA_008393-T1	GBNXB_007779-T1
OG0007222	GBNXA_008395-T1	GBNXB_007776-T1
OG0007223	GBNXA_008396-T1	GBNXB_007775-T1
OG0007224	GBNXA_008401-T1	GBNXB_020873-T1
OG0007225	GBNXA_008403-T1	GBNXB_020875-T1
OG0007226	GBNXA_008405-T1	GBNXB_020877-T1
OG0007227	GBNXA_008406-T1	GBNXB_020878-T1
OG0007228	GBNXA_008409-T1	GBNXB_019646-T1
OG0007229	GBNXA_008410-T1	GBNXB_019645-T1
OG0007230	GBNXA_008411-T1	GBNXB_019644-T1
OG0007231	GBNXA_008414-T1	GBNXB_019641-T1
OG0007232	GBNXA_008415-T1	GBNXB_019640-T1
OG0007233	GBNXA_008416-T1	GBNXB_019639-T1
OG0007234	GBNXA_008418-T1	GBNXB_001562-T1
OG0007235	GBNXA_008419-T1	GBNXB_001561-T1
OG0007236	GBNXA_008420-T1	GBNXB_004081-T1
OG0007237	GBNXA_008421-T1	GBNXB_004080-T1
OG0007238	GBNXA_008422-T1	GBNXB_004079-T1
OG0007239	GBNXA_008423-T1	GBNXB_004078-T1
OG0007240	GBNXA_008424-T1	GBNXB_004077-T1
OG0007241	GBNXA_008425-T1	GBNXB_004075-T1
OG0007242	GBNXA_008428-T1	GBNXB_004072-T1
OG0007243	GBNXA_008430-T1	GBNXB_004071-T1
OG0007244	GBNXA_008435-T1	GBNXB_004058-T1
OG0007245	GBNXA_008436-T1	GBNXB_004057-T1
OG0007246	GBNXA_008437-T1	GBNXB_004056-T1
OG0007247	GBNXA_008438-T1	GBNXB_004055-T1
OG0007248	GBNXA_008439-T1	GBNXB_004054-T1
OG0007249	GBNXA_008441-T1	GBNXB_004052-T1
OG0007250	GBNXA_008443-T1	GBNXB_004048-T1
OG0007251	GBNXA_008444-T1	GBNXB_004047-T1
OG0007252	GBNXA_008445-T1	GBNXB_004046-T1
OG0007253	GBNXA_008446-T1	GBNXB_004045-T1
OG0007254	GBNXA_008447-T1	GBNXB_004044-T1
OG0007255	GBNXA_008451-T1	GBNXB_016531-T1
OG0007256	GBNXA_008455-T1	GBNXB_016534-T1
OG0007257	GBNXA_008457-T1	GBNXB_016538-T1
OG0007258	GBNXA_008458-T1	GBNXB_016541-T1
OG0007259	GBNXA_008461-T1	GBNXB_000478-T1
OG0007260	GBNXA_008462-T1	GBNXB_000476-T1
OG0007261	GBNXA_008464-T1	GBNXB_011558-T1
OG0007262	GBNXA_008465-T1	GBNXB_011556-T1
OG0007263	GBNXA_008466-T1	GBNXB_011555-T1
OG0007264	GBNXA_008469-T1	GBNXB_011553-T1
OG0007265	GBNXA_008470-T1	GBNXB_011549-T1
OG0007266	GBNXA_008473-T1	GBNXB_011546-T1
OG0007267	GBNXA_008474-T1	GBNXB_011545-T1
OG0007268	GBNXA_008477-T1	GBNXB_011542-T1
OG0007269	GBNXA_008478-T1	GBNXB_011541-T1
OG0007270	GBNXA_008479-T1	GBNXB_011539-T1
OG0007271	GBNXA_008481-T1	GBNXB_019201-T1
OG0007272	GBNXA_008482-T1	GBNXB_019200-T1
OG0007273	GBNXA_008483-T1	GBNXB_019199-T1
OG0007274	GBNXA_008486-T1	GBNXB_019197-T1
OG0007275	GBNXA_008488-T1	GBNXB_000773-T1
OG0007276	GBNXA_008491-T1	GBNXB_000776-T1
OG0007277	GBNXA_008492-T1	GBNXB_000777-T1
OG0007278	GBNXA_008500-T1	GBNXB_004363-T1
OG0007279	GBNXA_008501-T1	GBNXB_004364-T1
OG0007280	GBNXA_008502-T1	GBNXB_004365-T1
OG0007281	GBNXA_008504-T1	GBNXB_004366-T1
OG0007282	GBNXA_008505-T1	GBNXB_004367-T1
OG0007283	GBNXA_008507-T1	GBNXB_004369-T1
OG0007284	GBNXA_008508-T1	GBNXB_007640-T1
OG0007285	GBNXA_008509-T1	GBNXB_004370-T1
OG0007286	GBNXA_008512-T1	GBNXB_013819-T1
OG0007287	GBNXA_008514-T1	GBNXB_013816-T1
OG0007288	GBNXA_008515-T1	GBNXB_013815-T1
OG0007289	GBNXA_008516-T1	GBNXB_013814-T1
OG0007290	GBNXA_008517-T1	GBNXB_013813-T1
OG0007291	GBNXA_008518-T1	GBNXB_013812-T1
OG0007292	GBNXA_008519-T1	GBNXB_013811-T1
OG0007293	GBNXA_008520-T1	GBNXB_013810-T1
OG0007294	GBNXA_008527-T1	GBNXB_016300-T1
OG0007295	GBNXA_008530-T1	GBNXB_016303-T1
OG0007296	GBNXA_008531-T1	GBNXB_001966-T1
OG0007297	GBNXA_008532-T1	GBNXB_016306-T1
OG0007298	GBNXA_008533-T1	GBNXB_016312-T1
OG0007299	GBNXA_008535-T1	GBNXB_016316-T1
OG0007300	GBNXA_008536-T1	GBNXB_003410-T1
OG0007301	GBNXA_008537-T1	GBNXB_002538-T1
OG0007302	GBNXA_008538-T1	GBNXB_022055-T1
OG0007303	GBNXA_008542-T1	GBNXB_001758-T1
OG0007304	GBNXA_008546-T1	GBNXB_014069-T1
OG0007305	GBNXA_008547-T1	GBNXB_014071-T1
OG0007306	GBNXA_008549-T1	GBNXB_014072-T1
OG0007307	GBNXA_008550-T1	GBNXB_014073-T1
OG0007308	GBNXA_008551-T1	GBNXB_014428-T1
OG0007309	GBNXA_008552-T1	GBNXB_014074-T1
OG0007310	GBNXA_008555-T1	GBNXB_014078-T1
OG0007311	GBNXA_008556-T1	GBNXB_014079-T1
OG0007312	GBNXA_008559-T1	GBNXB_014082-T1
OG0007313	GBNXA_008560-T1	GBNXB_014083-T1
OG0007314	GBNXA_008561-T1	GBNXB_014084-T1
OG0007315	GBNXA_008562-T1	GBNXB_014086-T1
OG0007316	GBNXA_008564-T1	GBNXB_014087-T1
OG0007317	GBNXA_008565-T1	GBNXB_014089-T1
OG0007318	GBNXA_008566-T1	GBNXB_014090-T1
OG0007319	GBNXA_008567-T1	GBNXB_014093-T1
OG0007320	GBNXA_008568-T1	GBNXB_014094-T1
OG0007321	GBNXA_008569-T1	GBNXB_014095-T1
OG0007322	GBNXA_008571-T1	GBNXB_014096-T1
OG0007323	GBNXA_008572-T1	GBNXB_014097-T1
OG0007324	GBNXA_008573-T1	GBNXB_014098-T1
OG0007325	GBNXA_008574-T1	GBNXB_014099-T1
OG0007326	GBNXA_008576-T1	GBNXB_014102-T1
OG0007327	GBNXA_008577-T1	GBNXB_014104-T1
OG0007328	GBNXA_008578-T1	GBNXB_014105-T1
OG0007329	GBNXA_008579-T1	GBNXB_014106-T1
OG0007330	GBNXA_008581-T1	GBNXB_014108-T1
OG0007331	GBNXA_008582-T1	GBNXB_014109-T1
OG0007332	GBNXA_008583-T1	GBNXB_014111-T1
OG0007333	GBNXA_008584-T1	GBNXB_014112-T1
OG0007334	GBNXA_008587-T1	GBNXB_014915-T1
OG0007335	GBNXA_008588-T1	GBNXB_007132-T1
OG0007336	GBNXA_008590-T1	GBNXB_007130-T1
OG0007337	GBNXA_008591-T1	GBNXB_007129-T1
OG0007338	GBNXA_008592-T1	GBNXB_007126-T1
OG0007339	GBNXA_008596-T1	GBNXB_007117-T1
OG0007340	GBNXA_008597-T1	GBNXB_007115-T1
OG0007341	GBNXA_008598-T1	GBNXB_007114-T1
OG0007342	GBNXA_008599-T1	GBNXB_007113-T1
OG0007343	GBNXA_008600-T1	GBNXB_007112-T1
OG0007344	GBNXA_008601-T1	GBNXB_007111-T1
OG0007345	GBNXA_008602-T1	GBNXB_007110-T1
OG0007346	GBNXA_008603-T1	GBNXB_007108-T1
OG0007347	GBNXA_008604-T1	GBNXB_007107-T1
OG0007348	GBNXA_008607-T1	GBNXB_007101-T1
OG0007349	GBNXA_008608-T1	GBNXB_007100-T1
OG0007350	GBNXA_008609-T1	GBNXB_007099-T1
OG0007351	GBNXA_008610-T1	GBNXB_007098-T1
OG0007352	GBNXA_008612-T1	GBNXB_022042-T1
OG0007353	GBNXA_008614-T1	GBNXB_022044-T1
OG0007354	GBNXA_008615-T1	GBNXB_022045-T1
OG0007355	GBNXA_008616-T1	GBNXB_022046-T1
OG0007356	GBNXA_008619-T1	GBNXB_015066-T1
OG0007357	GBNXA_008622-T1	GBNXB_015064-T1
OG0007358	GBNXA_008625-T1	GBNXB_003543-T1
OG0007359	GBNXA_008627-T1	GBNXB_003545-T1
OG0007360	GBNXA_008628-T1	GBNXB_003546-T1
OG0007361	GBNXA_008629-T1	GBNXB_017326-T1
OG0007362	GBNXA_008634-T1	GBNXB_017321-T1
OG0007363	GBNXA_008635-T1	GBNXB_017320-T1
OG0007364	GBNXA_008637-T1	GBNXB_017317-T1
OG0007365	GBNXA_008638-T1	GBNXB_003668-T1
OG0007366	GBNXA_008640-T1	GBNXB_003673-T1
