	Thamnostylum_nigricans_RSA_1405-.aa	Thamnostylum_nigricans_RSA_1406.aa
OG0007261	GBNWP_008625-T1	CHXZG_007748-T1
OG0007262	GBNWP_008627-T1	CHXZG_007746-T1
OG0007263	GBNWP_008628-T1	CHXZG_007745-T1
OG0007264	GBNWP_008629-T1	CHXZG_007744-T1
OG0007265	GBNWP_008630-T1	CHXZG_007743-T1
OG0007266	GBNWP_008631-T1	CHXZG_007742-T1
OG0007267	GBNWP_008632-T1	CHXZG_007741-T1
OG0007268	GBNWP_008633-T1	CHXZG_007740-T1
OG0007269	GBNWP_008635-T1	CHXZG_007738-T1
OG0007270	GBNWP_008636-T1	CHXZG_007737-T1
OG0007271	GBNWP_008637-T1	CHXZG_007736-T1
OG0007272	GBNWP_008638-T1	CHXZG_007735-T1
OG0007273	GBNWP_008639-T1	CHXZG_007734-T1
OG0007274	GBNWP_008640-T1	CHXZG_007733-T1
OG0007275	GBNWP_008641-T1	CHXZG_007732-T1
OG0007276	GBNWP_008642-T1	CHXZG_007731-T1
OG0007277	GBNWP_008643-T1	CHXZG_007730-T1
OG0007278	GBNWP_008644-T1	CHXZG_007729-T1
OG0007279	GBNWP_008645-T1	CHXZG_007728-T1
OG0007280	GBNWP_008646-T1	CHXZG_007727-T1
OG0007281	GBNWP_008647-T1	CHXZG_007726-T1
OG0007282	GBNWP_008649-T1	CHXZG_007724-T1
OG0007283	GBNWP_008650-T1	CHXZG_007723-T1
OG0007284	GBNWP_008651-T1	CHXZG_007722-T1
OG0007285	GBNWP_008652-T1	CHXZG_007721-T1
OG0007286	GBNWP_008654-T1	CHXZG_007719-T1
OG0007287	GBNWP_008657-T1	CHXZG_003472-T1
OG0007288	GBNWP_008658-T1	CHXZG_003473-T1
OG0007289	GBNWP_008659-T1	CHXZG_003474-T1
OG0007290	GBNWP_008662-T1	CHXZG_011115-T1
OG0007291	GBNWP_008663-T1	CHXZG_011116-T1
OG0007292	GBNWP_008665-T1	CHXZG_008998-T1
OG0007293	GBNWP_008666-T1	CHXZG_008997-T1
OG0007294	GBNWP_008667-T1	CHXZG_008996-T1
OG0007295	GBNWP_008668-T1	CHXZG_008995-T1
OG0007296	GBNWP_008671-T1	CHXZG_008991-T1
OG0007297	GBNWP_008672-T1	CHXZG_008990-T1
OG0007298	GBNWP_008673-T1	CHXZG_008988-T1
OG0007299	GBNWP_008674-T1	CHXZG_008987-T1
OG0007300	GBNWP_008675-T1	CHXZG_008986-T1
OG0007301	GBNWP_008678-T1	CHXZG_008984-T1
OG0007302	GBNWP_008682-T1	CHXZG_008980-T1
OG0007303	GBNWP_008683-T1	CHXZG_008979-T1
OG0007304	GBNWP_008686-T1	CHXZG_008977-T1
OG0007305	GBNWP_008687-T1	CHXZG_008976-T1
OG0007306	GBNWP_008689-T1	CHXZG_008974-T1
OG0007307	GBNWP_008690-T1	CHXZG_008973-T1
OG0007308	GBNWP_008691-T1	CHXZG_008972-T1
OG0007309	GBNWP_008693-T1	CHXZG_008970-T1
OG0007310	GBNWP_008695-T1	CHXZG_008968-T1
OG0007311	GBNWP_008696-T1	CHXZG_008967-T1
OG0007312	GBNWP_008697-T1	CHXZG_008966-T1
OG0007313	GBNWP_008698-T1	CHXZG_008965-T1
OG0007314	GBNWP_008700-T1	CHXZG_008962-T1
OG0007315	GBNWP_008701-T1	CHXZG_008961-T1
OG0007316	GBNWP_008702-T1	CHXZG_008960-T1
OG0007317	GBNWP_008704-T1	CHXZG_008958-T1
OG0007318	GBNWP_008705-T1	CHXZG_008957-T1
OG0007319	GBNWP_008706-T1	CHXZG_008956-T1
OG0007320	GBNWP_008707-T1	CHXZG_008955-T1
OG0007321	GBNWP_008709-T1	CHXZG_008952-T1
OG0007322	GBNWP_008710-T1	CHXZG_008951-T1
OG0007323	GBNWP_008712-T1	CHXZG_007339-T1
OG0007324	GBNWP_008714-T1	CHXZG_007341-T1
OG0007325	GBNWP_008718-T1	CHXZG_009642-T1
OG0007326	GBNWP_008721-T1	CHXZG_008882-T1
OG0007327	GBNWP_008722-T1	CHXZG_001855-T1
OG0007328	GBNWP_008724-T1	CHXZG_009461-T1
OG0007329	GBNWP_008726-T1	CHXZG_008017-T1
OG0007330	GBNWP_008727-T1	CHXZG_007042-T1
OG0007331	GBNWP_008728-T1	CHXZG_007044-T1
OG0007332	GBNWP_008730-T1	CHXZG_007046-T1
OG0007333	GBNWP_008731-T1	CHXZG_007047-T1
OG0007334	GBNWP_008732-T1	CHXZG_007048-T1
OG0007335	GBNWP_008735-T1	CHXZG_010240-T1
OG0007336	GBNWP_008737-T1	CHXZG_010242-T1
OG0007337	GBNWP_008738-T1	CHXZG_010243-T1
OG0007338	GBNWP_008739-T1	CHXZG_010244-T1
OG0007339	GBNWP_008740-T1	CHXZG_010245-T1
OG0007340	GBNWP_008741-T1	CHXZG_010246-T1
OG0007341	GBNWP_008742-T1	CHXZG_010249-T1
OG0007342	GBNWP_008743-T1	CHXZG_010251-T1
OG0007343	GBNWP_008744-T1	CHXZG_010252-T1
OG0007344	GBNWP_008745-T1	CHXZG_010253-T1
OG0007345	GBNWP_008747-T1	CHXZG_010255-T1
OG0007346	GBNWP_008749-T1	CHXZG_010256-T1
OG0007347	GBNWP_008750-T1	CHXZG_010257-T1
OG0007348	GBNWP_008753-T1	CHXZG_010260-T1
OG0007349	GBNWP_008754-T1	CHXZG_010261-T1
OG0007350	GBNWP_008755-T1	CHXZG_010262-T1
OG0007351	GBNWP_008756-T1	CHXZG_010263-T1
OG0007352	GBNWP_008757-T1	CHXZG_010264-T1
OG0007353	GBNWP_008758-T1	CHXZG_010265-T1
OG0007354	GBNWP_008759-T1	CHXZG_010266-T1
OG0007355	GBNWP_008760-T1	CHXZG_010267-T1
OG0007356	GBNWP_008761-T1	CHXZG_010268-T1
OG0007357	GBNWP_008762-T1	CHXZG_010269-T1
OG0007358	GBNWP_008763-T1	CHXZG_010270-T1
OG0007359	GBNWP_008764-T1	CHXZG_010271-T1
OG0007360	GBNWP_008765-T1	CHXZG_010272-T1
OG0007361	GBNWP_008766-T1	CHXZG_010273-T1
OG0007362	GBNWP_008767-T1	CHXZG_010274-T1
OG0007363	GBNWP_008768-T1	CHXZG_010275-T1
OG0007364	GBNWP_008770-T1	CHXZG_010277-T1
OG0007365	GBNWP_008776-T1	CHXZG_009589-T1
OG0007366	GBNWP_008777-T1	CHXZG_009526-T1
OG0007367	GBNWP_008781-T1	CHXZG_009465-T1
OG0007368	GBNWP_008782-T1	CHXZG_008397-T1
OG0007369	GBNWP_008783-T1	CHXZG_008396-T1
OG0007370	GBNWP_008784-T1	CHXZG_008395-T1
OG0007371	GBNWP_008785-T1	CHXZG_008394-T1
OG0007372	GBNWP_008786-T1	CHXZG_008390-T1
OG0007373	GBNWP_008788-T1	CHXZG_008388-T1
OG0007374	GBNWP_008790-T1	CHXZG_008386-T1
OG0007375	GBNWP_008791-T1	CHXZG_008385-T1
OG0007376	GBNWP_008792-T1	CHXZG_008384-T1
OG0007377	GBNWP_008796-T1	CHXZG_008380-T1
OG0007378	GBNWP_008797-T1	CHXZG_008379-T1
OG0007379	GBNWP_008798-T1	CHXZG_008378-T1
OG0007380	GBNWP_008800-T1	CHXZG_008375-T1
OG0007381	GBNWP_008802-T1	CHXZG_008373-T1
OG0007382	GBNWP_008805-T1	CHXZG_008371-T1
OG0007383	GBNWP_008806-T1	CHXZG_008370-T1
OG0007384	GBNWP_008807-T1	CHXZG_008369-T1
OG0007385	GBNWP_008809-T1	CHXZG_008368-T1
OG0007386	GBNWP_008810-T1	CHXZG_008367-T1
OG0007387	GBNWP_008811-T1	CHXZG_008366-T1
OG0007388	GBNWP_008812-T1	CHXZG_008365-T1
OG0007389	GBNWP_008817-T1	CHXZG_008362-T1
OG0007390	GBNWP_008818-T1	CHXZG_008361-T1
OG0007391	GBNWP_008820-T1	CHXZG_008359-T1
OG0007392	GBNWP_008822-T1	CHXZG_008356-T1
OG0007393	GBNWP_008823-T1	CHXZG_008355-T1
OG0007394	GBNWP_008824-T1	CHXZG_008354-T1
OG0007395	GBNWP_008827-T1	CHXZG_008351-T1
OG0007396	GBNWP_008828-T1	CHXZG_008350-T1
OG0007397	GBNWP_008829-T1	CHXZG_008349-T1
OG0007398	GBNWP_008830-T1	CHXZG_008348-T1
OG0007399	GBNWP_008831-T1	CHXZG_003471-T1
OG0007400	GBNWP_008833-T1	CHXZG_001591-T1
OG0007401	GBNWP_008839-T1	CHXZG_009908-T1
OG0007402	GBNWP_008840-T1	CHXZG_009909-T1
OG0007403	GBNWP_008842-T1	CHXZG_009911-T1
OG0007404	GBNWP_008843-T1	CHXZG_009912-T1
OG0007405	GBNWP_008844-T1	CHXZG_009913-T1
OG0007406	GBNWP_008845-T1	CHXZG_009914-T1
OG0007407	GBNWP_008846-T1	CHXZG_009916-T1
OG0007408	GBNWP_008847-T1	CHXZG_009917-T1
OG0007409	GBNWP_008848-T1	CHXZG_009918-T1
OG0007410	GBNWP_008849-T1	CHXZG_009919-T1
OG0007411	GBNWP_008850-T1	CHXZG_009920-T1
OG0007412	GBNWP_008851-T1	CHXZG_009921-T1
OG0007413	GBNWP_008852-T1	CHXZG_009922-T1
OG0007414	GBNWP_008853-T1	CHXZG_009923-T1
OG0007415	GBNWP_008854-T1	CHXZG_009924-T1
OG0007416	GBNWP_008855-T1	CHXZG_009925-T1
OG0007417	GBNWP_008856-T1	CHXZG_009926-T1
OG0007418	GBNWP_008857-T1	CHXZG_009927-T1
OG0007419	GBNWP_008858-T1	CHXZG_009928-T1
OG0007420	GBNWP_008860-T1	CHXZG_009930-T1
OG0007421	GBNWP_008861-T1	CHXZG_009931-T1
OG0007422	GBNWP_008863-T1	CHXZG_009933-T1
OG0007423	GBNWP_008865-T1	CHXZG_009935-T1
OG0007424	GBNWP_008867-T1	CHXZG_009937-T1
OG0007425	GBNWP_008868-T1	CHXZG_009938-T1
OG0007426	GBNWP_008869-T1	CHXZG_009939-T1
OG0007427	GBNWP_008870-T1	CHXZG_009940-T1
OG0007428	GBNWP_008874-T1	CHXZG_009943-T1
OG0007429	GBNWP_008875-T1	CHXZG_009944-T1
OG0007430	GBNWP_008879-T1	CHXZG_009950-T1
OG0007431	GBNWP_008880-T1	CHXZG_009951-T1
OG0007432	GBNWP_008881-T1	CHXZG_009952-T1
OG0007433	GBNWP_008882-T1	CHXZG_009953-T1
OG0007434	GBNWP_008884-T1	CHXZG_009955-T1
OG0007435	GBNWP_008886-T1	CHXZG_009957-T1
OG0007436	GBNWP_008887-T1	CHXZG_007168-T1
OG0007437	GBNWP_008888-T1	CHXZG_007167-T1
OG0007438	GBNWP_008889-T1	CHXZG_007166-T1
OG0007439	GBNWP_008891-T1	CHXZG_007163-T1
OG0007440	GBNWP_008892-T1	CHXZG_007162-T1
OG0007441	GBNWP_008895-T1	CHXZG_009644-T1
OG0007442	GBNWP_008900-T1	CHXZG_010691-T1
OG0007443	GBNWP_008901-T1	CHXZG_010690-T1
OG0007444	GBNWP_008902-T1	CHXZG_010689-T1
OG0007445	GBNWP_008904-T1	CHXZG_010687-T1
OG0007446	GBNWP_008905-T1	CHXZG_010686-T1
OG0007447	GBNWP_008906-T1	CHXZG_010685-T1
OG0007448	GBNWP_008907-T1	CHXZG_010684-T1
OG0007449	GBNWP_008908-T1	CHXZG_010683-T1
OG0007450	GBNWP_008909-T1	CHXZG_010682-T1
OG0007451	GBNWP_008913-T1	CHXZG_010678-T1
OG0007452	GBNWP_008914-T1	CHXZG_010677-T1
OG0007453	GBNWP_008917-T1	CHXZG_010674-T1
OG0007454	GBNWP_008921-T1	CHXZG_010670-T1
OG0007455	GBNWP_008922-T1	CHXZG_010669-T1
OG0007456	GBNWP_008923-T1	CHXZG_010667-T1
OG0007457	GBNWP_008924-T1	CHXZG_010666-T1
OG0007458	GBNWP_008926-T1	CHXZG_010662-T1
OG0007459	GBNWP_008928-T1	CHXZG_010660-T1
OG0007460	GBNWP_008929-T1	CHXZG_010659-T1
OG0007461	GBNWP_008931-T1	CHXZG_010657-T1
OG0007462	GBNWP_008933-T1	CHXZG_010655-T1
OG0007463	GBNWP_008934-T1	CHXZG_010654-T1
OG0007464	GBNWP_008935-T1	CHXZG_010653-T1
OG0007465	GBNWP_008936-T1	CHXZG_010652-T1
OG0007466	GBNWP_008937-T1	CHXZG_010651-T1
OG0007467	GBNWP_008938-T1	CHXZG_010650-T1
OG0007468	GBNWP_008939-T1	CHXZG_010649-T1
OG0007469	GBNWP_008940-T1	CHXZG_010648-T1
OG0007470	GBNWP_008941-T1	CHXZG_010647-T1
OG0007471	GBNWP_008943-T1	CHXZG_010645-T1
OG0007472	GBNWP_008945-T1	CHXZG_010644-T1
OG0007473	GBNWP_008946-T1	CHXZG_010643-T1
OG0007474	GBNWP_008948-T1	CHXZG_010642-T1
OG0007475	GBNWP_008951-T1	CHXZG_010639-T1
OG0007476	GBNWP_008952-T1	CHXZG_010638-T1
OG0007477	GBNWP_008953-T1	CHXZG_010637-T1
OG0007478	GBNWP_008954-T1	CHXZG_010636-T1
OG0007479	GBNWP_008955-T1	CHXZG_010635-T1
OG0007480	GBNWP_008956-T1	CHXZG_010634-T1
OG0007481	GBNWP_008957-T1	CHXZG_010633-T1
OG0007482	GBNWP_008959-T1	CHXZG_010632-T1
OG0007483	GBNWP_008962-T1	CHXZG_010630-T1
OG0007484	GBNWP_008963-T1	CHXZG_010629-T1
OG0007485	GBNWP_008964-T1	CHXZG_010628-T1
OG0007486	GBNWP_008965-T1	CHXZG_010627-T1
OG0007487	GBNWP_008966-T1	CHXZG_010626-T1
OG0007488	GBNWP_008967-T1	CHXZG_010625-T1
OG0007489	GBNWP_008971-T1	CHXZG_010620-T1
OG0007490	GBNWP_008972-T1	CHXZG_010619-T1
OG0007491	GBNWP_008973-T1	CHXZG_010618-T1
OG0007492	GBNWP_008975-T1	CHXZG_010616-T1
OG0007493	GBNWP_008976-T1	CHXZG_010615-T1
OG0007494	GBNWP_008977-T1	CHXZG_010614-T1
OG0007495	GBNWP_008978-T1	CHXZG_010613-T1
OG0007496	GBNWP_008979-T1	CHXZG_010612-T1
OG0007497	GBNWP_008980-T1	CHXZG_010611-T1
OG0007498	GBNWP_008982-T1	CHXZG_010610-T1
OG0007499	GBNWP_008983-T1	CHXZG_010609-T1
OG0007500	GBNWP_008984-T1	CHXZG_010608-T1
OG0007501	GBNWP_008985-T1	CHXZG_010606-T1
OG0007502	GBNWP_008987-T1	CHXZG_010604-T1
OG0007503	GBNWP_008988-T1	CHXZG_010603-T1
OG0007504	GBNWP_008989-T1	CHXZG_010602-T1
OG0007505	GBNWP_008990-T1	CHXZG_010601-T1
OG0007506	GBNWP_008991-T1	CHXZG_010600-T1
OG0007507	GBNWP_008992-T1	CHXZG_010599-T1
OG0007508	GBNWP_008994-T1	CHXZG_009251-T1
OG0007509	GBNWP_008997-T1	CHXZG_008263-T1
OG0007510	GBNWP_008998-T1	CHXZG_008262-T1
OG0007511	GBNWP_009001-T1	CHXZG_006501-T1
OG0007512	GBNWP_009002-T1	CHXZG_006500-T1
OG0007513	GBNWP_009003-T1	CHXZG_006499-T1
OG0007514	GBNWP_009004-T1	CHXZG_006498-T1
OG0007515	GBNWP_009005-T1	CHXZG_006798-T1
OG0007516	GBNWP_009006-T1	CHXZG_006797-T1
OG0007517	GBNWP_009007-T1	CHXZG_006796-T1
OG0007518	GBNWP_009008-T1	CHXZG_006795-T1
OG0007519	GBNWP_009009-T1	CHXZG_006794-T1
OG0007520	GBNWP_009010-T1	CHXZG_006793-T1
OG0007521	GBNWP_009011-T1	CHXZG_006792-T1
OG0007522	GBNWP_009012-T1	CHXZG_000596-T1
OG0007523	GBNWP_009013-T1	CHXZG_000595-T1
OG0007524	GBNWP_009015-T1	CHXZG_000594-T1
OG0007525	GBNWP_009016-T1	CHXZG_000593-T1
OG0007526	GBNWP_009017-T1	CHXZG_000592-T1
OG0007527	GBNWP_009019-T1	CHXZG_000590-T1
OG0007528	GBNWP_009021-T1	CHXZG_000588-T1
OG0007529	GBNWP_009022-T1	CHXZG_000587-T1
OG0007530	GBNWP_009023-T1	CHXZG_000586-T1
OG0007531	GBNWP_009026-T1	CHXZG_000583-T1
OG0007532	GBNWP_009027-T1	CHXZG_000582-T1
OG0007533	GBNWP_009028-T1	CHXZG_000581-T1
OG0007534	GBNWP_009030-T1	CHXZG_000580-T1
OG0007535	GBNWP_009031-T1	CHXZG_000579-T1
OG0007536	GBNWP_009033-T1	CHXZG_000578-T1
OG0007537	GBNWP_009034-T1	CHXZG_000577-T1
OG0007538	GBNWP_009035-T1	CHXZG_000576-T1
OG0007539	GBNWP_009036-T1	CHXZG_000575-T1
OG0007540	GBNWP_009037-T1	CHXZG_000574-T1
OG0007541	GBNWP_009038-T1	CHXZG_000572-T1
OG0007542	GBNWP_009039-T1	CHXZG_000571-T1
OG0007543	GBNWP_009040-T1	CHXZG_000570-T1
OG0007544	GBNWP_009044-T1	CHXZG_009464-T1
OG0007545	GBNWP_009046-T1	CHXZG_011352-T1
OG0007546	GBNWP_009048-T1	CHXZG_008470-T1
OG0007547	GBNWP_009049-T1	CHXZG_008469-T1
OG0007548	GBNWP_009050-T1	CHXZG_008468-T1
OG0007549	GBNWP_009051-T1	CHXZG_008467-T1
OG0007550	GBNWP_009052-T1	CHXZG_008466-T1
OG0007551	GBNWP_009054-T1	CHXZG_008464-T1
OG0007552	GBNWP_009055-T1	CHXZG_008463-T1
OG0007553	GBNWP_009056-T1	CHXZG_008462-T1
OG0007554	GBNWP_009058-T1	CHXZG_008460-T1
OG0007555	GBNWP_009059-T1	CHXZG_008459-T1
OG0007556	GBNWP_009060-T1	CHXZG_008458-T1
OG0007557	GBNWP_009061-T1	CHXZG_008457-T1
OG0007558	GBNWP_009062-T1	CHXZG_008456-T1
OG0007559	GBNWP_009063-T1	CHXZG_008455-T1
OG0007560	GBNWP_009064-T1	CHXZG_008454-T1
OG0007561	GBNWP_009065-T1	CHXZG_008453-T1
OG0007562	GBNWP_009066-T1	CHXZG_008452-T1
OG0007563	GBNWP_009067-T1	CHXZG_008451-T1
OG0007564	GBNWP_009068-T1	CHXZG_008450-T1
OG0007565	GBNWP_009069-T1	CHXZG_008449-T1
OG0007566	GBNWP_009070-T1	CHXZG_008448-T1
OG0007567	GBNWP_009072-T1	CHXZG_008446-T1
OG0007568	GBNWP_009073-T1	CHXZG_008445-T1
OG0007569	GBNWP_009075-T1	CHXZG_008443-T1
OG0007570	GBNWP_009077-T1	CHXZG_008441-T1
OG0007571	GBNWP_009080-T1	CHXZG_008438-T1
OG0007572	GBNWP_009081-T1	CHXZG_008437-T1
OG0007573	GBNWP_009082-T1	CHXZG_008436-T1
OG0007574	GBNWP_009084-T1	CHXZG_008434-T1
OG0007575	GBNWP_009085-T1	CHXZG_008433-T1
OG0007576	GBNWP_009086-T1	CHXZG_008432-T1
OG0007577	GBNWP_009087-T1	CHXZG_008431-T1
OG0007578	GBNWP_009088-T1	CHXZG_008430-T1
OG0007579	GBNWP_009089-T1	CHXZG_008429-T1
OG0007580	GBNWP_009092-T1	CHXZG_008426-T1
OG0007581	GBNWP_009093-T1	CHXZG_008425-T1
OG0007582	GBNWP_009094-T1	CHXZG_008424-T1
OG0007583	GBNWP_009095-T1	CHXZG_008423-T1
OG0007584	GBNWP_009096-T1	CHXZG_008422-T1
OG0007585	GBNWP_009098-T1	CHXZG_008420-T1
OG0007586	GBNWP_009099-T1	CHXZG_008419-T1
OG0007587	GBNWP_009100-T1	CHXZG_008418-T1
OG0007588	GBNWP_009101-T1	CHXZG_008417-T1
OG0007589	GBNWP_009102-T1	CHXZG_008416-T1
OG0007590	GBNWP_009107-T1	CHXZG_010597-T1
OG0007591	GBNWP_009109-T1	CHXZG_009243-T1
OG0007592	GBNWP_009111-T1	CHXZG_005708-T1
OG0007593	GBNWP_009112-T1	CHXZG_005707-T1
OG0007594	GBNWP_009118-T1	CHXZG_005701-T1
OG0007595	GBNWP_009119-T1	CHXZG_005700-T1
OG0007596	GBNWP_009120-T1	CHXZG_005699-T1
OG0007597	GBNWP_009121-T1	CHXZG_005698-T1
OG0007598	GBNWP_009123-T1	CHXZG_005696-T1
OG0007599	GBNWP_009125-T1	CHXZG_005694-T1
OG0007600	GBNWP_009126-T1	CHXZG_005693-T1
OG0007601	GBNWP_009127-T1	CHXZG_010730-T1
OG0007602	GBNWP_009128-T1	CHXZG_010731-T1
OG0007603	GBNWP_009129-T1	CHXZG_010732-T1
OG0007604	GBNWP_009132-T1	CHXZG_010735-T1
OG0007605	GBNWP_009133-T1	CHXZG_010736-T1
OG0007606	GBNWP_009134-T1	CHXZG_010737-T1
OG0007607	GBNWP_009135-T1	CHXZG_010738-T1
OG0007608	GBNWP_009136-T1	CHXZG_010739-T1
OG0007609	GBNWP_009138-T1	CHXZG_010743-T1
OG0007610	GBNWP_009139-T1	CHXZG_010744-T1
OG0007611	GBNWP_009140-T1	CHXZG_010747-T1
OG0007612	GBNWP_009142-T1	CHXZG_010749-T1
OG0007613	GBNWP_009143-T1	CHXZG_010750-T1
OG0007614	GBNWP_009144-T1	CHXZG_010751-T1
OG0007615	GBNWP_009146-T1	CHXZG_010754-T1
OG0007616	GBNWP_009147-T1	CHXZG_010755-T1
OG0007617	GBNWP_009148-T1	CHXZG_010756-T1
OG0007618	GBNWP_009150-T1	CHXZG_010760-T1
OG0007619	GBNWP_009151-T1	CHXZG_010761-T1
OG0007620	GBNWP_009152-T1	CHXZG_010762-T1
OG0007621	GBNWP_009153-T1	CHXZG_010763-T1
OG0007622	GBNWP_009154-T1	CHXZG_010764-T1
OG0007623	GBNWP_009157-T1	CHXZG_010767-T1
OG0007624	GBNWP_009158-T1	CHXZG_010768-T1
OG0007625	GBNWP_009159-T1	CHXZG_010769-T1
OG0007626	GBNWP_009165-T1	CHXZG_008948-T1
OG0007627	GBNWP_009167-T1	CHXZG_008483-T1
OG0007628	GBNWP_009170-T1	CHXZG_008486-T1
OG0007629	GBNWP_009172-T1	CHXZG_008489-T1
OG0007630	GBNWP_009173-T1	CHXZG_008490-T1
OG0007631	GBNWP_009174-T1	CHXZG_008491-T1
OG0007632	GBNWP_009175-T1	CHXZG_008492-T1
OG0007633	GBNWP_009176-T1	CHXZG_008493-T1
OG0007634	GBNWP_009178-T1	CHXZG_008496-T1
OG0007635	GBNWP_009181-T1	CHXZG_008499-T1
OG0007636	GBNWP_009182-T1	CHXZG_008500-T1
OG0007637	GBNWP_009183-T1	CHXZG_008501-T1
OG0007638	GBNWP_009184-T1	CHXZG_008502-T1
OG0007639	GBNWP_009185-T1	CHXZG_008503-T1
OG0007640	GBNWP_009186-T1	CHXZG_008504-T1
OG0007641	GBNWP_009188-T1	CHXZG_008506-T1
OG0007642	GBNWP_009189-T1	CHXZG_008507-T1
OG0007643	GBNWP_009190-T1	CHXZG_008508-T1
OG0007644	GBNWP_009192-T1	CHXZG_008509-T1
OG0007645	GBNWP_009195-T1	CHXZG_008510-T1
OG0007646	GBNWP_009197-T1	CHXZG_008512-T1
OG0007647	GBNWP_009201-T1	CHXZG_008515-T1
OG0007648	GBNWP_009202-T1	CHXZG_008516-T1
OG0007649	GBNWP_009203-T1	CHXZG_008517-T1
OG0007650	GBNWP_009205-T1	CHXZG_008519-T1
OG0007651	GBNWP_009206-T1	CHXZG_008520-T1
OG0007652	GBNWP_009207-T1	CHXZG_008521-T1
OG0007653	GBNWP_009208-T1	CHXZG_008522-T1
OG0007654	GBNWP_009210-T1	CHXZG_008524-T1
OG0007655	GBNWP_009211-T1	CHXZG_008525-T1
OG0007656	GBNWP_009212-T1	CHXZG_008526-T1
OG0007657	GBNWP_009214-T1	CHXZG_008528-T1
OG0007658	GBNWP_009215-T1	CHXZG_008530-T1
OG0007659	GBNWP_009216-T1	CHXZG_008531-T1
OG0007660	GBNWP_009217-T1	CHXZG_008532-T1
OG0007661	GBNWP_009218-T1	CHXZG_008533-T1
OG0007662	GBNWP_009219-T1	CHXZG_008534-T1
OG0007663	GBNWP_009220-T1	CHXZG_008535-T1
OG0007664	GBNWP_009221-T1	CHXZG_011386-T1
OG0007665	GBNWP_009222-T1	CHXZG_011385-T1
OG0007666	GBNWP_009223-T1	CHXZG_009964-T1
OG0007667	GBNWP_009228-T1	CHXZG_008741-T1
OG0007668	GBNWP_009229-T1	CHXZG_008740-T1
OG0007669	GBNWP_009230-T1	CHXZG_008739-T1
OG0007670	GBNWP_009231-T1	CHXZG_008738-T1
OG0007671	GBNWP_009232-T1	CHXZG_008737-T1
OG0007672	GBNWP_009234-T1	CHXZG_008735-T1
OG0007673	GBNWP_009236-T1	CHXZG_008733-T1
OG0007674	GBNWP_009239-T1	CHXZG_008730-T1
OG0007675	GBNWP_009241-T1	CHXZG_008729-T1
OG0007676	GBNWP_009242-T1	CHXZG_008727-T1
OG0007677	GBNWP_009246-T1	CHXZG_008723-T1
OG0007678	GBNWP_009248-T1	CHXZG_008721-T1
OG0007679	GBNWP_009249-T1	CHXZG_008720-T1
OG0007680	GBNWP_009250-T1	CHXZG_008719-T1
OG0007681	GBNWP_009251-T1	CHXZG_008718-T1
OG0007682	GBNWP_009252-T1	CHXZG_008717-T1
OG0007683	GBNWP_009253-T1	CHXZG_008716-T1
OG0007684	GBNWP_009254-T1	CHXZG_008715-T1
OG0007685	GBNWP_009256-T1	CHXZG_008711-T1
OG0007686	GBNWP_009257-T1	CHXZG_008710-T1
OG0007687	GBNWP_009259-T1	CHXZG_008707-T1
OG0007688	GBNWP_009260-T1	CHXZG_008706-T1
OG0007689	GBNWP_009261-T1	CHXZG_008705-T1
OG0007690	GBNWP_009262-T1	CHXZG_008704-T1
OG0007691	GBNWP_009263-T1	CHXZG_008703-T1
OG0007692	GBNWP_009264-T1	CHXZG_008702-T1
OG0007693	GBNWP_009265-T1	CHXZG_008701-T1
OG0007694	GBNWP_009266-T1	CHXZG_008699-T1
OG0007695	GBNWP_009267-T1	CHXZG_008698-T1
OG0007696	GBNWP_009270-T1	CHXZG_008695-T1
OG0007697	GBNWP_009271-T1	CHXZG_008694-T1
OG0007698	GBNWP_009272-T1	CHXZG_008693-T1
OG0007699	GBNWP_009273-T1	CHXZG_008692-T1
OG0007700	GBNWP_009274-T1	CHXZG_008691-T1
OG0007701	GBNWP_009275-T1	CHXZG_008690-T1
OG0007702	GBNWP_009276-T1	CHXZG_008689-T1
OG0007703	GBNWP_009277-T1	CHXZG_008688-T1
OG0007704	GBNWP_009279-T1	CHXZG_008685-T1
OG0007705	GBNWP_009280-T1	CHXZG_008684-T1
OG0007706	GBNWP_009281-T1	CHXZG_008683-T1
OG0007707	GBNWP_009282-T1	CHXZG_008682-T1
OG0007708	GBNWP_009283-T1	CHXZG_008681-T1
OG0007709	GBNWP_009284-T1	CHXZG_008680-T1
OG0007710	GBNWP_009288-T1	CHXZG_010951-T1
OG0007711	GBNWP_009292-T1	CHXZG_009296-T1
OG0007712	GBNWP_009293-T1	CHXZG_009186-T1
OG0007713	GBNWP_009294-T1	CHXZG_008270-T1
OG0007714	GBNWP_009295-T1	CHXZG_011419-T1
OG0007715	GBNWP_009297-T1	CHXZG_000120-T1
OG0007716	GBNWP_009298-T1	CHXZG_000119-T1
OG0007717	GBNWP_009299-T1	CHXZG_000118-T1
OG0007718	GBNWP_009300-T1	CHXZG_000117-T1
OG0007719	GBNWP_009301-T1	CHXZG_000116-T1
OG0007720	GBNWP_009302-T1	CHXZG_000115-T1
OG0007721	GBNWP_009303-T1	CHXZG_000114-T1
OG0007722	GBNWP_009304-T1	CHXZG_000113-T1
OG0007723	GBNWP_009305-T1	CHXZG_000112-T1
OG0007724	GBNWP_009306-T1	CHXZG_000111-T1
OG0007725	GBNWP_009308-T1	CHXZG_000109-T1
