	Chaetocladium_brefeldii_NRRL_1350.aa	Chaetocladium_brefeldii_RSA_1136-.aa
OG0009925		GBNWZ_009090-T1
OG0009926		GBNWZ_009095-T1
OG0009927		GBNWZ_009101-T1
OG0009928		GBNWZ_009110-T1
OG0009929		GBNWZ_009114-T1
OG0009930		GBNWZ_009117-T1
OG0009931		GBNWZ_009119-T1
OG0009932		GBNWZ_009120-T1
OG0009933		GBNWZ_009127-T1
OG0009934		GBNWZ_009132-T1
OG0009935		GBNWZ_009143-T1
OG0009936		GBNWZ_009144-T1
OG0009937		GBNWZ_009145-T1
OG0009938		GBNWZ_009146-T1
OG0009939		GBNWZ_009151-T1
OG0009940		GBNWZ_009152-T1
OG0009941		GBNWZ_009155-T1
OG0009942		GBNWZ_009156-T1
OG0009943		GBNWZ_009157-T1
OG0009944		GBNWZ_009158-T1
OG0009945		GBNWZ_009166-T1
OG0009946		GBNWZ_009168-T1
OG0009947		GBNWZ_009169-T1
OG0009948		GBNWZ_009170-T1
OG0009949		GBNWZ_009175-T1
OG0009950		GBNWZ_009176-T1
OG0009951		GBNWZ_009180-T1
OG0009952		GBNWZ_009181-T1
OG0009953		GBNWZ_009182-T1
OG0009954		GBNWZ_009183-T1
OG0009955		GBNWZ_009186-T1
OG0009956		GBNWZ_009189-T1
OG0009957		GBNWZ_009192-T1
OG0009958		GBNWZ_009197-T1
OG0009959		GBNWZ_009198-T1
OG0009960		GBNWZ_009200-T1
OG0009961		GBNWZ_009201-T1
OG0009962		GBNWZ_009202-T1
OG0009963		GBNWZ_009203-T1
OG0009964		GBNWZ_009205-T1
OG0009965		GBNWZ_009206-T1
OG0009966		GBNWZ_009211-T1
OG0009967		GBNWZ_009214-T1
OG0009968		GBNWZ_009215-T1
OG0009969		GBNWZ_009216-T1
OG0009970		GBNWZ_009218-T1
OG0009971		GBNWZ_009221-T1
OG0009972		GBNWZ_009222-T1
OG0009973		GBNWZ_009223-T1
OG0009974		GBNWZ_009225-T1
OG0009975		GBNWZ_009228-T1
OG0009976		GBNWZ_009230-T1
OG0009977		GBNWZ_009232-T1
OG0009978		GBNWZ_009243-T1
OG0009979		GBNWZ_009251-T1
OG0009980		GBNWZ_009253-T1
OG0009981		GBNWZ_009256-T1
OG0009982		GBNWZ_009258-T1
OG0009983		GBNWZ_009260-T1
OG0009984		GBNWZ_009261-T1
OG0009985		GBNWZ_009262-T1
OG0009986		GBNWZ_009264-T1
OG0009987		GBNWZ_009268-T1
OG0009988		GBNWZ_009270-T1
OG0009989		GBNWZ_009273-T1
OG0009990		GBNWZ_009274-T1
OG0009991		GBNWZ_009275-T1
OG0009992		GBNWZ_009276-T1
OG0009993		GBNWZ_009278-T1
OG0009994		GBNWZ_009279-T1
OG0009995		GBNWZ_009280-T1
OG0009996		GBNWZ_009282-T1
OG0009997		GBNWZ_009287-T1
OG0009998		GBNWZ_009289-T1
OG0009999		GBNWZ_009290-T1
OG0010000		GBNWZ_009291-T1
OG0010001		GBNWZ_009293-T1
OG0010002		GBNWZ_009294-T1
OG0010003		GBNWZ_009295-T1
OG0010004		GBNWZ_009297-T1
OG0010005		GBNWZ_009298-T1
OG0010006		GBNWZ_009300-T1
OG0010007		GBNWZ_009303-T1
OG0010008		GBNWZ_009306-T1
OG0010009		GBNWZ_009307-T1
OG0010010		GBNWZ_009314-T1
OG0010011		GBNWZ_009318-T1
OG0010012		GBNWZ_009323-T1
OG0010013		GBNWZ_009327-T1
OG0010014		GBNWZ_009329-T1
OG0010015		GBNWZ_009330-T1
OG0010016		GBNWZ_009331-T1
OG0010017		GBNWZ_009332-T1
OG0010018		GBNWZ_009333-T1
OG0010019		GBNWZ_009335-T1
OG0010020		GBNWZ_009336-T1
OG0010021		GBNWZ_009346-T1
OG0010022		GBNWZ_009347-T1
OG0010023		GBNWZ_009355-T1
OG0010024		GBNWZ_009358-T1
OG0010025		GBNWZ_009359-T1
OG0010026		GBNWZ_009360-T1
OG0010027		GBNWZ_009361-T1
OG0010028		GBNWZ_009362-T1
OG0010029		GBNWZ_009363-T1
OG0010030		GBNWZ_009369-T1
OG0010031		GBNWZ_009370-T1
OG0010032		GBNWZ_009379-T1
OG0010033		GBNWZ_009380-T1
OG0010034		GBNWZ_009389-T1
OG0010035		GBNWZ_009390-T1
OG0010036		GBNWZ_009391-T1
OG0010037		GBNWZ_009392-T1
OG0010038		GBNWZ_009393-T1
OG0010039		GBNWZ_009394-T1
OG0010040		GBNWZ_009395-T1
OG0010041		GBNWZ_009396-T1
OG0010042		GBNWZ_009397-T1
OG0010043		GBNWZ_009398-T1
OG0010044		GBNWZ_009399-T1
OG0010045		GBNWZ_009400-T1
OG0010046		GBNWZ_009401-T1
OG0010047		GBNWZ_009402-T1
OG0010048		GBNWZ_009403-T1
OG0010049		GBNWZ_009404-T1
OG0010050		GBNWZ_009405-T1
OG0010051		GBNWZ_009406-T1
OG0010052		GBNWZ_009410-T1
OG0010053		GBNWZ_009411-T1
OG0010054		GBNWZ_009412-T1
OG0010055		GBNWZ_009415-T1
OG0010056		GBNWZ_009416-T1
OG0010057		GBNWZ_009417-T1
OG0010058		GBNWZ_009421-T1
OG0010059		GBNWZ_009423-T1
OG0010060		GBNWZ_009424-T1
OG0010061		GBNWZ_009425-T1
OG0010062		GBNWZ_009426-T1
OG0010063		GBNWZ_009428-T1
OG0010064		GBNWZ_009433-T1
OG0010065		GBNWZ_009434-T1
OG0010066		GBNWZ_009441-T1
OG0010067		GBNWZ_009444-T1
OG0010068		GBNWZ_009448-T1
OG0010069		GBNWZ_009449-T1
OG0010070		GBNWZ_009450-T1
OG0010071		GBNWZ_009452-T1
OG0010072		GBNWZ_009454-T1
OG0010073		GBNWZ_009455-T1
OG0010074		GBNWZ_009457-T1
OG0010075		GBNWZ_009462-T1
OG0010076		GBNWZ_009470-T1
OG0010077		GBNWZ_009477-T1
OG0010078		GBNWZ_009478-T1
OG0010079		GBNWZ_009481-T1
OG0010080		GBNWZ_009483-T1
OG0010081		GBNWZ_009484-T1
OG0010082		GBNWZ_009487-T1
OG0010083		GBNWZ_009494-T1
OG0010084		GBNWZ_009498-T1
OG0010085		GBNWZ_009504-T1
OG0010086		GBNWZ_009506-T1
OG0010087		GBNWZ_009515-T1
OG0010088		GBNWZ_009517-T1
OG0010089		GBNWZ_009521-T1
OG0010090		GBNWZ_009522-T1
OG0010091		GBNWZ_009524-T1
OG0010092		GBNWZ_009525-T1
OG0010093		GBNWZ_009528-T1
OG0010094		GBNWZ_009532-T1
OG0010095		GBNWZ_009534-T1
OG0010096		GBNWZ_009535-T1
OG0010097		GBNWZ_009537-T1
OG0010098		GBNWZ_009540-T1
OG0010099		GBNWZ_009541-T1
OG0010100		GBNWZ_009542-T1
OG0010101		GBNWZ_009545-T1
OG0010102		GBNWZ_009547-T1
OG0010103		GBNWZ_009548-T1
OG0010104		GBNWZ_009549-T1
OG0010105		GBNWZ_009550-T1
OG0010106		GBNWZ_009551-T1
OG0010107		GBNWZ_009552-T1
OG0010108		GBNWZ_009554-T1
OG0010109		GBNWZ_009556-T1
OG0010110		GBNWZ_009557-T1
OG0010111		GBNWZ_009559-T1
OG0010112		GBNWZ_009561-T1
OG0010113		GBNWZ_009562-T1
OG0010114		GBNWZ_009563-T1
OG0010115		GBNWZ_009564-T1
OG0010116		GBNWZ_009565-T1
OG0010117		GBNWZ_009566-T1
OG0010118		GBNWZ_009567-T1
OG0010119		GBNWZ_009569-T1
OG0010120		GBNWZ_009571-T1
OG0010121		GBNWZ_009572-T1
OG0010122		GBNWZ_009575-T1
OG0010123		GBNWZ_009577-T1
OG0010124		GBNWZ_009581-T1
OG0010125		GBNWZ_009584-T1
OG0010126		GBNWZ_009588-T1
OG0010127		GBNWZ_009589-T1
OG0010128		GBNWZ_009590-T1
OG0010129		GBNWZ_009592-T1
OG0010130		GBNWZ_009594-T1
OG0010131		GBNWZ_009597-T1
OG0010132		GBNWZ_009599-T1
OG0010133		GBNWZ_009602-T1
OG0010134		GBNWZ_009604-T1
OG0010135		GBNWZ_009605-T1
OG0010136		GBNWZ_009606-T1
OG0010137		GBNWZ_009607-T1
OG0010138		GBNWZ_009610-T1
OG0010139		GBNWZ_009613-T1
OG0010140		GBNWZ_009615-T1
OG0010141		GBNWZ_009616-T1
OG0010142		GBNWZ_009618-T1
OG0010143		GBNWZ_009621-T1
OG0010144		GBNWZ_009622-T1
OG0010145		GBNWZ_009623-T1
OG0010146		GBNWZ_009624-T1
OG0010147		GBNWZ_009627-T1
OG0010148		GBNWZ_009629-T1
OG0010149		GBNWZ_009633-T1
OG0010150		GBNWZ_009636-T1
OG0010151		GBNWZ_009637-T1
OG0010152		GBNWZ_009638-T1
OG0010153		GBNWZ_009640-T1
OG0010154		GBNWZ_009641-T1
OG0010155		GBNWZ_009642-T1
OG0010156		GBNWZ_009643-T1
OG0010157		GBNWZ_009644-T1
OG0010158		GBNWZ_009649-T1
OG0010159		GBNWZ_009651-T1
OG0010160		GBNWZ_009653-T1
OG0010161		GBNWZ_009657-T1
OG0010162		GBNWZ_009660-T1
OG0010163		GBNWZ_009661-T1
OG0010164		GBNWZ_009662-T1
OG0010165		GBNWZ_009667-T1
OG0010166		GBNWZ_009668-T1
OG0010167		GBNWZ_009680-T1
OG0010168		GBNWZ_009685-T1
OG0010169		GBNWZ_009686-T1
OG0010170		GBNWZ_009687-T1
OG0010171		GBNWZ_009688-T1
OG0010172		GBNWZ_009693-T1
OG0010173		GBNWZ_009698-T1
OG0010174		GBNWZ_009700-T1
OG0010175		GBNWZ_009701-T1
OG0010176		GBNWZ_009702-T1
OG0010177		GBNWZ_009704-T1
OG0010178		GBNWZ_009706-T1
OG0010179		GBNWZ_009708-T1
OG0010180		GBNWZ_009709-T1
OG0010181		GBNWZ_009710-T1
OG0010182		GBNWZ_009711-T1
OG0010183		GBNWZ_009715-T1
OG0010184		GBNWZ_009716-T1
OG0010185		GBNWZ_009717-T1
OG0010186		GBNWZ_009719-T1
OG0010187		GBNWZ_009720-T1
OG0010188		GBNWZ_009721-T1
OG0010189		GBNWZ_009732-T1
OG0010190		GBNWZ_009733-T1
OG0010191		GBNWZ_009734-T1
OG0010192		GBNWZ_009736-T1
OG0010193		GBNWZ_009737-T1
OG0010194		GBNWZ_009738-T1
OG0010195		GBNWZ_009743-T1
OG0010196		GBNWZ_009750-T1
OG0010197		GBNWZ_009752-T1
OG0010198		GBNWZ_009753-T1
OG0010199		GBNWZ_009756-T1
OG0010200		GBNWZ_009758-T1
OG0010201		GBNWZ_009760-T1
OG0010202		GBNWZ_009768-T1
OG0010203		GBNWZ_009774-T1
OG0010204		GBNWZ_009779-T1
OG0010205		GBNWZ_009780-T1
OG0010206		GBNWZ_009781-T1
OG0010207		GBNWZ_009783-T1
OG0010208		GBNWZ_009791-T1
OG0010209		GBNWZ_009797-T1
OG0010210		GBNWZ_009799-T1
OG0010211		GBNWZ_009803-T1
OG0010212		GBNWZ_009809-T1
OG0010213		GBNWZ_009810-T1
OG0010214		GBNWZ_009812-T1
OG0010215		GBNWZ_009815-T1
OG0010216		GBNWZ_009820-T1
