	Phycomyces_blakesleeanus_Burgeff_NRRL_1465.aa	Phycomyces_blakesleeanus_NRRL_1555.aa
OG0014900		Phybl2|Phybl2_175292
OG0014901		Phybl2|Phybl2_71180
OG0014902		Phybl2|Phybl2_152560
OG0014903		Phybl2|Phybl2_152561
OG0014904		Phybl2|Phybl2_152562
OG0014905		Phybl2|Phybl2_71167
OG0014906		Phybl2|Phybl2_156687
OG0014907		Phybl2|Phybl2_175311
OG0014908		Phybl2|Phybl2_71148
OG0014909		Phybl2|Phybl2_175327
OG0014910		Phybl2|Phybl2_175333
OG0014911		Phybl2|Phybl2_71133
OG0014912		Phybl2|Phybl2_175359
OG0014913		Phybl2|Phybl2_189357
OG0014914		Phybl2|Phybl2_71097
OG0014915		Phybl2|Phybl2_102763
OG0014916		Phybl2|Phybl2_175401
OG0014917		Phybl2|Phybl2_160660
OG0014918		Phybl2|Phybl2_175405
OG0014919		Phybl2|Phybl2_175406
OG0014920		Phybl2|Phybl2_178456
OG0014921		Phybl2|Phybl2_73125
OG0014922		Phybl2|Phybl2_73141
OG0014923		Phybl2|Phybl2_160676
OG0014924		Phybl2|Phybl2_175446
OG0014925		Phybl2|Phybl2_152717
OG0014926		Phybl2|Phybl2_175448
OG0014927		Phybl2|Phybl2_175450
OG0014928		Phybl2|Phybl2_26665
OG0014929		Phybl2|Phybl2_71061
OG0014930		Phybl2|Phybl2_175464
OG0014931		Phybl2|Phybl2_70993
OG0014932		Phybl2|Phybl2_152738
OG0014933		Phybl2|Phybl2_175470
OG0014934		Phybl2|Phybl2_175471
OG0014935		Phybl2|Phybl2_70984
OG0014936		Phybl2|Phybl2_175473
OG0014937		Phybl2|Phybl2_152749
OG0014938		Phybl2|Phybl2_70981
OG0014939		Phybl2|Phybl2_152750
OG0014940		Phybl2|Phybl2_73953
OG0014941		Phybl2|Phybl2_175482
OG0014942		Phybl2|Phybl2_175486
OG0014943		Phybl2|Phybl2_70971
OG0014944		Phybl2|Phybl2_70970
OG0014945		Phybl2|Phybl2_175492
OG0014946		Phybl2|Phybl2_102534
OG0014947		Phybl2|Phybl2_70962
OG0014948		Phybl2|Phybl2_175498
OG0014949		Phybl2|Phybl2_175500
OG0014950		Phybl2|Phybl2_70954
OG0014951		Phybl2|Phybl2_175507
OG0014952		Phybl2|Phybl2_175509
OG0014953		Phybl2|Phybl2_175510
OG0014954		Phybl2|Phybl2_152794
OG0014955		Phybl2|Phybl2_70948
OG0014956		Phybl2|Phybl2_152795
OG0014957		Phybl2|Phybl2_152798
OG0014958		Phybl2|Phybl2_70942
OG0014959		Phybl2|Phybl2_175520
OG0014960		Phybl2|Phybl2_175522
OG0014961		Phybl2|Phybl2_152803
OG0014962		Phybl2|Phybl2_73668
OG0014963		Phybl2|Phybl2_73669
OG0014964		Phybl2|Phybl2_152810
OG0014965		Phybl2|Phybl2_152822
OG0014966		Phybl2|Phybl2_152825
OG0014967		Phybl2|Phybl2_152827
OG0014968		Phybl2|Phybl2_152828
OG0014969		Phybl2|Phybl2_152833
OG0014970		Phybl2|Phybl2_69877
OG0014971		Phybl2|Phybl2_175561
OG0014972		Phybl2|Phybl2_160698
OG0014973		Phybl2|Phybl2_175587
OG0014974		Phybl2|Phybl2_119524
OG0014975		Phybl2|Phybl2_160708
OG0014976		Phybl2|Phybl2_175604
OG0014977		Phybl2|Phybl2_175632
OG0014978		Phybl2|Phybl2_175634
OG0014979		Phybl2|Phybl2_175638
OG0014980		Phybl2|Phybl2_152926
OG0014981		Phybl2|Phybl2_175644
OG0014982		Phybl2|Phybl2_175651
OG0014983		Phybl2|Phybl2_152944
OG0014984		Phybl2|Phybl2_73206
OG0014985		Phybl2|Phybl2_152948
OG0014986		Phybl2|Phybl2_73208
OG0014987		Phybl2|Phybl2_175666
OG0014988		Phybl2|Phybl2_152955
OG0014989		Phybl2|Phybl2_152957
OG0014990		Phybl2|Phybl2_160715
OG0014991		Phybl2|Phybl2_152961
OG0014992		Phybl2|Phybl2_175675
OG0014993		Phybl2|Phybl2_152965
OG0014994		Phybl2|Phybl2_73222
OG0014995		Phybl2|Phybl2_175679
OG0014996		Phybl2|Phybl2_175680
OG0014997		Phybl2|Phybl2_175681
OG0014998		Phybl2|Phybl2_160717
OG0014999		Phybl2|Phybl2_73281
OG0015000		Phybl2|Phybl2_73277
OG0015001		Phybl2|Phybl2_128786
OG0015002		Phybl2|Phybl2_153013
OG0015003		Phybl2|Phybl2_73240
OG0015004		Phybl2|Phybl2_153015
OG0015005		Phybl2|Phybl2_153016
OG0015006		Phybl2|Phybl2_73239
OG0015007		Phybl2|Phybl2_175737
OG0015008		Phybl2|Phybl2_175739
OG0015009		Phybl2|Phybl2_175740
OG0015010		Phybl2|Phybl2_153034
OG0015011		Phybl2|Phybl2_175745
OG0015012		Phybl2|Phybl2_71694
OG0015013		Phybl2|Phybl2_175751
OG0015014		Phybl2|Phybl2_71690
OG0015015		Phybl2|Phybl2_153047
OG0015016		Phybl2|Phybl2_25776
OG0015017		Phybl2|Phybl2_175756
OG0015018		Phybl2|Phybl2_153051
OG0015019		Phybl2|Phybl2_119775
OG0015020		Phybl2|Phybl2_175761
OG0015021		Phybl2|Phybl2_175762
OG0015022		Phybl2|Phybl2_119732
OG0015023		Phybl2|Phybl2_175764
OG0015024		Phybl2|Phybl2_175769
OG0015025		Phybl2|Phybl2_71662
OG0015026		Phybl2|Phybl2_71660
OG0015027		Phybl2|Phybl2_175793
OG0015028		Phybl2|Phybl2_175804
OG0015029		Phybl2|Phybl2_119804
OG0015030		Phybl2|Phybl2_175808
OG0015031		Phybl2|Phybl2_103911
OG0015032		Phybl2|Phybl2_119756
OG0015033		Phybl2|Phybl2_71623
OG0015034		Phybl2|Phybl2_153129
OG0015035		Phybl2|Phybl2_153133
OG0015036		Phybl2|Phybl2_153134
OG0015037		Phybl2|Phybl2_153135
OG0015038		Phybl2|Phybl2_8604
OG0015039		Phybl2|Phybl2_175845
OG0015040		Phybl2|Phybl2_119888
OG0015041		Phybl2|Phybl2_153151
OG0015042		Phybl2|Phybl2_72398
OG0015043		Phybl2|Phybl2_72390
OG0015044		Phybl2|Phybl2_72386
OG0015045		Phybl2|Phybl2_175875
OG0015046		Phybl2|Phybl2_175886
OG0015047		Phybl2|Phybl2_73817
OG0015048		Phybl2|Phybl2_160785
OG0015049		Phybl2|Phybl2_160787
OG0015050		Phybl2|Phybl2_153242
OG0015051		Phybl2|Phybl2_153243
OG0015052		Phybl2|Phybl2_160789
OG0015053		Phybl2|Phybl2_160790
OG0015054		Phybl2|Phybl2_175941
OG0015055		Phybl2|Phybl2_160791
OG0015056		Phybl2|Phybl2_175945
OG0015057		Phybl2|Phybl2_175947
OG0015058		Phybl2|Phybl2_153253
OG0015059		Phybl2|Phybl2_175949
OG0015060		Phybl2|Phybl2_153256
OG0015061		Phybl2|Phybl2_153257
OG0015062		Phybl2|Phybl2_153259
OG0015063		Phybl2|Phybl2_175956
OG0015064		Phybl2|Phybl2_175957
OG0015065		Phybl2|Phybl2_175958
OG0015066		Phybl2|Phybl2_160797
OG0015067		Phybl2|Phybl2_160799
OG0015068		Phybl2|Phybl2_70692
OG0015069		Phybl2|Phybl2_70695
OG0015070		Phybl2|Phybl2_184118
OG0015071		Phybl2|Phybl2_79908
OG0015072		Phybl2|Phybl2_25229
OG0015073		Phybl2|Phybl2_175995
OG0015074		Phybl2|Phybl2_70731
OG0015075		Phybl2|Phybl2_70732
OG0015076		Phybl2|Phybl2_70747
OG0015077		Phybl2|Phybl2_176017
OG0015078		Phybl2|Phybl2_70755
OG0015079		Phybl2|Phybl2_70757
OG0015080		Phybl2|Phybl2_79926
OG0015081		Phybl2|Phybl2_153332
OG0015082		Phybl2|Phybl2_70765
OG0015083		Phybl2|Phybl2_176033
OG0015084		Phybl2|Phybl2_153337
OG0015085		Phybl2|Phybl2_153339
OG0015086		Phybl2|Phybl2_176037
OG0015087		Phybl2|Phybl2_176038
OG0015088		Phybl2|Phybl2_153343
OG0015089		Phybl2|Phybl2_153344
OG0015090		Phybl2|Phybl2_153347
OG0015091		Phybl2|Phybl2_153348
OG0015092		Phybl2|Phybl2_176046
OG0015093		Phybl2|Phybl2_176047
OG0015094		Phybl2|Phybl2_176051
OG0015095		Phybl2|Phybl2_176054
OG0015096		Phybl2|Phybl2_160817
OG0015097		Phybl2|Phybl2_160818
OG0015098		Phybl2|Phybl2_153359
OG0015099		Phybl2|Phybl2_176060
OG0015100		Phybl2|Phybl2_153362
OG0015101		Phybl2|Phybl2_176062
OG0015102		Phybl2|Phybl2_153365
OG0015103		Phybl2|Phybl2_153367
OG0015104		Phybl2|Phybl2_72317
OG0015105		Phybl2|Phybl2_72313
OG0015106		Phybl2|Phybl2_176072
OG0015107		Phybl2|Phybl2_153378
OG0015108		Phybl2|Phybl2_176077
OG0015109		Phybl2|Phybl2_176078
OG0015110		Phybl2|Phybl2_153386
OG0015111		Phybl2|Phybl2_176081
OG0015112		Phybl2|Phybl2_176083
OG0015113		Phybl2|Phybl2_72307
OG0015114		Phybl2|Phybl2_72305
OG0015115		Phybl2|Phybl2_153393
OG0015116		Phybl2|Phybl2_176088
OG0015117		Phybl2|Phybl2_72299
OG0015118		Phybl2|Phybl2_176090
OG0015119		Phybl2|Phybl2_176092
OG0015120		Phybl2|Phybl2_153399
OG0015121		Phybl2|Phybl2_72293
OG0015122		Phybl2|Phybl2_176098
OG0015123		Phybl2|Phybl2_153405
OG0015124		Phybl2|Phybl2_176101
OG0015125		Phybl2|Phybl2_176104
OG0015126		Phybl2|Phybl2_176105
OG0015127		Phybl2|Phybl2_153416
OG0015128		Phybl2|Phybl2_153421
OG0015129		Phybl2|Phybl2_176110
OG0015130		Phybl2|Phybl2_176113
OG0015131		Phybl2|Phybl2_153425
OG0015132		Phybl2|Phybl2_153428
OG0015133		Phybl2|Phybl2_64596
OG0015134		Phybl2|Phybl2_153431
OG0015135		Phybl2|Phybl2_176119
OG0015136		Phybl2|Phybl2_103719
OG0015137		Phybl2|Phybl2_64601
OG0015138		Phybl2|Phybl2_64606
OG0015139		Phybl2|Phybl2_176132
OG0015140		Phybl2|Phybl2_153447
OG0015141		Phybl2|Phybl2_103546
OG0015142		Phybl2|Phybl2_120085
OG0015143		Phybl2|Phybl2_64618
OG0015144		Phybl2|Phybl2_153454
OG0015145		Phybl2|Phybl2_176138
OG0015146		Phybl2|Phybl2_153458
OG0015147		Phybl2|Phybl2_153459
OG0015148		Phybl2|Phybl2_153473
OG0015149		Phybl2|Phybl2_176159
OG0015150		Phybl2|Phybl2_176162
OG0015151		Phybl2|Phybl2_176163
OG0015152		Phybl2|Phybl2_72465
OG0015153		Phybl2|Phybl2_72464
OG0015154		Phybl2|Phybl2_153485
OG0015155		Phybl2|Phybl2_176169
OG0015156		Phybl2|Phybl2_153488
OG0015157		Phybl2|Phybl2_153489
OG0015158		Phybl2|Phybl2_160839
OG0015159		Phybl2|Phybl2_128978
OG0015160		Phybl2|Phybl2_176186
OG0015161		Phybl2|Phybl2_72427
OG0015162		Phybl2|Phybl2_153525
OG0015163		Phybl2|Phybl2_176205
OG0015164		Phybl2|Phybl2_153527
OG0015165		Phybl2|Phybl2_153528
OG0015166		Phybl2|Phybl2_153530
OG0015167		Phybl2|Phybl2_153537
OG0015168		Phybl2|Phybl2_176213
OG0015169		Phybl2|Phybl2_176214
OG0015170		Phybl2|Phybl2_176215
OG0015171		Phybl2|Phybl2_176220
OG0015172		Phybl2|Phybl2_153546
OG0015173		Phybl2|Phybl2_153548
OG0015174		Phybl2|Phybl2_176225
OG0015175		Phybl2|Phybl2_71023
OG0015176		Phybl2|Phybl2_153551
OG0015177		Phybl2|Phybl2_153552
OG0015178		Phybl2|Phybl2_153553
OG0015179		Phybl2|Phybl2_176230
OG0015180		Phybl2|Phybl2_176231
OG0015181		Phybl2|Phybl2_153557
OG0015182		Phybl2|Phybl2_71013
OG0015183		Phybl2|Phybl2_71011
OG0015184		Phybl2|Phybl2_176237
OG0015185		Phybl2|Phybl2_153566
OG0015186		Phybl2|Phybl2_153567
OG0015187		Phybl2|Phybl2_153569
OG0015188		Phybl2|Phybl2_153571
OG0015189		Phybl2|Phybl2_153573
OG0015190		Phybl2|Phybl2_71004
OG0015191		Phybl2|Phybl2_70998
OG0015192		Phybl2|Phybl2_176248
OG0015193		Phybl2|Phybl2_153589
OG0015194		Phybl2|Phybl2_71048
OG0015195		Phybl2|Phybl2_176253
OG0015196		Phybl2|Phybl2_71050
OG0015197		Phybl2|Phybl2_176255
OG0015198		Phybl2|Phybl2_71055
OG0015199		Phybl2|Phybl2_176264
OG0015200		Phybl2|Phybl2_176265
OG0015201		Phybl2|Phybl2_176267
OG0015202		Phybl2|Phybl2_176269
OG0015203		Phybl2|Phybl2_73710
OG0015204		Phybl2|Phybl2_153614
OG0015205		Phybl2|Phybl2_176274
OG0015206		Phybl2|Phybl2_176278
OG0015207		Phybl2|Phybl2_120167
OG0015208		Phybl2|Phybl2_72587
OG0015209		Phybl2|Phybl2_72583
OG0015210		Phybl2|Phybl2_160856
OG0015211		Phybl2|Phybl2_153632
OG0015212		Phybl2|Phybl2_72576
OG0015213		Phybl2|Phybl2_102385
OG0015214		Phybl2|Phybl2_176301
OG0015215		Phybl2|Phybl2_153642
OG0015216		Phybl2|Phybl2_153645
OG0015217		Phybl2|Phybl2_153648
OG0015218		Phybl2|Phybl2_160862
OG0015219		Phybl2|Phybl2_160863
OG0015220		Phybl2|Phybl2_176304
OG0015221		Phybl2|Phybl2_184181
OG0015222		Phybl2|Phybl2_176306
OG0015223		Phybl2|Phybl2_176308
OG0015224		Phybl2|Phybl2_153661
OG0015225		Phybl2|Phybl2_153662
OG0015226		Phybl2|Phybl2_153663
OG0015227		Phybl2|Phybl2_184184
OG0015228		Phybl2|Phybl2_153667
OG0015229		Phybl2|Phybl2_160866
OG0015230		Phybl2|Phybl2_153670
OG0015231		Phybl2|Phybl2_153671
OG0015232		Phybl2|Phybl2_153672
OG0015233		Phybl2|Phybl2_153674
OG0015234		Phybl2|Phybl2_160868
OG0015235		Phybl2|Phybl2_160870
OG0015236		Phybl2|Phybl2_153684
OG0015237		Phybl2|Phybl2_176340
OG0015238		Phybl2|Phybl2_153700
OG0015239		Phybl2|Phybl2_160881
OG0015240		Phybl2|Phybl2_176344
OG0015241		Phybl2|Phybl2_176345
OG0015242		Phybl2|Phybl2_176347
OG0015243		Phybl2|Phybl2_176348
OG0015244		Phybl2|Phybl2_72712
OG0015245		Phybl2|Phybl2_153708
OG0015246		Phybl2|Phybl2_160883
OG0015247		Phybl2|Phybl2_176356
OG0015248		Phybl2|Phybl2_153719
OG0015249		Phybl2|Phybl2_129027
OG0015250		Phybl2|Phybl2_120213
OG0015251		Phybl2|Phybl2_176373
OG0015252		Phybl2|Phybl2_176376
OG0015253		Phybl2|Phybl2_189619
OG0015254		Phybl2|Phybl2_189624
OG0015255		Phybl2|Phybl2_153753
OG0015256		Phybl2|Phybl2_176393
OG0015257		Phybl2|Phybl2_153755
OG0015258		Phybl2|Phybl2_153756
OG0015259		Phybl2|Phybl2_160890
OG0015260		Phybl2|Phybl2_160893
OG0015261		Phybl2|Phybl2_160895
OG0015262		Phybl2|Phybl2_153765
OG0015263		Phybl2|Phybl2_153766
OG0015264		Phybl2|Phybl2_176404
OG0015265		Phybl2|Phybl2_176406
OG0015266		Phybl2|Phybl2_176409
OG0015267		Phybl2|Phybl2_153773
OG0015268		Phybl2|Phybl2_176412
OG0015269		Phybl2|Phybl2_153778
OG0015270		Phybl2|Phybl2_176414
OG0015271		Phybl2|Phybl2_176415
OG0015272		Phybl2|Phybl2_176417
OG0015273		Phybl2|Phybl2_176418
OG0015274		Phybl2|Phybl2_176420
OG0015275		Phybl2|Phybl2_160898
OG0015276		Phybl2|Phybl2_80623
OG0015277		Phybl2|Phybl2_73800
OG0015278		Phybl2|Phybl2_120256
OG0015279		Phybl2|Phybl2_176426
OG0015280		Phybl2|Phybl2_160900
OG0015281		Phybl2|Phybl2_73784
OG0015282		Phybl2|Phybl2_176432
OG0015283		Phybl2|Phybl2_160902
OG0015284		Phybl2|Phybl2_160903
OG0015285		Phybl2|Phybl2_153801
OG0015286		Phybl2|Phybl2_153806
OG0015287		Phybl2|Phybl2_153808
OG0015288		Phybl2|Phybl2_176436
OG0015289		Phybl2|Phybl2_160904
OG0015290		Phybl2|Phybl2_153811
OG0015291		Phybl2|Phybl2_176438
OG0015292		Phybl2|Phybl2_176439
OG0015293		Phybl2|Phybl2_189633
OG0015294		Phybl2|Phybl2_153817
OG0015295		Phybl2|Phybl2_153819
OG0015296		Phybl2|Phybl2_176445
OG0015297		Phybl2|Phybl2_73840
OG0015298		Phybl2|Phybl2_153822
OG0015299		Phybl2|Phybl2_153824
OG0015300		Phybl2|Phybl2_156838
OG0015301		Phybl2|Phybl2_120272
OG0015302		Phybl2|Phybl2_74113
OG0015303		Phybl2|Phybl2_176455
OG0015304		Phybl2|Phybl2_176457
OG0015305		Phybl2|Phybl2_184230
OG0015306		Phybl2|Phybl2_153836
OG0015307		Phybl2|Phybl2_160911
OG0015308		Phybl2|Phybl2_176461
OG0015309		Phybl2|Phybl2_153841
OG0015310		Phybl2|Phybl2_120285
OG0015311		Phybl2|Phybl2_153845
OG0015312		Phybl2|Phybl2_176472
OG0015313		Phybl2|Phybl2_160913
OG0015314		Phybl2|Phybl2_176474
