	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0007019	GBNUZ_008822-T1	GBNWA_003949-T1
OG0007020	GBNUZ_008824-T1	GBNWA_003948-T1
OG0007021	GBNUZ_008825-T1	GBNWA_003947-T1
OG0007022	GBNUZ_008827-T1	GBNWA_003945-T1
OG0007023	GBNUZ_008828-T1	GBNWA_003944-T1
OG0007024	GBNUZ_008829-T1	GBNWA_003943-T1
OG0007025	GBNUZ_008830-T1	GBNWA_003942-T1
OG0007026	GBNUZ_008831-T1	GBNWA_003941-T1
OG0007027	GBNUZ_008832-T1	GBNWA_003940-T1
OG0007028	GBNUZ_008833-T1	GBNWA_003939-T1
OG0007029	GBNUZ_008835-T1	GBNWA_003935-T1
OG0007030	GBNUZ_008836-T1	GBNWA_003934-T1
OG0007031	GBNUZ_008837-T1	GBNWA_003933-T1
OG0007032	GBNUZ_008838-T1	GBNWA_003932-T1
OG0007033	GBNUZ_008840-T1	GBNWA_003928-T1
OG0007034	GBNUZ_008841-T1	GBNWA_003927-T1
OG0007035	GBNUZ_008842-T1	GBNWA_003926-T1
OG0007036	GBNUZ_008844-T1	GBNWA_003924-T1
OG0007037	GBNUZ_008845-T1	GBNWA_003923-T1
OG0007038	GBNUZ_008846-T1	GBNWA_003922-T1
OG0007039	GBNUZ_008851-T1	GBNWA_009210-T1
OG0007040	GBNUZ_008853-T1	GBNWA_009208-T1
OG0007041	GBNUZ_008854-T1	GBNWA_009207-T1
OG0007042	GBNUZ_008856-T1	GBNWA_009205-T1
OG0007043	GBNUZ_008857-T1	GBNWA_009204-T1
OG0007044	GBNUZ_008858-T1	GBNWA_009202-T1
OG0007045	GBNUZ_008859-T1	GBNWA_009201-T1
OG0007046	GBNUZ_008860-T1	GBNWA_009200-T1
OG0007047	GBNUZ_008861-T1	GBNWA_009199-T1
OG0007048	GBNUZ_008862-T1	GBNWA_009198-T1
OG0007049	GBNUZ_008863-T1	GBNWA_009197-T1
OG0007050	GBNUZ_008864-T1	GBNWA_009196-T1
OG0007051	GBNUZ_008865-T1	GBNWA_009194-T1
OG0007052	GBNUZ_008866-T1	GBNWA_009193-T1
OG0007053	GBNUZ_008868-T1	GBNWA_009192-T1
OG0007054	GBNUZ_008869-T1	GBNWA_009191-T1
OG0007055	GBNUZ_008871-T1	GBNWA_009189-T1
OG0007056	GBNUZ_008872-T1	GBNWA_009188-T1
OG0007057	GBNUZ_008875-T1	GBNWA_003428-T1
OG0007058	GBNUZ_008876-T1	GBNWA_003427-T1
OG0007059	GBNUZ_008878-T1	GBNWA_003426-T1
OG0007060	GBNUZ_008883-T1	GBNWA_003423-T1
OG0007061	GBNUZ_008884-T1	GBNWA_003422-T1
OG0007062	GBNUZ_008885-T1	GBNWA_003421-T1
OG0007063	GBNUZ_008886-T1	GBNWA_003420-T1
OG0007064	GBNUZ_008887-T1	GBNWA_003419-T1
OG0007065	GBNUZ_008888-T1	GBNWA_003418-T1
OG0007066	GBNUZ_008889-T1	GBNWA_003417-T1
OG0007067	GBNUZ_008890-T1	GBNWA_005786-T1
OG0007068	GBNUZ_008891-T1	GBNWA_005787-T1
OG0007069	GBNUZ_008892-T1	GBNWA_005788-T1
OG0007070	GBNUZ_008893-T1	GBNWA_005789-T1
OG0007071	GBNUZ_008898-T1	GBNWA_003634-T1
OG0007072	GBNUZ_008899-T1	GBNWA_003635-T1
OG0007073	GBNUZ_008900-T1	GBNWA_003636-T1
OG0007074	GBNUZ_008902-T1	GBNWA_003638-T1
OG0007075	GBNUZ_008903-T1	GBNWA_003639-T1
OG0007076	GBNUZ_008904-T1	GBNWA_003640-T1
OG0007077	GBNUZ_008907-T1	GBNWA_003642-T1
OG0007078	GBNUZ_008909-T1	GBNWA_003632-T1
OG0007079	GBNUZ_008911-T1	GBNWA_003644-T1
OG0007080	GBNUZ_008912-T1	GBNWA_003645-T1
OG0007081	GBNUZ_008914-T1	GBNWA_003647-T1
OG0007082	GBNUZ_008915-T1	GBNWA_003648-T1
OG0007083	GBNUZ_008918-T1	GBNWA_003652-T1
OG0007084	GBNUZ_008919-T1	GBNWA_003653-T1
OG0007085	GBNUZ_008920-T1	GBNWA_003654-T1
OG0007086	GBNUZ_008921-T1	GBNWA_003655-T1
OG0007087	GBNUZ_008922-T1	GBNWA_003656-T1
OG0007088	GBNUZ_008923-T1	GBNWA_003657-T1
OG0007089	GBNUZ_008925-T1	GBNWA_003659-T1
OG0007090	GBNUZ_008926-T1	GBNWA_001977-T1
OG0007091	GBNUZ_008927-T1	GBNWA_001978-T1
OG0007092	GBNUZ_008928-T1	GBNWA_001979-T1
OG0007093	GBNUZ_008929-T1	GBNWA_001982-T1
OG0007094	GBNUZ_008930-T1	GBNWA_001983-T1
OG0007095	GBNUZ_008931-T1	GBNWA_001984-T1
OG0007096	GBNUZ_008932-T1	GBNWA_001985-T1
OG0007097	GBNUZ_008933-T1	GBNWA_001986-T1
OG0007098	GBNUZ_008934-T1	GBNWA_001987-T1
OG0007099	GBNUZ_008935-T1	GBNWA_001988-T1
OG0007100	GBNUZ_008936-T1	GBNWA_001989-T1
OG0007101	GBNUZ_008937-T1	GBNWA_001990-T1
OG0007102	GBNUZ_008939-T1	GBNWA_001704-T1
OG0007103	GBNUZ_008940-T1	GBNWA_001703-T1
OG0007104	GBNUZ_008941-T1	GBNWA_001702-T1
OG0007105	GBNUZ_008943-T1	GBNWA_008883-T1
OG0007106	GBNUZ_008944-T1	GBNWA_008882-T1
OG0007107	GBNUZ_008945-T1	GBNWA_008881-T1
OG0007108	GBNUZ_008948-T1	GBNWA_008878-T1
OG0007109	GBNUZ_008950-T1	GBNWA_008876-T1
OG0007110	GBNUZ_008951-T1	GBNWA_008875-T1
OG0007111	GBNUZ_008952-T1	GBNWA_008874-T1
OG0007112	GBNUZ_008953-T1	GBNWA_008873-T1
OG0007113	GBNUZ_008955-T1	GBNWA_008872-T1
OG0007114	GBNUZ_008957-T1	GBNWA_008870-T1
OG0007115	GBNUZ_008958-T1	GBNWA_008869-T1
OG0007116	GBNUZ_008959-T1	GBNWA_008868-T1
OG0007117	GBNUZ_008960-T1	GBNWA_008867-T1
OG0007118	GBNUZ_008961-T1	GBNWA_008866-T1
OG0007119	GBNUZ_008962-T1	GBNWA_008865-T1
OG0007120	GBNUZ_008963-T1	GBNWA_008864-T1
OG0007121	GBNUZ_008964-T1	GBNWA_008863-T1
OG0007122	GBNUZ_008965-T1	GBNWA_008862-T1
OG0007123	GBNUZ_008966-T1	GBNWA_008861-T1
OG0007124	GBNUZ_008967-T1	GBNWA_008860-T1
OG0007125	GBNUZ_008971-T1	GBNWA_008857-T1
OG0007126	GBNUZ_008972-T1	GBNWA_008856-T1
OG0007127	GBNUZ_008973-T1	GBNWA_008855-T1
OG0007128	GBNUZ_008974-T1	GBNWA_006100-T1
OG0007129	GBNUZ_008977-T1	GBNWA_006097-T1
OG0007130	GBNUZ_008979-T1	GBNWA_002285-T1
OG0007131	GBNUZ_008980-T1	GBNWA_002284-T1
OG0007132	GBNUZ_008981-T1	GBNWA_002283-T1
OG0007133	GBNUZ_008982-T1	GBNWA_005467-T1
OG0007134	GBNUZ_008983-T1	GBNWA_005466-T1
OG0007135	GBNUZ_008985-T1	GBNWA_005464-T1
OG0007136	GBNUZ_008987-T1	GBNWA_005463-T1
OG0007137	GBNUZ_008988-T1	GBNWA_005462-T1
OG0007138	GBNUZ_008989-T1	GBNWA_005460-T1
OG0007139	GBNUZ_008990-T1	GBNWA_005459-T1
OG0007140	GBNUZ_008991-T1	GBNWA_005122-T1
OG0007141	GBNUZ_008992-T1	GBNWA_005121-T1
OG0007142	GBNUZ_008993-T1	GBNWA_005120-T1
OG0007143	GBNUZ_008995-T1	GBNWA_004655-T1
OG0007144	GBNUZ_008997-T1	GBNWA_004657-T1
OG0007145	GBNUZ_008998-T1	GBNWA_004658-T1
OG0007146	GBNUZ_008999-T1	GBNWA_004659-T1
OG0007147	GBNUZ_009000-T1	GBNWA_004660-T1
OG0007148	GBNUZ_009005-T1	GBNWA_004665-T1
OG0007149	GBNUZ_009006-T1	GBNWA_004667-T1
OG0007150	GBNUZ_009008-T1	GBNWA_005102-T1
OG0007151	GBNUZ_009009-T1	GBNWA_005103-T1
OG0007152	GBNUZ_009010-T1	GBNWA_005104-T1
OG0007153	GBNUZ_009011-T1	GBNWA_005105-T1
OG0007154	GBNUZ_009012-T1	GBNWA_005106-T1
OG0007155	GBNUZ_009015-T1	GBNWA_005109-T1
OG0007156	GBNUZ_009016-T1	GBNWA_005111-T1
OG0007157	GBNUZ_009017-T1	GBNWA_005112-T1
OG0007158	GBNUZ_009018-T1	GBNWA_000550-T1
OG0007159	GBNUZ_009019-T1	GBNWA_000551-T1
OG0007160	GBNUZ_009020-T1	GBNWA_000552-T1
OG0007161	GBNUZ_009022-T1	GBNWA_000554-T1
OG0007162	GBNUZ_009023-T1	GBNWA_000555-T1
OG0007163	GBNUZ_009024-T1	GBNWA_000556-T1
OG0007164	GBNUZ_009026-T1	GBNWA_000558-T1
OG0007165	GBNUZ_009027-T1	GBNWA_000559-T1
OG0007166	GBNUZ_009028-T1	GBNWA_000560-T1
OG0007167	GBNUZ_009029-T1	GBNWA_009242-T1
OG0007168	GBNUZ_009031-T1	GBNWA_009243-T1
OG0007169	GBNUZ_009033-T1	GBNWA_009245-T1
OG0007170	GBNUZ_009034-T1	GBNWA_009246-T1
OG0007171	GBNUZ_009037-T1	GBNWA_009249-T1
OG0007172	GBNUZ_009038-T1	GBNWA_009250-T1
OG0007173	GBNUZ_009039-T1	GBNWA_009251-T1
OG0007174	GBNUZ_009042-T1	GBNWA_009254-T1
OG0007175	GBNUZ_009043-T1	GBNWA_009255-T1
OG0007176	GBNUZ_009044-T1	GBNWA_009256-T1
OG0007177	GBNUZ_009045-T1	GBNWA_009257-T1
OG0007178	GBNUZ_009047-T1	GBNWA_009260-T1
OG0007179	GBNUZ_009049-T1	GBNWA_009262-T1
OG0007180	GBNUZ_009050-T1	GBNWA_009263-T1
OG0007181	GBNUZ_009051-T1	GBNWA_009265-T1
OG0007182	GBNUZ_009052-T1	GBNWA_009266-T1
OG0007183	GBNUZ_009053-T1	GBNWA_009267-T1
OG0007184	GBNUZ_009054-T1	GBNWA_009268-T1
OG0007185	GBNUZ_009057-T1	GBNWA_000003-T1
OG0007186	GBNUZ_009058-T1	GBNWA_000004-T1
OG0007187	GBNUZ_009060-T1	GBNWA_000006-T1
OG0007188	GBNUZ_009061-T1	GBNWA_000007-T1
OG0007189	GBNUZ_009062-T1	GBNWA_000008-T1
OG0007190	GBNUZ_009063-T1	GBNWA_000009-T1
OG0007191	GBNUZ_009065-T1	GBNWA_000011-T1
OG0007192	GBNUZ_009066-T1	GBNWA_000012-T1
OG0007193	GBNUZ_009067-T1	GBNWA_000013-T1
OG0007194	GBNUZ_009068-T1	GBNWA_000014-T1
OG0007195	GBNUZ_009069-T1	GBNWA_000015-T1
OG0007196	GBNUZ_009070-T1	GBNWA_000016-T1
OG0007197	GBNUZ_009071-T1	GBNWA_000017-T1
OG0007198	GBNUZ_009072-T1	GBNWA_000018-T1
OG0007199	GBNUZ_009073-T1	GBNWA_000019-T1
OG0007200	GBNUZ_009075-T1	GBNWA_000021-T1
OG0007201	GBNUZ_009077-T1	GBNWA_000024-T1
OG0007202	GBNUZ_009078-T1	GBNWA_000025-T1
OG0007203	GBNUZ_009079-T1	GBNWA_000026-T1
OG0007204	GBNUZ_009082-T1	GBNWA_000027-T1
OG0007205	GBNUZ_009083-T1	GBNWA_000028-T1
OG0007206	GBNUZ_009084-T1	GBNWA_000029-T1
OG0007207	GBNUZ_009085-T1	GBNWA_000031-T1
OG0007208	GBNUZ_009086-T1	GBNWA_000032-T1
OG0007209	GBNUZ_009087-T1	GBNWA_000033-T1
OG0007210	GBNUZ_009090-T1	GBNWA_000036-T1
OG0007211	GBNUZ_009091-T1	GBNWA_002036-T1
OG0007212	GBNUZ_009092-T1	GBNWA_002037-T1
OG0007213	GBNUZ_009093-T1	GBNWA_002038-T1
OG0007214	GBNUZ_009094-T1	GBNWA_002039-T1
OG0007215	GBNUZ_009095-T1	GBNWA_002040-T1
OG0007216	GBNUZ_009097-T1	GBNWA_002041-T1
OG0007217	GBNUZ_009098-T1	GBNWA_002042-T1
OG0007218	GBNUZ_009100-T1	GBNWA_002044-T1
OG0007219	GBNUZ_009101-T1	GBNWA_002045-T1
OG0007220	GBNUZ_009106-T1	GBNWA_002050-T1
OG0007221	GBNUZ_009107-T1	GBNWA_002051-T1
OG0007222	GBNUZ_009108-T1	GBNWA_002052-T1
OG0007223	GBNUZ_009109-T1	GBNWA_002053-T1
OG0007224	GBNUZ_009110-T1	GBNWA_002054-T1
OG0007225	GBNUZ_009112-T1	GBNWA_002055-T1
OG0007226	GBNUZ_009113-T1	GBNWA_002056-T1
OG0007227	GBNUZ_009114-T1	GBNWA_002057-T1
OG0007228	GBNUZ_009115-T1	GBNWA_002058-T1
OG0007229	GBNUZ_009120-T1	GBNWA_002007-T1
OG0007230	GBNUZ_009121-T1	GBNWA_002006-T1
OG0007231	GBNUZ_009122-T1	GBNWA_002005-T1
OG0007232	GBNUZ_009123-T1	GBNWA_002004-T1
OG0007233	GBNUZ_009124-T1	GBNWA_002003-T1
OG0007234	GBNUZ_009125-T1	GBNWA_002002-T1
OG0007235	GBNUZ_009126-T1	GBNWA_002001-T1
OG0007236	GBNUZ_009131-T1	GBNWA_001996-T1
OG0007237	GBNUZ_009132-T1	GBNWA_001995-T1
OG0007238	GBNUZ_009133-T1	GBNWA_001994-T1
OG0007239	GBNUZ_009134-T1	GBNWA_001993-T1
OG0007240	GBNUZ_009135-T1	GBNWA_001992-T1
OG0007241	GBNUZ_009138-T1	GBNWA_004437-T1
OG0007242	GBNUZ_009139-T1	GBNWA_004436-T1
OG0007243	GBNUZ_009140-T1	GBNWA_004435-T1
OG0007244	GBNUZ_009141-T1	GBNWA_004434-T1
OG0007245	GBNUZ_009142-T1	GBNWA_004433-T1
OG0007246	GBNUZ_009144-T1	GBNWA_004432-T1
OG0007247	GBNUZ_009146-T1	GBNWA_004429-T1
OG0007248	GBNUZ_009147-T1	GBNWA_004428-T1
OG0007249	GBNUZ_009148-T1	GBNWA_004427-T1
OG0007250	GBNUZ_009156-T1	GBNWA_004419-T1
OG0007251	GBNUZ_009157-T1	GBNWA_004418-T1
OG0007252	GBNUZ_009158-T1	GBNWA_004417-T1
OG0007253	GBNUZ_009159-T1	GBNWA_004416-T1
OG0007254	GBNUZ_009163-T1	GBNWA_004414-T1
OG0007255	GBNUZ_009164-T1	GBNWA_004413-T1
OG0007256	GBNUZ_009165-T1	GBNWA_004412-T1
OG0007257	GBNUZ_009166-T1	GBNWA_004411-T1
OG0007258	GBNUZ_009169-T1	GBNWA_004409-T1
OG0007259	GBNUZ_009170-T1	GBNWA_004408-T1
OG0007260	GBNUZ_009171-T1	GBNWA_004407-T1
OG0007261	GBNUZ_009174-T1	GBNWA_000037-T1
OG0007262	GBNUZ_009175-T1	GBNWA_000038-T1
OG0007263	GBNUZ_009176-T1	GBNWA_000039-T1
OG0007264	GBNUZ_009177-T1	GBNWA_000041-T1
OG0007265	GBNUZ_009178-T1	GBNWA_000042-T1
OG0007266	GBNUZ_009179-T1	GBNWA_000045-T1
OG0007267	GBNUZ_009180-T1	GBNWA_000046-T1
OG0007268	GBNUZ_009182-T1	GBNWA_000048-T1
OG0007269	GBNUZ_009183-T1	GBNWA_000049-T1
OG0007270	GBNUZ_009185-T1	GBNWA_000051-T1
OG0007271	GBNUZ_009187-T1	GBNWA_000053-T1
OG0007272	GBNUZ_009188-T1	GBNWA_000054-T1
OG0007273	GBNUZ_009193-T1	GBNWA_000058-T1
OG0007274	GBNUZ_009194-T1	GBNWA_000059-T1
OG0007275	GBNUZ_009195-T1	GBNWA_000060-T1
OG0007276	GBNUZ_009198-T1	GBNWA_000063-T1
OG0007277	GBNUZ_009199-T1	GBNWA_000064-T1
OG0007278	GBNUZ_009201-T1	GBNWA_000065-T1
OG0007279	GBNUZ_009204-T1	GBNWA_000068-T1
OG0007280	GBNUZ_009205-T1	GBNWA_000069-T1
OG0007281	GBNUZ_009208-T1	GBNWA_008931-T1
OG0007282	GBNUZ_009209-T1	GBNWA_008932-T1
OG0007283	GBNUZ_009210-T1	GBNWA_008933-T1
OG0007284	GBNUZ_009211-T1	GBNWA_008934-T1
OG0007285	GBNUZ_009212-T1	GBNWA_008936-T1
OG0007286	GBNUZ_009213-T1	GBNWA_008937-T1
OG0007287	GBNUZ_009215-T1	GBNWA_008939-T1
OG0007288	GBNUZ_009216-T1	GBNWA_008940-T1
OG0007289	GBNUZ_009218-T1	GBNWA_008942-T1
OG0007290	GBNUZ_009219-T1	GBNWA_008943-T1
OG0007291	GBNUZ_009220-T1	GBNWA_008944-T1
OG0007292	GBNUZ_009221-T1	GBNWA_008945-T1
OG0007293	GBNUZ_009222-T1	GBNWA_008946-T1
OG0007294	GBNUZ_009223-T1	GBNWA_008947-T1
OG0007295	GBNUZ_009224-T1	GBNWA_008948-T1
OG0007296	GBNUZ_009225-T1	GBNWA_008949-T1
OG0007297	GBNUZ_009230-T1	GBNWA_008956-T1
OG0007298	GBNUZ_009232-T1	GBNWA_008958-T1
OG0007299	GBNUZ_009233-T1	GBNWA_008959-T1
OG0007300	GBNUZ_009234-T1	GBNWA_008960-T1
OG0007301	GBNUZ_009235-T1	GBNWA_008961-T1
OG0007302	GBNUZ_009237-T1	GBNWA_008963-T1
OG0007303	GBNUZ_009238-T1	GBNWA_008964-T1
OG0007304	GBNUZ_009240-T1	GBNWA_008965-T1
OG0007305	GBNUZ_009241-T1	GBNWA_008966-T1
OG0007306	GBNUZ_009242-T1	GBNWA_008967-T1
OG0007307	GBNUZ_009244-T1	GBNWA_008969-T1
OG0007308	GBNUZ_009245-T1	GBNWA_008970-T1
OG0007309	GBNUZ_009252-T1	GBNWA_005933-T1
OG0007310	GBNUZ_009253-T1	GBNWA_005062-T1
OG0007311	GBNUZ_009255-T1	GBNWA_005060-T1
OG0007312	GBNUZ_009256-T1	GBNWA_005059-T1
OG0007313	GBNUZ_009257-T1	GBNWA_005058-T1
OG0007314	GBNUZ_009258-T1	GBNWA_005057-T1
OG0007315	GBNUZ_009259-T1	GBNWA_005054-T1
OG0007316	GBNUZ_009261-T1	GBNWA_005245-T1
OG0007317	GBNUZ_009262-T1	GBNWA_005244-T1
OG0007318	GBNUZ_009263-T1	GBNWA_005243-T1
OG0007319	GBNUZ_009265-T1	GBNWA_005241-T1
OG0007320	GBNUZ_009266-T1	GBNWA_005240-T1
OG0007321	GBNUZ_009269-T1	GBNWA_008214-T1
OG0007322	GBNUZ_009271-T1	GBNWA_008212-T1
OG0007323	GBNUZ_009272-T1	GBNWA_008211-T1
OG0007324	GBNUZ_009273-T1	GBNWA_008210-T1
OG0007325	GBNUZ_009274-T1	GBNWA_008209-T1
OG0007326	GBNUZ_009277-T1	GBNWA_008205-T1
OG0007327	GBNUZ_009278-T1	GBNWA_008204-T1
OG0007328	GBNUZ_009280-T1	GBNWA_008202-T1
OG0007329	GBNUZ_009281-T1	GBNWA_008201-T1
OG0007330	GBNUZ_009282-T1	GBNWA_008200-T1
OG0007331	GBNUZ_009284-T1	GBNWA_008199-T1
OG0007332	GBNUZ_009285-T1	GBNWA_008198-T1
OG0007333	GBNUZ_009286-T1	GBNWA_008197-T1
OG0007334	GBNUZ_009287-T1	GBNWA_008196-T1
OG0007335	GBNUZ_009289-T1	GBNWA_008194-T1
OG0007336	GBNUZ_009291-T1	GBNWA_008191-T1
OG0007337	GBNUZ_009292-T1	GBNWA_008190-T1
OG0007338	GBNUZ_009293-T1	GBNWA_008189-T1
OG0007339	GBNUZ_009294-T1	GBNWA_008188-T1
OG0007340	GBNUZ_009295-T1	GBNWA_008187-T1
OG0007341	GBNUZ_009297-T1	GBNWA_008186-T1
OG0007342	GBNUZ_009301-T1	GBNWA_008184-T1
OG0007343	GBNUZ_009307-T1	GBNWA_000700-T1
OG0007344	GBNUZ_009308-T1	GBNWA_000701-T1
OG0007345	GBNUZ_009309-T1	GBNWA_000702-T1
OG0007346	GBNUZ_009310-T1	GBNWA_000703-T1
OG0007347	GBNUZ_009311-T1	GBNWA_000704-T1
OG0007348	GBNUZ_009312-T1	GBNWA_000705-T1
OG0007349	GBNUZ_009314-T1	GBNWA_000707-T1
OG0007350	GBNUZ_009316-T1	GBNWA_000709-T1
OG0007351	GBNUZ_009319-T1	GBNWA_000712-T1
OG0007352	GBNUZ_009321-T1	GBNWA_000714-T1
OG0007353	GBNUZ_009322-T1	GBNWA_000715-T1
OG0007354	GBNUZ_009323-T1	GBNWA_000716-T1
OG0007355	GBNUZ_009324-T1	GBNWA_000717-T1
OG0007356	GBNUZ_009325-T1	GBNWA_000718-T1
OG0007357	GBNUZ_009327-T1	GBNWA_000722-T1
OG0007358	GBNUZ_009328-T1	GBNWA_000723-T1
OG0007359	GBNUZ_009329-T1	GBNWA_000724-T1
OG0007360	GBNUZ_009330-T1	GBNWA_000725-T1
OG0007361	GBNUZ_009333-T1	GBNWA_000727-T1
OG0007362	GBNUZ_009334-T1	GBNWA_006378-T1
OG0007363	GBNUZ_009335-T1	GBNWA_006379-T1
OG0007364	GBNUZ_009336-T1	GBNWA_004446-T1
OG0007365	GBNUZ_009337-T1	GBNWA_004445-T1
OG0007366	GBNUZ_009338-T1	GBNWA_004444-T1
OG0007367	GBNUZ_009339-T1	GBNWA_004443-T1
OG0007368	GBNUZ_009340-T1	GBNWA_004442-T1
OG0007369	GBNUZ_009341-T1	GBNWA_004440-T1
OG0007370	GBNUZ_009342-T1	GBNWA_004439-T1
OG0007371	GBNUZ_009343-T1	GBNWA_004438-T1
OG0007372	GBNUZ_009345-T1	GBNWA_009434-T1
OG0007373	GBNUZ_009347-T1	GBNWA_009436-T1
OG0007374	GBNUZ_009348-T1	GBNWA_009437-T1
OG0007375	GBNUZ_009349-T1	GBNWA_009438-T1
OG0007376	GBNUZ_009350-T1	GBNWA_009439-T1
OG0007377	GBNUZ_009351-T1	GBNWA_009440-T1
OG0007378	GBNUZ_009353-T1	GBNWA_009442-T1
OG0007379	GBNUZ_009354-T1	GBNWA_009443-T1
OG0007380	GBNUZ_009355-T1	GBNWA_009444-T1
OG0007381	GBNUZ_009356-T1	GBNWA_009445-T1
OG0007382	GBNUZ_009357-T1	GBNWA_009446-T1
OG0007383	GBNUZ_009358-T1	GBNWA_009447-T1
OG0007384	GBNUZ_009359-T1	GBNWA_009448-T1
OG0007385	GBNUZ_009362-T1	GBNWA_009450-T1
OG0007386	GBNUZ_009363-T1	GBNWA_009451-T1
OG0007387	GBNUZ_009364-T1	GBNWA_009452-T1
OG0007388	GBNUZ_009365-T1	GBNWA_009453-T1
OG0007389	GBNUZ_009366-T1	GBNWA_009454-T1
OG0007390	GBNUZ_009368-T1	GBNWA_009456-T1
OG0007391	GBNUZ_009369-T1	GBNWA_009457-T1
OG0007392	GBNUZ_009371-T1	GBNWA_009459-T1
OG0007393	GBNUZ_009372-T1	GBNWA_009460-T1
OG0007394	GBNUZ_009373-T1	GBNWA_009461-T1
OG0007395	GBNUZ_009374-T1	GBNWA_009462-T1
OG0007396	GBNUZ_009375-T1	GBNWA_009463-T1
OG0007397	GBNUZ_009376-T1	GBNWA_009464-T1
OG0007398	GBNUZ_009378-T1	GBNWA_009466-T1
OG0007399	GBNUZ_009379-T1	GBNWA_009467-T1
OG0007400	GBNUZ_009380-T1	GBNWA_009468-T1
OG0007401	GBNUZ_009381-T1	GBNWA_009469-T1
OG0007402	GBNUZ_009382-T1	GBNWA_009470-T1
OG0007403	GBNUZ_009385-T1	GBNWA_009471-T1
OG0007404	GBNUZ_009386-T1	GBNWA_009472-T1
OG0007405	GBNUZ_009387-T1	GBNWA_009473-T1
OG0007406	GBNUZ_009388-T1	GBNWA_009474-T1
OG0007407	GBNUZ_009389-T1	GBNWA_009475-T1
OG0007408	GBNUZ_009390-T1	GBNWA_009476-T1
OG0007409	GBNUZ_009391-T1	GBNWA_009477-T1
OG0007410	GBNUZ_009394-T1	GBNWA_000954-T1
OG0007411	GBNUZ_009395-T1	GBNWA_000953-T1
OG0007412	GBNUZ_009397-T1	GBNWA_000951-T1
OG0007413	GBNUZ_009398-T1	GBNWA_000950-T1
OG0007414	GBNUZ_009401-T1	GBNWA_000947-T1
OG0007415	GBNUZ_009402-T1	GBNWA_000946-T1
OG0007416	GBNUZ_009403-T1	GBNWA_000944-T1
OG0007417	GBNUZ_009405-T1	GBNWA_000942-T1
OG0007418	GBNUZ_009406-T1	GBNWA_000941-T1
OG0007419	GBNUZ_009407-T1	GBNWA_000940-T1
OG0007420	GBNUZ_009409-T1	GBNWA_000938-T1
OG0007421	GBNUZ_009410-T1	GBNWA_000937-T1
OG0007422	GBNUZ_009411-T1	GBNWA_000936-T1
OG0007423	GBNUZ_009412-T1	GBNWA_000935-T1
OG0007424	GBNUZ_009413-T1	GBNWA_000934-T1
OG0007425	GBNUZ_009414-T1	GBNWA_000933-T1
OG0007426	GBNUZ_009415-T1	GBNWA_000932-T1
OG0007427	GBNUZ_009416-T1	GBNWA_000931-T1
OG0007428	GBNUZ_009417-T1	GBNWA_000929-T1
OG0007429	GBNUZ_009418-T1	GBNWA_000928-T1
OG0007430	GBNUZ_009419-T1	GBNWA_000927-T1
OG0007431	GBNUZ_009421-T1	GBNWA_000438-T1
OG0007432	GBNUZ_009423-T1	GBNWA_004851-T1
OG0007433	GBNUZ_009424-T1	GBNWA_004850-T1
OG0007434	GBNUZ_009425-T1	GBNWA_009854-T1
OG0007435	GBNUZ_009427-T1	GBNWA_009857-T1
OG0007436	GBNUZ_009428-T1	GBNWA_009858-T1
OG0007437	GBNUZ_009429-T1	GBNWA_009859-T1
OG0007438	GBNUZ_009430-T1	GBNWA_009860-T1
OG0007439	GBNUZ_009431-T1	GBNWA_009861-T1
OG0007440	GBNUZ_009432-T1	GBNWA_009862-T1
OG0007441	GBNUZ_009433-T1	GBNWA_009863-T1
OG0007442	GBNUZ_009434-T1	GBNWA_009864-T1
OG0007443	GBNUZ_009435-T1	GBNWA_009865-T1
OG0007444	GBNUZ_009436-T1	GBNWA_009866-T1
OG0007445	GBNUZ_009437-T1	GBNWA_009867-T1
OG0007446	GBNUZ_009438-T1	GBNWA_009868-T1
OG0007447	GBNUZ_009439-T1	GBNWA_009869-T1
OG0007448	GBNUZ_009440-T1	GBNWA_009870-T1
OG0007449	GBNUZ_009443-T1	GBNWA_009873-T1
OG0007450	GBNUZ_009444-T1	GBNWA_009874-T1
OG0007451	GBNUZ_009445-T1	GBNWA_009875-T1
OG0007452	GBNUZ_009446-T1	GBNWA_009876-T1
OG0007453	GBNUZ_009449-T1	GBNWA_009877-T1
OG0007454	GBNUZ_009450-T1	GBNWA_009878-T1
OG0007455	GBNUZ_009451-T1	GBNWA_009879-T1
OG0007456	GBNUZ_009452-T1	GBNWA_009880-T1
OG0007457	GBNUZ_009453-T1	GBNWA_009881-T1
OG0007458	GBNUZ_009454-T1	GBNWA_009882-T1
OG0007459	GBNUZ_009455-T1	GBNWA_009883-T1
OG0007460	GBNUZ_009456-T1	GBNWA_009884-T1
OG0007461	GBNUZ_009457-T1	GBNWA_009885-T1
OG0007462	GBNUZ_009458-T1	GBNWA_009886-T1
OG0007463	GBNUZ_009459-T1	GBNWA_009887-T1
OG0007464	GBNUZ_009462-T1	GBNWA_009890-T1
OG0007465	GBNUZ_009467-T1	GBNWA_010116-T1
OG0007466	GBNUZ_009468-T1	GBNWA_010115-T1
OG0007467	GBNUZ_009469-T1	GBNWA_010114-T1
OG0007468	GBNUZ_009470-T1	GBNWA_010113-T1
