	Cunninghamella_echinulata_RSA_2017_Plus.aa	Cunninghamella_echinulata_RSA_2018-.aa
OG0006672	GBNWU_008317-T1	GBNWW_002424-T1
OG0006673	GBNWU_008319-T1	GBNWW_002422-T1
OG0006674	GBNWU_008320-T1	GBNWW_002421-T1
OG0006675	GBNWU_008321-T1	GBNWW_002420-T1
OG0006676	GBNWU_008322-T1	GBNWW_002419-T1
OG0006677	GBNWU_008324-T1	GBNWW_002417-T1
OG0006678	GBNWU_008325-T1	GBNWW_002416-T1
OG0006679	GBNWU_008327-T1	GBNWW_004699-T1
OG0006680	GBNWU_008329-T1	GBNWW_004700-T1
OG0006681	GBNWU_008330-T1	GBNWW_004701-T1
OG0006682	GBNWU_008331-T1	GBNWW_003556-T1
OG0006683	GBNWU_008333-T1	GBNWW_006961-T1
OG0006684	GBNWU_008335-T1	GBNWW_008902-T1
OG0006685	GBNWU_008336-T1	GBNWW_008901-T1
OG0006686	GBNWU_008338-T1	GBNWW_002874-T1
OG0006687	GBNWU_008340-T1	GBNWW_001912-T1
OG0006688	GBNWU_008341-T1	GBNWW_001911-T1
OG0006689	GBNWU_008345-T1	GBNWW_002072-T1
OG0006690	GBNWU_008346-T1	GBNWW_002691-T1
OG0006691	GBNWU_008347-T1	GBNWW_000468-T1
OG0006692	GBNWU_008348-T1	GBNWW_000467-T1
OG0006693	GBNWU_008349-T1	GBNWW_000466-T1
OG0006694	GBNWU_008350-T1	GBNWW_000465-T1
OG0006695	GBNWU_008351-T1	GBNWW_000464-T1
OG0006696	GBNWU_008352-T1	GBNWW_000463-T1
OG0006697	GBNWU_008353-T1	GBNWW_000462-T1
OG0006698	GBNWU_008354-T1	GBNWW_000461-T1
OG0006699	GBNWU_008357-T1	GBNWW_000459-T1
OG0006700	GBNWU_008358-T1	GBNWW_000458-T1
OG0006701	GBNWU_008360-T1	GBNWW_000456-T1
OG0006702	GBNWU_008363-T1	GBNWW_000453-T1
OG0006703	GBNWU_008364-T1	GBNWW_000452-T1
OG0006704	GBNWU_008365-T1	GBNWW_000451-T1
OG0006705	GBNWU_008366-T1	GBNWW_000450-T1
OG0006706	GBNWU_008367-T1	GBNWW_005945-T1
OG0006707	GBNWU_008368-T1	GBNWW_005946-T1
OG0006708	GBNWU_008369-T1	GBNWW_005947-T1
OG0006709	GBNWU_008371-T1	GBNWW_005950-T1
OG0006710	GBNWU_008373-T1	GBNWW_005951-T1
OG0006711	GBNWU_008374-T1	GBNWW_005952-T1
OG0006712	GBNWU_008375-T1	GBNWW_005953-T1
OG0006713	GBNWU_008376-T1	GBNWW_005954-T1
OG0006714	GBNWU_008377-T1	GBNWW_006942-T1
OG0006715	GBNWU_008379-T1	GBNWW_008457-T1
OG0006716	GBNWU_008380-T1	GBNWW_004836-T1
OG0006717	GBNWU_008381-T1	GBNWW_000702-T1
OG0006718	GBNWU_008383-T1	GBNWW_009319-T1
OG0006719	GBNWU_008394-T1	GBNWW_008437-T1
OG0006720	GBNWU_008395-T1	GBNWW_008436-T1
OG0006721	GBNWU_008396-T1	GBNWW_008435-T1
OG0006722	GBNWU_008398-T1	GBNWW_002286-T1
OG0006723	GBNWU_008399-T1	GBNWW_002285-T1
OG0006724	GBNWU_008401-T1	GBNWW_002282-T1
OG0006725	GBNWU_008402-T1	GBNWW_002281-T1
OG0006726	GBNWU_008405-T1	GBNWW_002279-T1
OG0006727	GBNWU_008406-T1	GBNWW_002278-T1
OG0006728	GBNWU_008408-T1	GBNWW_002276-T1
OG0006729	GBNWU_008409-T1	GBNWW_002275-T1
OG0006730	GBNWU_008411-T1	GBNWW_002272-T1
OG0006731	GBNWU_008412-T1	GBNWW_002271-T1
OG0006732	GBNWU_008414-T1	GBNWW_002269-T1
OG0006733	GBNWU_008415-T1	GBNWW_002768-T1
OG0006734	GBNWU_008416-T1	GBNWW_002767-T1
OG0006735	GBNWU_008418-T1	GBNWW_002765-T1
OG0006736	GBNWU_008420-T1	GBNWW_002763-T1
OG0006737	GBNWU_008421-T1	GBNWW_002762-T1
OG0006738	GBNWU_008422-T1	GBNWW_002761-T1
OG0006739	GBNWU_008423-T1	GBNWW_002760-T1
OG0006740	GBNWU_008424-T1	GBNWW_002759-T1
OG0006741	GBNWU_008425-T1	GBNWW_002758-T1
OG0006742	GBNWU_008426-T1	GBNWW_002757-T1
OG0006743	GBNWU_008428-T1	GBNWW_008759-T1
OG0006744	GBNWU_008430-T1	GBNWW_002562-T1
OG0006745	GBNWU_008432-T1	GBNWW_000627-T1
OG0006746	GBNWU_008435-T1	GBNWW_003763-T1
OG0006747	GBNWU_008437-T1	GBNWW_004103-T1
OG0006748	GBNWU_008439-T1	GBNWW_008269-T1
OG0006749	GBNWU_008442-T1	GBNWW_008660-T1
OG0006750	GBNWU_008443-T1	GBNWW_003046-T1
OG0006751	GBNWU_008444-T1	GBNWW_002832-T1
OG0006752	GBNWU_008445-T1	GBNWW_002831-T1
OG0006753	GBNWU_008446-T1	GBNWW_002830-T1
OG0006754	GBNWU_008447-T1	GBNWW_002829-T1
OG0006755	GBNWU_008450-T1	GBNWW_002824-T1
OG0006756	GBNWU_008451-T1	GBNWW_002823-T1
OG0006757	GBNWU_008452-T1	GBNWW_002822-T1
OG0006758	GBNWU_008453-T1	GBNWW_002821-T1
OG0006759	GBNWU_008455-T1	GBNWW_008981-T1
OG0006760	GBNWU_008456-T1	GBNWW_003971-T1
OG0006761	GBNWU_008457-T1	GBNWW_003972-T1
OG0006762	GBNWU_008458-T1	GBNWW_003973-T1
OG0006763	GBNWU_008459-T1	GBNWW_003974-T1
OG0006764	GBNWU_008460-T1	GBNWW_003975-T1
OG0006765	GBNWU_008461-T1	GBNWW_003976-T1
OG0006766	GBNWU_008463-T1	GBNWW_003978-T1
OG0006767	GBNWU_008464-T1	GBNWW_003979-T1
OG0006768	GBNWU_008468-T1	GBNWW_007994-T1
OG0006769	GBNWU_008470-T1	GBNWW_005073-T1
OG0006770	GBNWU_008471-T1	GBNWW_007136-T1
OG0006771	GBNWU_008473-T1	GBNWW_009066-T1
OG0006772	GBNWU_008474-T1	GBNWW_009067-T1
OG0006773	GBNWU_008477-T1	GBNWW_009094-T1
OG0006774	GBNWU_008478-T1	GBNWW_009095-T1
OG0006775	GBNWU_008479-T1	GBNWW_003580-T1
OG0006776	GBNWU_008480-T1	GBNWW_003581-T1
OG0006777	GBNWU_008483-T1	GBNWW_005852-T1
OG0006778	GBNWU_008488-T1	GBNWW_001417-T1
OG0006779	GBNWU_008489-T1	GBNWW_001416-T1
OG0006780	GBNWU_008490-T1	GBNWW_001415-T1
OG0006781	GBNWU_008492-T1	GBNWW_006261-T1
OG0006782	GBNWU_008493-T1	GBNWW_006260-T1
OG0006783	GBNWU_008494-T1	GBNWW_004496-T1
OG0006784	GBNWU_008495-T1	GBNWW_004497-T1
OG0006785	GBNWU_008496-T1	GBNWW_004498-T1
OG0006786	GBNWU_008499-T1	GBNWW_003771-T1
OG0006787	GBNWU_008500-T1	GBNWW_003770-T1
OG0006788	GBNWU_008501-T1	GBNWW_003769-T1
OG0006789	GBNWU_008503-T1	GBNWW_003768-T1
OG0006790	GBNWU_008504-T1	GBNWW_003767-T1
OG0006791	GBNWU_008505-T1	GBNWW_003766-T1
OG0006792	GBNWU_008506-T1	GBNWW_007257-T1
OG0006793	GBNWU_008507-T1	GBNWW_007256-T1
OG0006794	GBNWU_008510-T1	GBNWW_002018-T1
OG0006795	GBNWU_008511-T1	GBNWW_002016-T1
OG0006796	GBNWU_008513-T1	GBNWW_008870-T1
OG0006797	GBNWU_008514-T1	GBNWW_008869-T1
OG0006798	GBNWU_008515-T1	GBNWW_005747-T1
OG0006799	GBNWU_008516-T1	GBNWW_005652-T1
OG0006800	GBNWU_008517-T1	GBNWW_008947-T1
OG0006801	GBNWU_008518-T1	GBNWW_008948-T1
OG0006802	GBNWU_008526-T1	GBNWW_004023-T1
OG0006803	GBNWU_008527-T1	GBNWW_004024-T1
OG0006804	GBNWU_008528-T1	GBNWW_004025-T1
OG0006805	GBNWU_008529-T1	GBNWW_004026-T1
OG0006806	GBNWU_008530-T1	GBNWW_004027-T1
OG0006807	GBNWU_008533-T1	GBNWW_007854-T1
OG0006808	GBNWU_008534-T1	GBNWW_007855-T1
OG0006809	GBNWU_008535-T1	GBNWW_007856-T1
OG0006810	GBNWU_008536-T1	GBNWW_007857-T1
OG0006811	GBNWU_008537-T1	GBNWW_007858-T1
OG0006812	GBNWU_008539-T1	GBNWW_007725-T1
OG0006813	GBNWU_008540-T1	GBNWW_006727-T1
OG0006814	GBNWU_008541-T1	GBNWW_006724-T1
OG0006815	GBNWU_008542-T1	GBNWW_006723-T1
OG0006816	GBNWU_008543-T1	GBNWW_006722-T1
OG0006817	GBNWU_008544-T1	GBNWW_006721-T1
OG0006818	GBNWU_008545-T1	GBNWW_004931-T1
OG0006819	GBNWU_008546-T1	GBNWW_004932-T1
OG0006820	GBNWU_008547-T1	GBNWW_004934-T1
OG0006821	GBNWU_008548-T1	GBNWW_004935-T1
OG0006822	GBNWU_008549-T1	GBNWW_004936-T1
OG0006823	GBNWU_008550-T1	GBNWW_004937-T1
OG0006824	GBNWU_008551-T1	GBNWW_004938-T1
OG0006825	GBNWU_008552-T1	GBNWW_004939-T1
OG0006826	GBNWU_008553-T1	GBNWW_004940-T1
OG0006827	GBNWU_008554-T1	GBNWW_004941-T1
OG0006828	GBNWU_008556-T1	GBNWW_004943-T1
OG0006829	GBNWU_008557-T1	GBNWW_004944-T1
OG0006830	GBNWU_008558-T1	GBNWW_009364-T1
OG0006831	GBNWU_008559-T1	GBNWW_009365-T1
OG0006832	GBNWU_008563-T1	GBNWW_009370-T1
OG0006833	GBNWU_008564-T1	GBNWW_009371-T1
OG0006834	GBNWU_008565-T1	GBNWW_005744-T1
OG0006835	GBNWU_008566-T1	GBNWW_009374-T1
OG0006836	GBNWU_008567-T1	GBNWW_009375-T1
OG0006837	GBNWU_008568-T1	GBNWW_009376-T1
OG0006838	GBNWU_008569-T1	GBNWW_009377-T1
OG0006839	GBNWU_008570-T1	GBNWW_009378-T1
OG0006840	GBNWU_008571-T1	GBNWW_009379-T1
OG0006841	GBNWU_008572-T1	GBNWW_009380-T1
OG0006842	GBNWU_008573-T1	GBNWW_009381-T1
OG0006843	GBNWU_008574-T1	GBNWW_008815-T1
OG0006844	GBNWU_008576-T1	GBNWW_005034-T1
OG0006845	GBNWU_008577-T1	GBNWW_005033-T1
OG0006846	GBNWU_008578-T1	GBNWW_005032-T1
OG0006847	GBNWU_008580-T1	GBNWW_005030-T1
OG0006848	GBNWU_008582-T1	GBNWW_005029-T1
OG0006849	GBNWU_008585-T1	GBNWW_005027-T1
OG0006850	GBNWU_008586-T1	GBNWW_005026-T1
OG0006851	GBNWU_008587-T1	GBNWW_005025-T1
OG0006852	GBNWU_008591-T1	GBNWW_006044-T1
OG0006853	GBNWU_008592-T1	GBNWW_006043-T1
OG0006854	GBNWU_008593-T1	GBNWW_006042-T1
OG0006855	GBNWU_008594-T1	GBNWW_008392-T1
OG0006856	GBNWU_008595-T1	GBNWW_008393-T1
OG0006857	GBNWU_008596-T1	GBNWW_008395-T1
OG0006858	GBNWU_008598-T1	GBNWW_000604-T1
OG0006859	GBNWU_008599-T1	GBNWW_000605-T1
OG0006860	GBNWU_008600-T1	GBNWW_000606-T1
OG0006861	GBNWU_008601-T1	GBNWW_000607-T1
OG0006862	GBNWU_008602-T1	GBNWW_000608-T1
OG0006863	GBNWU_008604-T1	GBNWW_001513-T1
OG0006864	GBNWU_008605-T1	GBNWW_001514-T1
OG0006865	GBNWU_008606-T1	GBNWW_001515-T1
OG0006866	GBNWU_008607-T1	GBNWW_001516-T1
OG0006867	GBNWU_008608-T1	GBNWW_001517-T1
OG0006868	GBNWU_008609-T1	GBNWW_001518-T1
OG0006869	GBNWU_008610-T1	GBNWW_001519-T1
OG0006870	GBNWU_008611-T1	GBNWW_001520-T1
OG0006871	GBNWU_008612-T1	GBNWW_001521-T1
OG0006872	GBNWU_008613-T1	GBNWW_001522-T1
OG0006873	GBNWU_008614-T1	GBNWW_001523-T1
OG0006874	GBNWU_008615-T1	GBNWW_001524-T1
OG0006875	GBNWU_008616-T1	GBNWW_001525-T1
OG0006876	GBNWU_008617-T1	GBNWW_001526-T1
OG0006877	GBNWU_008618-T1	GBNWW_001527-T1
OG0006878	GBNWU_008619-T1	GBNWW_005741-T1
OG0006879	GBNWU_008620-T1	GBNWW_005742-T1
OG0006880	GBNWU_008621-T1	GBNWW_005743-T1
OG0006881	GBNWU_008622-T1	GBNWW_005745-T1
OG0006882	GBNWU_008623-T1	GBNWW_005746-T1
OG0006883	GBNWU_008626-T1	GBNWW_009222-T1
OG0006884	GBNWU_008629-T1	GBNWW_007697-T1
OG0006885	GBNWU_008631-T1	GBNWW_006155-T1
OG0006886	GBNWU_008632-T1	GBNWW_005017-T1
OG0006887	GBNWU_008633-T1	GBNWW_000516-T1
OG0006888	GBNWU_008634-T1	GBNWW_000412-T1
OG0006889	GBNWU_008637-T1	GBNWW_004121-T1
OG0006890	GBNWU_008638-T1	GBNWW_004120-T1
OG0006891	GBNWU_008639-T1	GBNWW_004119-T1
OG0006892	GBNWU_008640-T1	GBNWW_004118-T1
OG0006893	GBNWU_008641-T1	GBNWW_004117-T1
OG0006894	GBNWU_008642-T1	GBNWW_004116-T1
OG0006895	GBNWU_008643-T1	GBNWW_004115-T1
OG0006896	GBNWU_008644-T1	GBNWW_004113-T1
OG0006897	GBNWU_008645-T1	GBNWW_004112-T1
OG0006898	GBNWU_008646-T1	GBNWW_004111-T1
OG0006899	GBNWU_008647-T1	GBNWW_004110-T1
OG0006900	GBNWU_008648-T1	GBNWW_003958-T1
OG0006901	GBNWU_008649-T1	GBNWW_003959-T1
OG0006902	GBNWU_008650-T1	GBNWW_003960-T1
OG0006903	GBNWU_008652-T1	GBNWW_003962-T1
OG0006904	GBNWU_008653-T1	GBNWW_003963-T1
OG0006905	GBNWU_008657-T1	GBNWW_003966-T1
OG0006906	GBNWU_008658-T1	GBNWW_003967-T1
OG0006907	GBNWU_008659-T1	GBNWW_003968-T1
OG0006908	GBNWU_008660-T1	GBNWW_003969-T1
OG0006909	GBNWU_008662-T1	GBNWW_003426-T1
OG0006910	GBNWU_008663-T1	GBNWW_000981-T1
OG0006911	GBNWU_008666-T1	GBNWW_003361-T1
OG0006912	GBNWU_008670-T1	GBNWW_000396-T1
OG0006913	GBNWU_008672-T1	GBNWW_008951-T1
OG0006914	GBNWU_008675-T1	GBNWW_003008-T1
OG0006915	GBNWU_008676-T1	GBNWW_003009-T1
OG0006916	GBNWU_008677-T1	GBNWW_003010-T1
OG0006917	GBNWU_008678-T1	GBNWW_003011-T1
OG0006918	GBNWU_008679-T1	GBNWW_003012-T1
OG0006919	GBNWU_008681-T1	GBNWW_003014-T1
OG0006920	GBNWU_008682-T1	GBNWW_003015-T1
OG0006921	GBNWU_008683-T1	GBNWW_003016-T1
OG0006922	GBNWU_008686-T1	GBNWW_003018-T1
OG0006923	GBNWU_008688-T1	GBNWW_003020-T1
OG0006924	GBNWU_008689-T1	GBNWW_003021-T1
OG0006925	GBNWU_008690-T1	GBNWW_003022-T1
OG0006926	GBNWU_008691-T1	GBNWW_003023-T1
OG0006927	GBNWU_008692-T1	GBNWW_003024-T1
OG0006928	GBNWU_008693-T1	GBNWW_003025-T1
OG0006929	GBNWU_008699-T1	GBNWW_003031-T1
OG0006930	GBNWU_008702-T1	GBNWW_000705-T1
OG0006931	GBNWU_008704-T1	GBNWW_004075-T1
OG0006932	GBNWU_008705-T1	GBNWW_003345-T1
OG0006933	GBNWU_008706-T1	GBNWW_008096-T1
OG0006934	GBNWU_008710-T1	GBNWW_002003-T1
OG0006935	GBNWU_008713-T1	GBNWW_007238-T1
OG0006936	GBNWU_008714-T1	GBNWW_009356-T1
OG0006937	GBNWU_008716-T1	GBNWW_009358-T1
OG0006938	GBNWU_008717-T1	GBNWW_009359-T1
OG0006939	GBNWU_008718-T1	GBNWW_009360-T1
OG0006940	GBNWU_008720-T1	GBNWW_009362-T1
OG0006941	GBNWU_008721-T1	GBNWW_009363-T1
OG0006942	GBNWU_008722-T1	GBNWW_007479-T1
OG0006943	GBNWU_008723-T1	GBNWW_007478-T1
OG0006944	GBNWU_008724-T1	GBNWW_007477-T1
OG0006945	GBNWU_008725-T1	GBNWW_007476-T1
OG0006946	GBNWU_008726-T1	GBNWW_007475-T1
OG0006947	GBNWU_008729-T1	GBNWW_006875-T1
OG0006948	GBNWU_008730-T1	GBNWW_006876-T1
OG0006949	GBNWU_008732-T1	GBNWW_006878-T1
OG0006950	GBNWU_008736-T1	GBNWW_006882-T1
OG0006951	GBNWU_008737-T1	GBNWW_006883-T1
OG0006952	GBNWU_008739-T1	GBNWW_005594-T1
OG0006953	GBNWU_008742-T1	GBNWW_004399-T1
OG0006954	GBNWU_008745-T1	GBNWW_007205-T1
OG0006955	GBNWU_008746-T1	GBNWW_009019-T1
OG0006956	GBNWU_008749-T1	GBNWW_001472-T1
OG0006957	GBNWU_008750-T1	GBNWW_001473-T1
OG0006958	GBNWU_008751-T1	GBNWW_001474-T1
OG0006959	GBNWU_008752-T1	GBNWW_001475-T1
OG0006960	GBNWU_008753-T1	GBNWW_001476-T1
OG0006961	GBNWU_008754-T1	GBNWW_001477-T1
OG0006962	GBNWU_008755-T1	GBNWW_001478-T1
OG0006963	GBNWU_008756-T1	GBNWW_001479-T1
OG0006964	GBNWU_008757-T1	GBNWW_001480-T1
OG0006965	GBNWU_008759-T1	GBNWW_001482-T1
OG0006966	GBNWU_008760-T1	GBNWW_001483-T1
OG0006967	GBNWU_008761-T1	GBNWW_001484-T1
OG0006968	GBNWU_008762-T1	GBNWW_001485-T1
OG0006969	GBNWU_008763-T1	GBNWW_001486-T1
OG0006970	GBNWU_008764-T1	GBNWW_001487-T1
OG0006971	GBNWU_008766-T1	GBNWW_001489-T1
OG0006972	GBNWU_008767-T1	GBNWW_001490-T1
OG0006973	GBNWU_008768-T1	GBNWW_001491-T1
OG0006974	GBNWU_008771-T1	GBNWW_002624-T1
OG0006975	GBNWU_008773-T1	GBNWW_002626-T1
OG0006976	GBNWU_008774-T1	GBNWW_002627-T1
OG0006977	GBNWU_008775-T1	GBNWW_003951-T1
OG0006978	GBNWU_008777-T1	GBNWW_002726-T1
OG0006979	GBNWU_008780-T1	GBNWW_002447-T1
OG0006980	GBNWU_008781-T1	GBNWW_009354-T1
OG0006981	GBNWU_008784-T1	GBNWW_005149-T1
OG0006982	GBNWU_008785-T1	GBNWW_005150-T1
OG0006983	GBNWU_008786-T1	GBNWW_005151-T1
OG0006984	GBNWU_008787-T1	GBNWW_005152-T1
OG0006985	GBNWU_008788-T1	GBNWW_005153-T1
OG0006986	GBNWU_008789-T1	GBNWW_005154-T1
OG0006987	GBNWU_008791-T1	GBNWW_005155-T1
OG0006988	GBNWU_008792-T1	GBNWW_005156-T1
OG0006989	GBNWU_008793-T1	GBNWW_001855-T1
OG0006990	GBNWU_008794-T1	GBNWW_001854-T1
OG0006991	GBNWU_008795-T1	GBNWW_001853-T1
OG0006992	GBNWU_008796-T1	GBNWW_001852-T1
OG0006993	GBNWU_008798-T1	GBNWW_001850-T1
OG0006994	GBNWU_008799-T1	GBNWW_001849-T1
OG0006995	GBNWU_008800-T1	GBNWW_001848-T1
OG0006996	GBNWU_008801-T1	GBNWW_001847-T1
OG0006997	GBNWU_008802-T1	GBNWW_001846-T1
OG0006998	GBNWU_008806-T1	GBNWW_001843-T1
OG0006999	GBNWU_008810-T1	GBNWW_009182-T1
OG0007000	GBNWU_008811-T1	GBNWW_008271-T1
OG0007001	GBNWU_008812-T1	GBNWW_002740-T1
OG0007002	GBNWU_008814-T1	GBNWW_000872-T1
OG0007003	GBNWU_008815-T1	GBNWW_008621-T1
OG0007004	GBNWU_008816-T1	GBNWW_008078-T1
OG0007005	GBNWU_008818-T1	GBNWW_006057-T1
OG0007006	GBNWU_008819-T1	GBNWW_006058-T1
OG0007007	GBNWU_008820-T1	GBNWW_006059-T1
OG0007008	GBNWU_008823-T1	GBNWW_006062-T1
OG0007009	GBNWU_008824-T1	GBNWW_006063-T1
OG0007010	GBNWU_008826-T1	GBNWW_006065-T1
OG0007011	GBNWU_008827-T1	GBNWW_008867-T1
OG0007012	GBNWU_008828-T1	GBNWW_005918-T1
OG0007013	GBNWU_008830-T1	GBNWW_005916-T1
OG0007014	GBNWU_008831-T1	GBNWW_005915-T1
OG0007015	GBNWU_008832-T1	GBNWW_005914-T1
OG0007016	GBNWU_008833-T1	GBNWW_005913-T1
OG0007017	GBNWU_008835-T1	GBNWW_009149-T1
OG0007018	GBNWU_008836-T1	GBNWW_005070-T1
OG0007019	GBNWU_008837-T1	GBNWW_005071-T1
OG0007020	GBNWU_008838-T1	GBNWW_005072-T1
OG0007021	GBNWU_008840-T1	GBNWW_007520-T1
OG0007022	GBNWU_008841-T1	GBNWW_007519-T1
OG0007023	GBNWU_008842-T1	GBNWW_007518-T1
OG0007024	GBNWU_008844-T1	GBNWW_004556-T1
OG0007025	GBNWU_008845-T1	GBNWW_004557-T1
OG0007026	GBNWU_008846-T1	GBNWW_004558-T1
OG0007027	GBNWU_008848-T1	GBNWW_004561-T1
OG0007028	GBNWU_008849-T1	GBNWW_004562-T1
OG0007029	GBNWU_008850-T1	GBNWW_004563-T1
OG0007030	GBNWU_008851-T1	GBNWW_004564-T1
OG0007031	GBNWU_008857-T1	GBNWW_003751-T1
OG0007032	GBNWU_008863-T1	GBNWW_008992-T1
OG0007033	GBNWU_008864-T1	GBNWW_002233-T1
OG0007034	GBNWU_008865-T1	GBNWW_006189-T1
OG0007035	GBNWU_008866-T1	GBNWW_006190-T1
OG0007036	GBNWU_008867-T1	GBNWW_006192-T1
OG0007037	GBNWU_008868-T1	GBNWW_006193-T1
OG0007038	GBNWU_008870-T1	GBNWW_004037-T1
OG0007039	GBNWU_008871-T1	GBNWW_004039-T1
OG0007040	GBNWU_008872-T1	GBNWW_004040-T1
OG0007041	GBNWU_008873-T1	GBNWW_004041-T1
OG0007042	GBNWU_008874-T1	GBNWW_004042-T1
OG0007043	GBNWU_008876-T1	GBNWW_008450-T1
OG0007044	GBNWU_008877-T1	GBNWW_009729-T1
OG0007045	GBNWU_008878-T1	GBNWW_009730-T1
OG0007046	GBNWU_008879-T1	GBNWW_009731-T1
OG0007047	GBNWU_008880-T1	GBNWW_009732-T1
OG0007048	GBNWU_008881-T1	GBNWW_009733-T1
OG0007049	GBNWU_008883-T1	GBNWW_009735-T1
OG0007050	GBNWU_008884-T1	GBNWW_009736-T1
OG0007051	GBNWU_008885-T1	GBNWW_009737-T1
OG0007052	GBNWU_008886-T1	GBNWW_009738-T1
OG0007053	GBNWU_008889-T1	GBNWW_009415-T1
OG0007054	GBNWU_008891-T1	GBNWW_001785-T1
OG0007055	GBNWU_008892-T1	GBNWW_001786-T1
OG0007056	GBNWU_008893-T1	GBNWW_001787-T1
OG0007057	GBNWU_008894-T1	GBNWW_001788-T1
OG0007058	GBNWU_008896-T1	GBNWW_001790-T1
OG0007059	GBNWU_008897-T1	GBNWW_001791-T1
OG0007060	GBNWU_008898-T1	GBNWW_001792-T1
OG0007061	GBNWU_008900-T1	GBNWW_001794-T1
OG0007062	GBNWU_008902-T1	GBNWW_001796-T1
OG0007063	GBNWU_008903-T1	GBNWW_001797-T1
OG0007064	GBNWU_008905-T1	GBNWW_001798-T1
OG0007065	GBNWU_008906-T1	GBNWW_001800-T1
OG0007066	GBNWU_008907-T1	GBNWW_001801-T1
OG0007067	GBNWU_008908-T1	GBNWW_001802-T1
OG0007068	GBNWU_008909-T1	GBNWW_004429-T1
OG0007069	GBNWU_008910-T1	GBNWW_004428-T1
OG0007070	GBNWU_008911-T1	GBNWW_004427-T1
OG0007071	GBNWU_008912-T1	GBNWW_004426-T1
OG0007072	GBNWU_008918-T1	GBNWW_004423-T1
OG0007073	GBNWU_008920-T1	GBNWW_004421-T1
OG0007074	GBNWU_008921-T1	GBNWW_004420-T1
OG0007075	GBNWU_008926-T1	GBNWW_004542-T1
OG0007076	GBNWU_008927-T1	GBNWW_004543-T1
OG0007077	GBNWU_008929-T1	GBNWW_004912-T1
OG0007078	GBNWU_008930-T1	GBNWW_004913-T1
OG0007079	GBNWU_008932-T1	GBNWW_001316-T1
OG0007080	GBNWU_008935-T1	GBNWW_001318-T1
OG0007081	GBNWU_008936-T1	GBNWW_001319-T1
OG0007082	GBNWU_008937-T1	GBNWW_001320-T1
OG0007083	GBNWU_008938-T1	GBNWW_001321-T1
OG0007084	GBNWU_008939-T1	GBNWW_001322-T1
OG0007085	GBNWU_008940-T1	GBNWW_001323-T1
OG0007086	GBNWU_008941-T1	GBNWW_001324-T1
OG0007087	GBNWU_008942-T1	GBNWW_001325-T1
OG0007088	GBNWU_008943-T1	GBNWW_001326-T1
OG0007089	GBNWU_008945-T1	GBNWW_001328-T1
OG0007090	GBNWU_008946-T1	GBNWW_001329-T1
OG0007091	GBNWU_008948-T1	GBNWW_007095-T1
OG0007092	GBNWU_008949-T1	GBNWW_007096-T1
OG0007093	GBNWU_008950-T1	GBNWW_007098-T1
OG0007094	GBNWU_008953-T1	GBNWW_007100-T1
OG0007095	GBNWU_008956-T1	GBNWW_007069-T1
OG0007096	GBNWU_008958-T1	GBNWW_007072-T1
OG0007097	GBNWU_008959-T1	GBNWW_007073-T1
OG0007098	GBNWU_008960-T1	GBNWW_007074-T1
OG0007099	GBNWU_008961-T1	GBNWW_007075-T1
OG0007100	GBNWU_008962-T1	GBNWW_007076-T1
OG0007101	GBNWU_008963-T1	GBNWW_007077-T1
OG0007102	GBNWU_008964-T1	GBNWW_007078-T1
OG0007103	GBNWU_008965-T1	GBNWW_007079-T1
OG0007104	GBNWU_008966-T1	GBNWW_007080-T1
OG0007105	GBNWU_008967-T1	GBNWW_007081-T1
OG0007106	GBNWU_008968-T1	GBNWW_007082-T1
OG0007107	GBNWU_008969-T1	GBNWW_007083-T1
OG0007108	GBNWU_008970-T1	GBNWW_007084-T1
OG0007109	GBNWU_008971-T1	GBNWW_007085-T1
OG0007110	GBNWU_008972-T1	GBNWW_007086-T1
OG0007111	GBNWU_008973-T1	GBNWW_007087-T1
OG0007112	GBNWU_008974-T1	GBNWW_007088-T1
OG0007113	GBNWU_008975-T1	GBNWW_007089-T1
OG0007114	GBNWU_008977-T1	GBNWW_007091-T1
OG0007115	GBNWU_008978-T1	GBNWW_007092-T1
OG0007116	GBNWU_008979-T1	GBNWW_007093-T1
OG0007117	GBNWU_008981-T1	GBNWW_003839-T1
OG0007118	GBNWU_008982-T1	GBNWW_003838-T1
OG0007119	GBNWU_008983-T1	GBNWW_003837-T1
OG0007120	GBNWU_008985-T1	GBNWW_003835-T1
OG0007121	GBNWU_008986-T1	GBNWW_001952-T1
OG0007122	GBNWU_008987-T1	GBNWW_001953-T1
OG0007123	GBNWU_008989-T1	GBNWW_001954-T1
OG0007124	GBNWU_008990-T1	GBNWW_001955-T1
OG0007125	GBNWU_008991-T1	GBNWW_001956-T1
OG0007126	GBNWU_008992-T1	GBNWW_001957-T1
OG0007127	GBNWU_008993-T1	GBNWW_001958-T1
OG0007128	GBNWU_008994-T1	GBNWW_001959-T1
OG0007129	GBNWU_008995-T1	GBNWW_001961-T1
OG0007130	GBNWU_008996-T1	GBNWW_001962-T1
OG0007131	GBNWU_008997-T1	GBNWW_001963-T1
OG0007132	GBNWU_008998-T1	GBNWW_001964-T1
OG0007133	GBNWU_008999-T1	GBNWW_001965-T1
OG0007134	GBNWU_009000-T1	GBNWW_001966-T1
OG0007135	GBNWU_009002-T1	GBNWW_005067-T1
