	Ellisomyces_anomalus_NRRL_2465_Plus-T.aa	Ellisomyces_anomalus_RSA_581-.aa
OG0006893	GBNWX_007772-T1	GBNWY_007691-T1
OG0006894	GBNWX_007773-T1	GBNWY_007690-T1
OG0006895	GBNWX_007777-T1	GBNWY_007688-T1
OG0006896	GBNWX_007778-T1	GBNWY_004920-T1
OG0006897	GBNWX_007779-T1	GBNWY_004919-T1
OG0006898	GBNWX_007780-T1	GBNWY_004918-T1
OG0006899	GBNWX_007781-T1	GBNWY_004917-T1
OG0006900	GBNWX_007782-T1	GBNWY_004916-T1
OG0006901	GBNWX_007783-T1	GBNWY_004914-T1
OG0006902	GBNWX_007785-T1	GBNWY_004912-T1
OG0006903	GBNWX_007786-T1	GBNWY_004911-T1
OG0006904	GBNWX_007787-T1	GBNWY_007011-T1
OG0006905	GBNWX_007789-T1	GBNWY_007009-T1
OG0006906	GBNWX_007790-T1	GBNWY_007008-T1
OG0006907	GBNWX_007791-T1	GBNWY_007007-T1
OG0006908	GBNWX_007792-T1	GBNWY_007006-T1
OG0006909	GBNWX_007794-T1	GBNWY_007004-T1
OG0006910	GBNWX_007795-T1	GBNWY_007003-T1
OG0006911	GBNWX_007796-T1	GBNWY_007002-T1
OG0006912	GBNWX_007797-T1	GBNWY_007001-T1
OG0006913	GBNWX_007798-T1	GBNWY_007000-T1
OG0006914	GBNWX_007799-T1	GBNWY_006999-T1
OG0006915	GBNWX_007800-T1	GBNWY_006998-T1
OG0006916	GBNWX_007801-T1	GBNWY_006997-T1
OG0006917	GBNWX_007802-T1	GBNWY_006996-T1
OG0006918	GBNWX_007803-T1	GBNWY_006995-T1
OG0006919	GBNWX_007804-T1	GBNWY_006994-T1
OG0006920	GBNWX_007805-T1	GBNWY_006993-T1
OG0006921	GBNWX_007806-T1	GBNWY_006992-T1
OG0006922	GBNWX_007808-T1	GBNWY_006990-T1
OG0006923	GBNWX_007809-T1	GBNWY_006989-T1
OG0006924	GBNWX_007810-T1	GBNWY_006988-T1
OG0006925	GBNWX_007815-T1	GBNWY_006982-T1
OG0006926	GBNWX_007817-T1	GBNWY_006980-T1
OG0006927	GBNWX_007818-T1	GBNWY_006979-T1
OG0006928	GBNWX_007820-T1	GBNWY_006977-T1
OG0006929	GBNWX_007823-T1	GBNWY_002288-T1
OG0006930	GBNWX_007824-T1	GBNWY_002289-T1
OG0006931	GBNWX_007825-T1	GBNWY_002290-T1
OG0006932	GBNWX_007826-T1	GBNWY_002291-T1
OG0006933	GBNWX_007827-T1	GBNWY_002292-T1
OG0006934	GBNWX_007828-T1	GBNWY_002293-T1
OG0006935	GBNWX_007830-T1	GBNWY_007070-T1
OG0006936	GBNWX_007832-T1	GBNWY_007068-T1
OG0006937	GBNWX_007833-T1	GBNWY_007067-T1
OG0006938	GBNWX_007834-T1	GBNWY_007066-T1
OG0006939	GBNWX_007835-T1	GBNWY_007065-T1
OG0006940	GBNWX_007838-T1	GBNWY_007720-T1
OG0006941	GBNWX_007839-T1	GBNWY_007719-T1
OG0006942	GBNWX_007840-T1	GBNWY_007718-T1
OG0006943	GBNWX_007841-T1	GBNWY_007717-T1
OG0006944	GBNWX_007842-T1	GBNWY_007716-T1
OG0006945	GBNWX_007843-T1	GBNWY_007715-T1
OG0006946	GBNWX_007845-T1	GBNWY_007713-T1
OG0006947	GBNWX_007847-T1	GBNWY_007711-T1
OG0006948	GBNWX_007850-T1	GBNWY_005975-T1
OG0006949	GBNWX_007851-T1	GBNWY_005974-T1
OG0006950	GBNWX_007854-T1	GBNWY_005971-T1
OG0006951	GBNWX_007857-T1	GBNWY_007788-T1
OG0006952	GBNWX_007858-T1	GBNWY_007787-T1
OG0006953	GBNWX_007860-T1	GBNWY_007785-T1
OG0006954	GBNWX_007861-T1	GBNWY_007784-T1
OG0006955	GBNWX_007862-T1	GBNWY_007783-T1
OG0006956	GBNWX_007864-T1	GBNWY_007781-T1
OG0006957	GBNWX_007867-T1	GBNWY_007778-T1
OG0006958	GBNWX_007868-T1	GBNWY_007592-T1
OG0006959	GBNWX_007869-T1	GBNWY_007591-T1
OG0006960	GBNWX_007870-T1	GBNWY_007590-T1
OG0006961	GBNWX_007873-T1	GBNWY_007586-T1
OG0006962	GBNWX_007874-T1	GBNWY_007585-T1
OG0006963	GBNWX_007875-T1	GBNWY_007812-T1
OG0006964	GBNWX_007876-T1	GBNWY_007811-T1
OG0006965	GBNWX_007877-T1	GBNWY_007809-T1
OG0006966	GBNWX_007879-T1	GBNWY_007807-T1
OG0006967	GBNWX_007880-T1	GBNWY_007806-T1
OG0006968	GBNWX_007881-T1	GBNWY_007805-T1
OG0006969	GBNWX_007882-T1	GBNWY_005641-T1
OG0006970	GBNWX_007883-T1	GBNWY_005642-T1
OG0006971	GBNWX_007884-T1	GBNWY_005643-T1
OG0006972	GBNWX_007886-T1	GBNWY_005645-T1
OG0006973	GBNWX_007887-T1	GBNWY_005646-T1
OG0006974	GBNWX_007888-T1	GBNWY_005647-T1
OG0006975	GBNWX_007890-T1	GBNWY_005649-T1
OG0006976	GBNWX_007891-T1	GBNWY_007097-T1
OG0006977	GBNWX_007895-T1	GBNWY_007093-T1
OG0006978	GBNWX_007898-T1	GBNWY_007804-T1
OG0006979	GBNWX_007899-T1	GBNWY_007803-T1
OG0006980	GBNWX_007900-T1	GBNWY_007802-T1
OG0006981	GBNWX_007901-T1	GBNWY_007801-T1
OG0006982	GBNWX_007902-T1	GBNWY_007799-T1
OG0006983	GBNWX_007905-T1	GBNWY_007797-T1
OG0006984	GBNWX_007907-T1	GBNWY_007734-T1
OG0006985	GBNWX_007908-T1	GBNWY_007735-T1
OG0006986	GBNWX_007911-T1	GBNWY_010596-T1
OG0006987	GBNWX_007912-T1	GBNWY_010595-T1
OG0006988	GBNWX_007913-T1	GBNWY_010594-T1
OG0006989	GBNWX_007914-T1	GBNWY_010592-T1
OG0006990	GBNWX_007915-T1	GBNWY_010591-T1
OG0006991	GBNWX_007916-T1	GBNWY_010590-T1
OG0006992	GBNWX_007919-T1	GBNWY_010587-T1
OG0006993	GBNWX_007920-T1	GBNWY_010586-T1
OG0006994	GBNWX_007922-T1	GBNWY_010584-T1
OG0006995	GBNWX_007923-T1	GBNWY_010583-T1
OG0006996	GBNWX_007924-T1	GBNWY_010582-T1
OG0006997	GBNWX_007925-T1	GBNWY_010581-T1
OG0006998	GBNWX_007926-T1	GBNWY_010580-T1
OG0006999	GBNWX_007927-T1	GBNWY_010579-T1
OG0007000	GBNWX_007928-T1	GBNWY_010578-T1
OG0007001	GBNWX_007929-T1	GBNWY_010577-T1
OG0007002	GBNWX_007932-T1	GBNWY_010575-T1
OG0007003	GBNWX_007934-T1	GBNWY_010573-T1
OG0007004	GBNWX_007935-T1	GBNWY_010572-T1
OG0007005	GBNWX_007936-T1	GBNWY_010571-T1
OG0007006	GBNWX_007937-T1	GBNWY_010570-T1
OG0007007	GBNWX_007938-T1	GBNWY_010569-T1
OG0007008	GBNWX_007939-T1	GBNWY_010568-T1
OG0007009	GBNWX_007940-T1	GBNWY_010567-T1
OG0007010	GBNWX_007942-T1	GBNWY_004119-T1
OG0007011	GBNWX_007943-T1	GBNWY_004118-T1
OG0007012	GBNWX_007944-T1	GBNWY_004117-T1
OG0007013	GBNWX_007946-T1	GBNWY_004115-T1
OG0007014	GBNWX_007947-T1	GBNWY_004114-T1
OG0007015	GBNWX_007948-T1	GBNWY_004113-T1
OG0007016	GBNWX_007949-T1	GBNWY_004112-T1
OG0007017	GBNWX_007951-T1	GBNWY_004110-T1
OG0007018	GBNWX_007953-T1	GBNWY_004109-T1
OG0007019	GBNWX_007954-T1	GBNWY_007847-T1
OG0007020	GBNWX_007955-T1	GBNWY_007846-T1
OG0007021	GBNWX_007956-T1	GBNWY_007845-T1
OG0007022	GBNWX_007958-T1	GBNWY_007843-T1
OG0007023	GBNWX_007959-T1	GBNWY_007842-T1
OG0007024	GBNWX_007960-T1	GBNWY_007841-T1
OG0007025	GBNWX_007962-T1	GBNWY_007853-T1
OG0007026	GBNWX_007963-T1	GBNWY_007852-T1
OG0007027	GBNWX_007965-T1	GBNWY_007850-T1
OG0007028	GBNWX_007966-T1	GBNWY_007849-T1
OG0007029	GBNWX_007967-T1	GBNWY_007848-T1
OG0007030	GBNWX_007968-T1	GBNWY_007825-T1
OG0007031	GBNWX_007969-T1	GBNWY_007826-T1
OG0007032	GBNWX_007970-T1	GBNWY_007827-T1
OG0007033	GBNWX_007971-T1	GBNWY_007828-T1
OG0007034	GBNWX_007973-T1	GBNWY_007830-T1
OG0007035	GBNWX_007974-T1	GBNWY_007831-T1
OG0007036	GBNWX_007975-T1	GBNWY_007832-T1
OG0007037	GBNWX_007976-T1	GBNWY_009187-T1
OG0007038	GBNWX_007977-T1	GBNWY_009186-T1
OG0007039	GBNWX_007978-T1	GBNWY_009185-T1
OG0007040	GBNWX_007979-T1	GBNWY_008790-T1
OG0007041	GBNWX_007980-T1	GBNWY_008789-T1
OG0007042	GBNWX_007981-T1	GBNWY_008788-T1
OG0007043	GBNWX_007983-T1	GBNWY_008786-T1
OG0007044	GBNWX_007984-T1	GBNWY_009202-T1
OG0007045	GBNWX_007985-T1	GBNWY_009201-T1
OG0007046	GBNWX_007986-T1	GBNWY_009200-T1
OG0007047	GBNWX_007989-T1	GBNWY_009198-T1
OG0007048	GBNWX_007990-T1	GBNWY_009197-T1
OG0007049	GBNWX_007993-T1	GBNWY_007901-T1
OG0007050	GBNWX_007995-T1	GBNWY_007864-T1
OG0007051	GBNWX_007996-T1	GBNWY_007863-T1
OG0007052	GBNWX_007997-T1	GBNWY_007862-T1
OG0007053	GBNWX_007998-T1	GBNWY_007861-T1
OG0007054	GBNWX_008000-T1	GBNWY_007859-T1
OG0007055	GBNWX_008002-T1	GBNWY_007857-T1
OG0007056	GBNWX_008003-T1	GBNWY_007856-T1
OG0007057	GBNWX_008004-T1	GBNWY_007855-T1
OG0007058	GBNWX_008006-T1	GBNWY_007910-T1
OG0007059	GBNWX_008007-T1	GBNWY_007909-T1
OG0007060	GBNWX_008008-T1	GBNWY_007908-T1
OG0007061	GBNWX_008009-T1	GBNWY_007907-T1
OG0007062	GBNWX_008011-T1	GBNWY_007905-T1
OG0007063	GBNWX_008012-T1	GBNWY_007904-T1
OG0007064	GBNWX_008013-T1	GBNWY_007903-T1
OG0007065	GBNWX_008015-T1	GBNWY_004941-T1
OG0007066	GBNWX_008017-T1	GBNWY_004943-T1
OG0007067	GBNWX_008018-T1	GBNWY_004944-T1
OG0007068	GBNWX_008020-T1	GBNWY_004939-T1
OG0007069	GBNWX_008021-T1	GBNWY_004938-T1
OG0007070	GBNWX_008023-T1	GBNWY_004936-T1
OG0007071	GBNWX_008025-T1	GBNWY_004934-T1
OG0007072	GBNWX_008027-T1	GBNWY_008965-T1
OG0007073	GBNWX_008028-T1	GBNWY_008966-T1
OG0007074	GBNWX_008029-T1	GBNWY_008967-T1
OG0007075	GBNWX_008030-T1	GBNWY_008968-T1
OG0007076	GBNWX_008033-T1	GBNWY_008971-T1
OG0007077	GBNWX_008034-T1	GBNWY_008972-T1
OG0007078	GBNWX_008035-T1	GBNWY_008973-T1
OG0007079	GBNWX_008037-T1	GBNWY_008976-T1
OG0007080	GBNWX_008039-T1	GBNWY_008978-T1
OG0007081	GBNWX_008040-T1	GBNWY_008979-T1
OG0007082	GBNWX_008042-T1	GBNWY_008981-T1
OG0007083	GBNWX_008043-T1	GBNWY_008982-T1
OG0007084	GBNWX_008044-T1	GBNWY_008983-T1
OG0007085	GBNWX_008045-T1	GBNWY_008984-T1
OG0007086	GBNWX_008046-T1	GBNWY_008985-T1
OG0007087	GBNWX_008048-T1	GBNWY_008987-T1
OG0007088	GBNWX_008050-T1	GBNWY_008989-T1
OG0007089	GBNWX_008051-T1	GBNWY_008990-T1
OG0007090	GBNWX_008052-T1	GBNWY_008991-T1
OG0007091	GBNWX_008053-T1	GBNWY_008992-T1
OG0007092	GBNWX_008054-T1	GBNWY_008993-T1
OG0007093	GBNWX_008055-T1	GBNWY_008994-T1
OG0007094	GBNWX_008056-T1	GBNWY_008995-T1
OG0007095	GBNWX_008059-T1	GBNWY_008998-T1
OG0007096	GBNWX_008060-T1	GBNWY_008999-T1
OG0007097	GBNWX_008061-T1	GBNWY_009000-T1
OG0007098	GBNWX_008062-T1	GBNWY_009001-T1
OG0007099	GBNWX_008064-T1	GBNWY_009003-T1
OG0007100	GBNWX_008065-T1	GBNWY_009004-T1
OG0007101	GBNWX_008066-T1	GBNWY_007927-T1
OG0007102	GBNWX_008067-T1	GBNWY_007926-T1
OG0007103	GBNWX_008068-T1	GBNWY_007925-T1
OG0007104	GBNWX_008070-T1	GBNWY_007923-T1
OG0007105	GBNWX_008073-T1	GBNWY_007929-T1
OG0007106	GBNWX_008074-T1	GBNWY_007931-T1
OG0007107	GBNWX_008075-T1	GBNWY_007932-T1
OG0007108	GBNWX_008076-T1	GBNWY_007933-T1
OG0007109	GBNWX_008077-T1	GBNWY_007934-T1
OG0007110	GBNWX_008078-T1	GBNWY_007935-T1
OG0007111	GBNWX_008079-T1	GBNWY_007073-T1
OG0007112	GBNWX_008080-T1	GBNWY_007072-T1
OG0007113	GBNWX_008081-T1	GBNWY_005253-T1
OG0007114	GBNWX_008082-T1	GBNWY_005254-T1
OG0007115	GBNWX_008083-T1	GBNWY_005255-T1
OG0007116	GBNWX_008084-T1	GBNWY_005257-T1
OG0007117	GBNWX_008085-T1	GBNWY_005258-T1
OG0007118	GBNWX_008086-T1	GBNWY_005259-T1
OG0007119	GBNWX_008087-T1	GBNWY_004435-T1
OG0007120	GBNWX_008088-T1	GBNWY_004434-T1
OG0007121	GBNWX_008089-T1	GBNWY_004433-T1
OG0007122	GBNWX_008090-T1	GBNWY_004432-T1
OG0007123	GBNWX_008091-T1	GBNWY_004431-T1
OG0007124	GBNWX_008092-T1	GBNWY_004430-T1
OG0007125	GBNWX_008093-T1	GBNWY_004429-T1
OG0007126	GBNWX_008094-T1	GBNWY_004428-T1
OG0007127	GBNWX_008096-T1	GBNWY_005312-T1
OG0007128	GBNWX_008097-T1	GBNWY_005311-T1
OG0007129	GBNWX_008099-T1	GBNWY_001253-T1
OG0007130	GBNWX_008100-T1	GBNWY_001252-T1
OG0007131	GBNWX_008105-T1	GBNWY_001247-T1
OG0007132	GBNWX_008108-T1	GBNWY_001977-T1
OG0007133	GBNWX_008109-T1	GBNWY_001976-T1
OG0007134	GBNWX_008111-T1	GBNWY_001974-T1
OG0007135	GBNWX_008112-T1	GBNWY_001973-T1
OG0007136	GBNWX_008114-T1	GBNWY_005190-T1
OG0007137	GBNWX_008115-T1	GBNWY_005191-T1
OG0007138	GBNWX_008116-T1	GBNWY_005192-T1
OG0007139	GBNWX_008117-T1	GBNWY_005193-T1
OG0007140	GBNWX_008118-T1	GBNWY_005194-T1
OG0007141	GBNWX_008119-T1	GBNWY_005195-T1
OG0007142	GBNWX_008120-T1	GBNWY_008024-T1
OG0007143	GBNWX_008121-T1	GBNWY_008023-T1
OG0007144	GBNWX_008123-T1	GBNWY_008021-T1
OG0007145	GBNWX_008124-T1	GBNWY_008020-T1
OG0007146	GBNWX_008125-T1	GBNWY_008019-T1
OG0007147	GBNWX_008126-T1	GBNWY_008018-T1
OG0007148	GBNWX_008127-T1	GBNWY_008009-T1
OG0007149	GBNWX_008128-T1	GBNWY_008008-T1
OG0007150	GBNWX_008129-T1	GBNWY_008007-T1
OG0007151	GBNWX_008130-T1	GBNWY_008006-T1
OG0007152	GBNWX_008134-T1	GBNWY_010407-T1
OG0007153	GBNWX_008137-T1	GBNWY_010404-T1
OG0007154	GBNWX_008138-T1	GBNWY_010403-T1
OG0007155	GBNWX_008140-T1	GBNWY_010402-T1
OG0007156	GBNWX_008141-T1	GBNWY_010401-T1
OG0007157	GBNWX_008142-T1	GBNWY_010400-T1
OG0007158	GBNWX_008143-T1	GBNWY_010398-T1
OG0007159	GBNWX_008144-T1	GBNWY_010397-T1
OG0007160	GBNWX_008145-T1	GBNWY_010396-T1
OG0007161	GBNWX_008146-T1	GBNWY_010395-T1
OG0007162	GBNWX_008149-T1	GBNWY_010392-T1
OG0007163	GBNWX_008150-T1	GBNWY_010391-T1
OG0007164	GBNWX_008151-T1	GBNWY_010390-T1
OG0007165	GBNWX_008152-T1	GBNWY_010389-T1
OG0007166	GBNWX_008153-T1	GBNWY_010388-T1
OG0007167	GBNWX_008154-T1	GBNWY_010387-T1
OG0007168	GBNWX_008155-T1	GBNWY_010386-T1
OG0007169	GBNWX_008156-T1	GBNWY_010385-T1
OG0007170	GBNWX_008158-T1	GBNWY_010383-T1
OG0007171	GBNWX_008159-T1	GBNWY_010382-T1
OG0007172	GBNWX_008160-T1	GBNWY_010381-T1
OG0007173	GBNWX_008161-T1	GBNWY_010380-T1
OG0007174	GBNWX_008162-T1	GBNWY_010379-T1
OG0007175	GBNWX_008163-T1	GBNWY_010378-T1
OG0007176	GBNWX_008164-T1	GBNWY_010377-T1
OG0007177	GBNWX_008166-T1	GBNWY_010376-T1
OG0007178	GBNWX_008169-T1	GBNWY_007448-T1
OG0007179	GBNWX_008170-T1	GBNWY_007449-T1
OG0007180	GBNWX_008172-T1	GBNWY_007451-T1
OG0007181	GBNWX_008173-T1	GBNWY_007452-T1
OG0007182	GBNWX_008174-T1	GBNWY_007790-T1
OG0007183	GBNWX_008175-T1	GBNWY_007791-T1
OG0007184	GBNWX_008176-T1	GBNWY_007792-T1
OG0007185	GBNWX_008177-T1	GBNWY_007793-T1
OG0007186	GBNWX_008178-T1	GBNWY_007794-T1
OG0007187	GBNWX_008179-T1	GBNWY_008054-T1
OG0007188	GBNWX_008181-T1	GBNWY_008056-T1
OG0007189	GBNWX_008182-T1	GBNWY_008057-T1
OG0007190	GBNWX_008183-T1	GBNWY_008058-T1
OG0007191	GBNWX_008186-T1	GBNWY_008499-T1
OG0007192	GBNWX_008187-T1	GBNWY_008500-T1
OG0007193	GBNWX_008188-T1	GBNWY_009031-T1
OG0007194	GBNWX_008191-T1	GBNWY_009034-T1
OG0007195	GBNWX_008192-T1	GBNWY_009035-T1
OG0007196	GBNWX_008193-T1	GBNWY_008045-T1
OG0007197	GBNWX_008194-T1	GBNWY_008044-T1
OG0007198	GBNWX_008195-T1	GBNWY_008043-T1
OG0007199	GBNWX_008196-T1	GBNWY_008042-T1
OG0007200	GBNWX_008197-T1	GBNWY_008041-T1
OG0007201	GBNWX_008198-T1	GBNWY_008040-T1
OG0007202	GBNWX_008200-T1	GBNWY_008038-T1
OG0007203	GBNWX_008201-T1	GBNWY_001254-T1
OG0007204	GBNWX_008202-T1	GBNWY_001255-T1
OG0007205	GBNWX_008203-T1	GBNWY_001256-T1
OG0007206	GBNWX_008204-T1	GBNWY_001257-T1
OG0007207	GBNWX_008205-T1	GBNWY_001258-T1
OG0007208	GBNWX_008206-T1	GBNWY_001259-T1
OG0007209	GBNWX_008207-T1	GBNWY_001260-T1
OG0007210	GBNWX_008208-T1	GBNWY_011120-T1
OG0007211	GBNWX_008211-T1	GBNWY_011123-T1
OG0007212	GBNWX_008212-T1	GBNWY_011124-T1
OG0007213	GBNWX_008213-T1	GBNWY_011125-T1
OG0007214	GBNWX_008214-T1	GBNWY_001082-T1
OG0007215	GBNWX_008215-T1	GBNWY_001083-T1
OG0007216	GBNWX_008216-T1	GBNWY_001084-T1
OG0007217	GBNWX_008217-T1	GBNWY_001085-T1
OG0007218	GBNWX_008218-T1	GBNWY_001086-T1
OG0007219	GBNWX_008219-T1	GBNWY_001087-T1
OG0007220	GBNWX_008220-T1	GBNWY_001088-T1
OG0007221	GBNWX_008221-T1	GBNWY_001089-T1
OG0007222	GBNWX_008222-T1	GBNWY_001090-T1
OG0007223	GBNWX_008223-T1	GBNWY_008524-T1
OG0007224	GBNWX_008226-T1	GBNWY_008521-T1
OG0007225	GBNWX_008227-T1	GBNWY_002402-T1
OG0007226	GBNWX_008229-T1	GBNWY_002404-T1
OG0007227	GBNWX_008230-T1	GBNWY_002405-T1
OG0007228	GBNWX_008231-T1	GBNWY_002406-T1
OG0007229	GBNWX_008233-T1	GBNWY_002408-T1
OG0007230	GBNWX_008234-T1	GBNWY_000595-T1
OG0007231	GBNWX_008235-T1	GBNWY_000594-T1
OG0007232	GBNWX_008236-T1	GBNWY_000593-T1
OG0007233	GBNWX_008238-T1	GBNWY_000591-T1
OG0007234	GBNWX_008239-T1	GBNWY_000590-T1
OG0007235	GBNWX_008241-T1	GBNWY_000588-T1
OG0007236	GBNWX_008243-T1	GBNWY_000586-T1
OG0007237	GBNWX_008244-T1	GBNWY_000585-T1
OG0007238	GBNWX_008245-T1	GBNWY_000584-T1
OG0007239	GBNWX_008246-T1	GBNWY_000583-T1
OG0007240	GBNWX_008247-T1	GBNWY_000582-T1
OG0007241	GBNWX_008248-T1	GBNWY_000581-T1
OG0007242	GBNWX_008249-T1	GBNWY_000580-T1
OG0007243	GBNWX_008251-T1	GBNWY_000577-T1
OG0007244	GBNWX_008252-T1	GBNWY_000576-T1
OG0007245	GBNWX_008254-T1	GBNWY_000574-T1
OG0007246	GBNWX_008256-T1	GBNWY_000572-T1
OG0007247	GBNWX_008257-T1	GBNWY_000571-T1
OG0007248	GBNWX_008258-T1	GBNWY_000570-T1
OG0007249	GBNWX_008259-T1	GBNWY_000569-T1
OG0007250	GBNWX_008260-T1	GBNWY_000568-T1
OG0007251	GBNWX_008261-T1	GBNWY_000567-T1
OG0007252	GBNWX_008262-T1	GBNWY_000566-T1
OG0007253	GBNWX_008263-T1	GBNWY_000565-T1
OG0007254	GBNWX_008264-T1	GBNWY_000564-T1
OG0007255	GBNWX_008265-T1	GBNWY_000563-T1
OG0007256	GBNWX_008266-T1	GBNWY_000562-T1
OG0007257	GBNWX_008267-T1	GBNWY_000561-T1
OG0007258	GBNWX_008268-T1	GBNWY_000560-T1
OG0007259	GBNWX_008270-T1	GBNWY_000557-T1
OG0007260	GBNWX_008271-T1	GBNWY_000556-T1
OG0007261	GBNWX_008272-T1	GBNWY_000555-T1
OG0007262	GBNWX_008273-T1	GBNWY_000554-T1
OG0007263	GBNWX_008276-T1	GBNWY_000552-T1
OG0007264	GBNWX_008277-T1	GBNWY_000551-T1
OG0007265	GBNWX_008279-T1	GBNWY_000549-T1
OG0007266	GBNWX_008280-T1	GBNWY_000548-T1
OG0007267	GBNWX_008281-T1	GBNWY_000547-T1
OG0007268	GBNWX_008282-T1	GBNWY_000546-T1
OG0007269	GBNWX_008283-T1	GBNWY_000545-T1
OG0007270	GBNWX_008286-T1	GBNWY_000542-T1
OG0007271	GBNWX_008287-T1	GBNWY_000541-T1
OG0007272	GBNWX_008288-T1	GBNWY_000540-T1
OG0007273	GBNWX_008289-T1	GBNWY_000538-T1
OG0007274	GBNWX_008290-T1	GBNWY_000537-T1
OG0007275	GBNWX_008291-T1	GBNWY_000536-T1
OG0007276	GBNWX_008295-T1	GBNWY_000532-T1
OG0007277	GBNWX_008296-T1	GBNWY_000531-T1
OG0007278	GBNWX_008297-T1	GBNWY_000530-T1
OG0007279	GBNWX_008298-T1	GBNWY_000529-T1
OG0007280	GBNWX_008299-T1	GBNWY_000528-T1
OG0007281	GBNWX_008300-T1	GBNWY_000527-T1
OG0007282	GBNWX_008302-T1	GBNWY_008759-T1
OG0007283	GBNWX_008303-T1	GBNWY_008758-T1
OG0007284	GBNWX_008304-T1	GBNWY_008757-T1
OG0007285	GBNWX_008305-T1	GBNWY_008756-T1
OG0007286	GBNWX_008306-T1	GBNWY_008755-T1
OG0007287	GBNWX_008308-T1	GBNWY_008753-T1
OG0007288	GBNWX_008309-T1	GBNWY_008752-T1
OG0007289	GBNWX_008310-T1	GBNWY_008751-T1
OG0007290	GBNWX_008311-T1	GBNWY_008750-T1
OG0007291	GBNWX_008312-T1	GBNWY_008749-T1
OG0007292	GBNWX_008313-T1	GBNWY_008748-T1
OG0007293	GBNWX_008314-T1	GBNWY_008747-T1
OG0007294	GBNWX_008315-T1	GBNWY_008746-T1
OG0007295	GBNWX_008319-T1	GBNWY_008742-T1
OG0007296	GBNWX_008320-T1	GBNWY_008741-T1
OG0007297	GBNWX_008321-T1	GBNWY_008740-T1
OG0007298	GBNWX_008322-T1	GBNWY_008739-T1
OG0007299	GBNWX_008323-T1	GBNWY_008738-T1
OG0007300	GBNWX_008324-T1	GBNWY_008737-T1
OG0007301	GBNWX_008325-T1	GBNWY_008736-T1
OG0007302	GBNWX_008326-T1	GBNWY_008735-T1
OG0007303	GBNWX_008327-T1	GBNWY_008734-T1
OG0007304	GBNWX_008328-T1	GBNWY_008733-T1
OG0007305	GBNWX_008329-T1	GBNWY_008732-T1
OG0007306	GBNWX_008330-T1	GBNWY_008731-T1
OG0007307	GBNWX_008331-T1	GBNWY_008729-T1
OG0007308	GBNWX_008332-T1	GBNWY_008728-T1
OG0007309	GBNWX_008333-T1	GBNWY_008727-T1
OG0007310	GBNWX_008334-T1	GBNWY_008726-T1
OG0007311	GBNWX_008335-T1	GBNWY_008725-T1
OG0007312	GBNWX_008336-T1	GBNWY_008724-T1
OG0007313	GBNWX_008337-T1	GBNWY_008723-T1
OG0007314	GBNWX_008339-T1	GBNWY_008721-T1
OG0007315	GBNWX_008340-T1	GBNWY_008720-T1
OG0007316	GBNWX_008341-T1	GBNWY_008719-T1
OG0007317	GBNWX_008343-T1	GBNWY_008717-T1
OG0007318	GBNWX_008345-T1	GBNWY_007897-T1
OG0007319	GBNWX_008346-T1	GBNWY_007896-T1
OG0007320	GBNWX_008348-T1	GBNWY_007894-T1
OG0007321	GBNWX_008350-T1	GBNWY_004285-T1
OG0007322	GBNWX_008351-T1	GBNWY_004284-T1
OG0007323	GBNWX_008353-T1	GBNWY_004282-T1
OG0007324	GBNWX_008354-T1	GBNWY_008142-T1
OG0007325	GBNWX_008355-T1	GBNWY_008141-T1
OG0007326	GBNWX_008356-T1	GBNWY_008140-T1
OG0007327	GBNWX_008357-T1	GBNWY_008139-T1
OG0007328	GBNWX_008359-T1	GBNWY_008137-T1
OG0007329	GBNWX_008360-T1	GBNWY_008136-T1
OG0007330	GBNWX_008361-T1	GBNWY_004675-T1
OG0007331	GBNWX_008362-T1	GBNWY_004674-T1
OG0007332	GBNWX_008364-T1	GBNWY_004672-T1
OG0007333	GBNWX_008365-T1	GBNWY_008061-T1
OG0007334	GBNWX_008366-T1	GBNWY_008062-T1
OG0007335	GBNWX_008367-T1	GBNWY_008064-T1
OG0007336	GBNWX_008368-T1	GBNWY_008065-T1
OG0007337	GBNWX_008369-T1	GBNWY_008066-T1
OG0007338	GBNWX_008370-T1	GBNWY_008032-T1
OG0007339	GBNWX_008371-T1	GBNWY_008033-T1
OG0007340	GBNWX_008372-T1	GBNWY_008034-T1
OG0007341	GBNWX_008373-T1	GBNWY_008035-T1
OG0007342	GBNWX_008374-T1	GBNWY_008036-T1
OG0007343	GBNWX_008375-T1	GBNWY_008037-T1
OG0007344	GBNWX_008376-T1	GBNWY_002933-T1
OG0007345	GBNWX_008377-T1	GBNWY_002934-T1
OG0007346	GBNWX_008379-T1	GBNWY_002936-T1
OG0007347	GBNWX_008381-T1	GBNWY_008324-T1
OG0007348	GBNWX_008383-T1	GBNWY_008322-T1
OG0007349	GBNWX_008385-T1	GBNWY_006753-T1
OG0007350	GBNWX_008386-T1	GBNWY_006752-T1
OG0007351	GBNWX_008387-T1	GBNWY_006751-T1
OG0007352	GBNWX_008388-T1	GBNWY_006750-T1
OG0007353	GBNWX_008389-T1	GBNWY_006749-T1
OG0007354	GBNWX_008390-T1	GBNWY_006748-T1
OG0007355	GBNWX_008392-T1	GBNWY_000191-T1
OG0007356	GBNWX_008393-T1	GBNWY_010986-T1
