	Gilbertella_persicariavar.persicaria_CBS_190.32-T.aa	Gilbertella_persicariavar.persicaria_CBS_246.59_Plus.aa
OG0006020	GBNWN_007852-T1	GBNWO_002068-T1
OG0006021	GBNWN_007854-T1	GBNWO_004776-T1
OG0006022	GBNWN_007855-T1	GBNWO_001433-T1
OG0006023	GBNWN_007856-T1	GBNWO_001434-T1
OG0006024	GBNWN_007858-T1	GBNWO_003527-T1
OG0006025	GBNWN_007859-T1	GBNWO_003528-T1
OG0006026	GBNWN_007861-T1	GBNWO_002150-T1
OG0006027	GBNWN_007863-T1	GBNWO_003816-T1
OG0006028	GBNWN_007865-T1	GBNWO_002492-T1
OG0006029	GBNWN_007866-T1	GBNWO_004675-T1
OG0006030	GBNWN_007868-T1	GBNWO_007653-T1
OG0006031	GBNWN_007870-T1	GBNWO_008805-T1
OG0006032	GBNWN_007872-T1	GBNWO_008618-T1
OG0006033	GBNWN_007873-T1	GBNWO_008617-T1
OG0006034	GBNWN_007877-T1	GBNWO_002372-T1
OG0006035	GBNWN_007878-T1	GBNWO_002373-T1
OG0006036	GBNWN_007881-T1	GBNWO_002053-T1
OG0006037	GBNWN_007882-T1	GBNWO_005480-T1
OG0006038	GBNWN_007886-T1	GBNWO_008139-T1
OG0006039	GBNWN_007887-T1	GBNWO_008140-T1
OG0006040	GBNWN_007891-T1	GBNWO_000626-T1
OG0006041	GBNWN_007893-T1	GBNWO_000628-T1
OG0006042	GBNWN_007897-T1	GBNWO_008404-T1
OG0006043	GBNWN_007898-T1	GBNWO_008405-T1
OG0006044	GBNWN_007899-T1	GBNWO_008406-T1
OG0006045	GBNWN_007900-T1	GBNWO_008407-T1
OG0006046	GBNWN_007901-T1	GBNWO_008408-T1
OG0006047	GBNWN_007903-T1	GBNWO_008410-T1
OG0006048	GBNWN_007904-T1	GBNWO_008411-T1
OG0006049	GBNWN_007905-T1	GBNWO_008412-T1
OG0006050	GBNWN_007906-T1	GBNWO_008413-T1
OG0006051	GBNWN_007907-T1	GBNWO_009453-T1
OG0006052	GBNWN_007908-T1	GBNWO_009454-T1
OG0006053	GBNWN_007910-T1	GBNWO_008611-T1
OG0006054	GBNWN_007911-T1	GBNWO_008612-T1
OG0006055	GBNWN_007912-T1	GBNWO_008613-T1
OG0006056	GBNWN_007913-T1	GBNWO_008614-T1
OG0006057	GBNWN_007914-T1	GBNWO_008615-T1
OG0006058	GBNWN_007915-T1	GBNWO_000449-T1
OG0006059	GBNWN_007919-T1	GBNWO_007928-T1
OG0006060	GBNWN_007920-T1	GBNWO_007927-T1
OG0006061	GBNWN_007921-T1	GBNWO_007926-T1
OG0006062	GBNWN_007924-T1	GBNWO_009382-T1
OG0006063	GBNWN_007927-T1	GBNWO_004309-T1
OG0006064	GBNWN_007929-T1	GBNWO_008094-T1
OG0006065	GBNWN_007932-T1	GBNWO_008092-T1
OG0006066	GBNWN_007936-T1	GBNWO_005429-T1
OG0006067	GBNWN_007937-T1	GBNWO_008753-T1
OG0006068	GBNWN_007938-T1	GBNWO_008752-T1
OG0006069	GBNWN_007940-T1	GBNWO_008751-T1
OG0006070	GBNWN_007942-T1	GBNWO_001711-T1
OG0006071	GBNWN_007943-T1	GBNWO_001712-T1
OG0006072	GBNWN_007944-T1	GBNWO_002870-T1
OG0006073	GBNWN_007945-T1	GBNWO_002871-T1
OG0006074	GBNWN_007949-T1	GBNWO_008339-T1
OG0006075	GBNWN_007952-T1	GBNWO_002451-T1
OG0006076	GBNWN_007953-T1	GBNWO_002452-T1
OG0006077	GBNWN_007954-T1	GBNWO_003225-T1
OG0006078	GBNWN_007955-T1	GBNWO_008520-T1
OG0006079	GBNWN_007956-T1	GBNWO_008519-T1
OG0006080	GBNWN_007957-T1	GBNWO_008518-T1
OG0006081	GBNWN_007958-T1	GBNWO_008517-T1
OG0006082	GBNWN_007959-T1	GBNWO_008516-T1
OG0006083	GBNWN_007960-T1	GBNWO_004277-T1
OG0006084	GBNWN_007962-T1	GBNWO_003178-T1
OG0006085	GBNWN_007964-T1	GBNWO_001973-T1
OG0006086	GBNWN_007965-T1	GBNWO_002964-T1
OG0006087	GBNWN_007968-T1	GBNWO_009260-T1
OG0006088	GBNWN_007969-T1	GBNWO_009259-T1
OG0006089	GBNWN_007971-T1	GBNWO_009258-T1
OG0006090	GBNWN_007972-T1	GBNWO_009077-T1
OG0006091	GBNWN_007974-T1	GBNWO_009079-T1
OG0006092	GBNWN_007975-T1	GBNWO_009080-T1
OG0006093	GBNWN_007976-T1	GBNWO_009081-T1
OG0006094	GBNWN_007978-T1	GBNWO_001966-T1
OG0006095	GBNWN_007979-T1	GBNWO_001965-T1
OG0006096	GBNWN_007980-T1	GBNWO_000835-T1
OG0006097	GBNWN_007981-T1	GBNWO_000834-T1
OG0006098	GBNWN_007984-T1	GBNWO_006545-T1
OG0006099	GBNWN_007986-T1	GBNWO_006544-T1
OG0006100	GBNWN_007988-T1	GBNWO_004786-T1
OG0006101	GBNWN_007989-T1	GBNWO_004787-T1
OG0006102	GBNWN_007990-T1	GBNWO_004788-T1
OG0006103	GBNWN_007992-T1	GBNWO_008540-T1
OG0006104	GBNWN_007993-T1	GBNWO_008539-T1
OG0006105	GBNWN_007994-T1	GBNWO_004961-T1
OG0006106	GBNWN_007997-T1	GBNWO_004962-T1
OG0006107	GBNWN_007998-T1	GBNWO_004963-T1
OG0006108	GBNWN_007999-T1	GBNWO_004964-T1
OG0006109	GBNWN_008000-T1	GBNWO_004965-T1
OG0006110	GBNWN_008001-T1	GBNWO_004966-T1
OG0006111	GBNWN_008002-T1	GBNWO_003770-T1
OG0006112	GBNWN_008003-T1	GBNWO_003771-T1
OG0006113	GBNWN_008004-T1	GBNWO_004095-T1
OG0006114	GBNWN_008006-T1	GBNWO_008567-T1
OG0006115	GBNWN_008007-T1	GBNWO_008566-T1
OG0006116	GBNWN_008008-T1	GBNWO_008564-T1
OG0006117	GBNWN_008009-T1	GBNWO_007367-T1
OG0006118	GBNWN_008010-T1	GBNWO_007366-T1
OG0006119	GBNWN_008011-T1	GBNWO_007365-T1
OG0006120	GBNWN_008015-T1	GBNWO_007363-T1
OG0006121	GBNWN_008016-T1	GBNWO_009485-T1
OG0006122	GBNWN_008018-T1	GBNWO_006524-T1
OG0006123	GBNWN_008019-T1	GBNWO_006523-T1
OG0006124	GBNWN_008020-T1	GBNWO_002776-T1
OG0006125	GBNWN_008022-T1	GBNWO_005502-T1
OG0006126	GBNWN_008023-T1	GBNWO_008126-T1
OG0006127	GBNWN_008026-T1	GBNWO_004883-T1
OG0006128	GBNWN_008027-T1	GBNWO_008121-T1
OG0006129	GBNWN_008028-T1	GBNWO_008120-T1
OG0006130	GBNWN_008029-T1	GBNWO_008119-T1
OG0006131	GBNWN_008030-T1	GBNWO_001451-T1
OG0006132	GBNWN_008032-T1	GBNWO_000392-T1
OG0006133	GBNWN_008033-T1	GBNWO_000391-T1
OG0006134	GBNWN_008037-T1	GBNWO_003708-T1
OG0006135	GBNWN_008039-T1	GBNWO_005580-T1
OG0006136	GBNWN_008040-T1	GBNWO_003871-T1
OG0006137	GBNWN_008042-T1	GBNWO_001065-T1
OG0006138	GBNWN_008045-T1	GBNWO_000366-T1
OG0006139	GBNWN_008050-T1	GBNWO_005937-T1
OG0006140	GBNWN_008052-T1	GBNWO_005938-T1
OG0006141	GBNWN_008053-T1	GBNWO_005939-T1
OG0006142	GBNWN_008054-T1	GBNWO_005940-T1
OG0006143	GBNWN_008055-T1	GBNWO_005941-T1
OG0006144	GBNWN_008058-T1	GBNWO_005944-T1
OG0006145	GBNWN_008060-T1	GBNWO_005946-T1
OG0006146	GBNWN_008061-T1	GBNWO_005947-T1
OG0006147	GBNWN_008064-T1	GBNWO_005950-T1
OG0006148	GBNWN_008065-T1	GBNWO_005951-T1
OG0006149	GBNWN_008068-T1	GBNWO_000573-T1
OG0006150	GBNWN_008069-T1	GBNWO_000571-T1
OG0006151	GBNWN_008070-T1	GBNWO_000570-T1
OG0006152	GBNWN_008071-T1	GBNWO_000569-T1
OG0006153	GBNWN_008072-T1	GBNWO_000568-T1
OG0006154	GBNWN_008073-T1	GBNWO_000567-T1
OG0006155	GBNWN_008074-T1	GBNWO_000566-T1
OG0006156	GBNWN_008075-T1	GBNWO_000565-T1
OG0006157	GBNWN_008076-T1	GBNWO_000564-T1
OG0006158	GBNWN_008077-T1	GBNWO_000563-T1
OG0006159	GBNWN_008078-T1	GBNWO_000562-T1
OG0006160	GBNWN_008080-T1	GBNWO_008521-T1
OG0006161	GBNWN_008083-T1	GBNWO_000523-T1
OG0006162	GBNWN_008084-T1	GBNWO_000169-T1
OG0006163	GBNWN_008087-T1	GBNWO_005423-T1
OG0006164	GBNWN_008090-T1	GBNWO_000403-T1
OG0006165	GBNWN_008091-T1	GBNWO_000402-T1
OG0006166	GBNWN_008092-T1	GBNWO_006236-T1
OG0006167	GBNWN_008094-T1	GBNWO_006238-T1
OG0006168	GBNWN_008095-T1	GBNWO_006239-T1
OG0006169	GBNWN_008096-T1	GBNWO_008396-T1
OG0006170	GBNWN_008097-T1	GBNWO_008395-T1
OG0006171	GBNWN_008099-T1	GBNWO_003483-T1
OG0006172	GBNWN_008100-T1	GBNWO_003482-T1
OG0006173	GBNWN_008104-T1	GBNWO_007070-T1
OG0006174	GBNWN_008105-T1	GBNWO_007071-T1
OG0006175	GBNWN_008106-T1	GBNWO_007072-T1
OG0006176	GBNWN_008107-T1	GBNWO_000524-T1
OG0006177	GBNWN_008108-T1	GBNWO_000525-T1
OG0006178	GBNWN_008109-T1	GBNWO_000526-T1
OG0006179	GBNWN_008110-T1	GBNWO_000527-T1
OG0006180	GBNWN_008111-T1	GBNWO_000528-T1
OG0006181	GBNWN_008113-T1	GBNWO_000530-T1
OG0006182	GBNWN_008115-T1	GBNWO_000532-T1
OG0006183	GBNWN_008118-T1	GBNWO_000534-T1
OG0006184	GBNWN_008119-T1	GBNWO_008917-T1
OG0006185	GBNWN_008120-T1	GBNWO_008918-T1
OG0006186	GBNWN_008121-T1	GBNWO_008919-T1
OG0006187	GBNWN_008123-T1	GBNWO_001049-T1
OG0006188	GBNWN_008125-T1	GBNWO_001051-T1
OG0006189	GBNWN_008126-T1	GBNWO_001052-T1
OG0006190	GBNWN_008127-T1	GBNWO_001053-T1
OG0006191	GBNWN_008128-T1	GBNWO_001054-T1
OG0006192	GBNWN_008129-T1	GBNWO_001055-T1
OG0006193	GBNWN_008130-T1	GBNWO_001056-T1
OG0006194	GBNWN_008131-T1	GBNWO_001057-T1
OG0006195	GBNWN_008134-T1	GBNWO_008008-T1
OG0006196	GBNWN_008135-T1	GBNWO_008009-T1
OG0006197	GBNWN_008136-T1	GBNWO_002778-T1
OG0006198	GBNWN_008137-T1	GBNWO_005410-T1
OG0006199	GBNWN_008138-T1	GBNWO_001182-T1
OG0006200	GBNWN_008139-T1	GBNWO_000328-T1
OG0006201	GBNWN_008140-T1	GBNWO_000329-T1
OG0006202	GBNWN_008141-T1	GBNWO_000330-T1
OG0006203	GBNWN_008142-T1	GBNWO_000229-T1
OG0006204	GBNWN_008143-T1	GBNWO_000230-T1
OG0006205	GBNWN_008144-T1	GBNWO_008982-T1
OG0006206	GBNWN_008145-T1	GBNWO_009486-T1
OG0006207	GBNWN_008147-T1	GBNWO_003525-T1
OG0006208	GBNWN_008148-T1	GBNWO_003172-T1
OG0006209	GBNWN_008151-T1	GBNWO_002873-T1
OG0006210	GBNWN_008152-T1	GBNWO_003491-T1
OG0006211	GBNWN_008153-T1	GBNWO_004806-T1
OG0006212	GBNWN_008155-T1	GBNWO_004241-T1
OG0006213	GBNWN_008158-T1	GBNWO_008488-T1
OG0006214	GBNWN_008159-T1	GBNWO_008487-T1
OG0006215	GBNWN_008160-T1	GBNWO_008486-T1
OG0006216	GBNWN_008161-T1	GBNWO_008485-T1
OG0006217	GBNWN_008162-T1	GBNWO_008484-T1
OG0006218	GBNWN_008163-T1	GBNWO_004897-T1
OG0006219	GBNWN_008165-T1	GBNWO_004899-T1
OG0006220	GBNWN_008166-T1	GBNWO_004900-T1
OG0006221	GBNWN_008167-T1	GBNWO_006297-T1
OG0006222	GBNWN_008168-T1	GBNWO_006296-T1
OG0006223	GBNWN_008169-T1	GBNWO_006295-T1
OG0006224	GBNWN_008170-T1	GBNWO_006294-T1
OG0006225	GBNWN_008171-T1	GBNWO_006293-T1
OG0006226	GBNWN_008173-T1	GBNWO_006292-T1
OG0006227	GBNWN_008174-T1	GBNWO_006291-T1
OG0006228	GBNWN_008178-T1	GBNWO_006920-T1
OG0006229	GBNWN_008179-T1	GBNWO_006992-T1
OG0006230	GBNWN_008180-T1	GBNWO_006991-T1
OG0006231	GBNWN_008182-T1	GBNWO_007500-T1
OG0006232	GBNWN_008183-T1	GBNWO_007501-T1
OG0006233	GBNWN_008184-T1	GBNWO_007502-T1
OG0006234	GBNWN_008188-T1	GBNWO_000097-T1
OG0006235	GBNWN_008190-T1	GBNWO_000099-T1
OG0006236	GBNWN_008195-T1	GBNWO_003927-T1
OG0006237	GBNWN_008196-T1	GBNWO_008532-T1
OG0006238	GBNWN_008197-T1	GBNWO_007999-T1
OG0006239	GBNWN_008198-T1	GBNWO_004472-T1
OG0006240	GBNWN_008199-T1	GBNWO_003322-T1
OG0006241	GBNWN_008200-T1	GBNWO_008989-T1
OG0006242	GBNWN_008201-T1	GBNWO_008990-T1
OG0006243	GBNWN_008202-T1	GBNWO_008991-T1
OG0006244	GBNWN_008204-T1	GBNWO_006035-T1
OG0006245	GBNWN_008205-T1	GBNWO_006036-T1
OG0006246	GBNWN_008206-T1	GBNWO_006037-T1
OG0006247	GBNWN_008208-T1	GBNWO_006038-T1
OG0006248	GBNWN_008209-T1	GBNWO_006039-T1
OG0006249	GBNWN_008210-T1	GBNWO_006040-T1
OG0006250	GBNWN_008211-T1	GBNWO_009609-T1
OG0006251	GBNWN_008212-T1	GBNWO_009610-T1
OG0006252	GBNWN_008213-T1	GBNWO_009611-T1
OG0006253	GBNWN_008214-T1	GBNWO_009612-T1
OG0006254	GBNWN_008215-T1	GBNWO_009613-T1
OG0006255	GBNWN_008216-T1	GBNWO_009614-T1
OG0006256	GBNWN_008218-T1	GBNWO_009616-T1
OG0006257	GBNWN_008219-T1	GBNWO_009617-T1
OG0006258	GBNWN_008222-T1	GBNWO_008571-T1
OG0006259	GBNWN_008223-T1	GBNWO_008570-T1
OG0006260	GBNWN_008224-T1	GBNWO_008569-T1
OG0006261	GBNWN_008225-T1	GBNWO_008568-T1
OG0006262	GBNWN_008228-T1	GBNWO_005188-T1
OG0006263	GBNWN_008230-T1	GBNWO_005190-T1
OG0006264	GBNWN_008231-T1	GBNWO_005191-T1
OG0006265	GBNWN_008232-T1	GBNWO_005192-T1
OG0006266	GBNWN_008236-T1	GBNWO_002440-T1
OG0006267	GBNWN_008238-T1	GBNWO_004470-T1
OG0006268	GBNWN_008241-T1	GBNWO_004362-T1
OG0006269	GBNWN_008242-T1	GBNWO_004361-T1
OG0006270	GBNWN_008244-T1	GBNWO_008466-T1
OG0006271	GBNWN_008247-T1	GBNWO_000831-T1
OG0006272	GBNWN_008248-T1	GBNWO_000830-T1
OG0006273	GBNWN_008249-T1	GBNWO_002491-T1
OG0006274	GBNWN_008257-T1	GBNWO_008042-T1
OG0006275	GBNWN_008258-T1	GBNWO_008041-T1
OG0006276	GBNWN_008259-T1	GBNWO_001303-T1
OG0006277	GBNWN_008262-T1	GBNWO_003224-T1
OG0006278	GBNWN_008263-T1	GBNWO_000688-T1
OG0006279	GBNWN_008264-T1	GBNWO_002194-T1
OG0006280	GBNWN_008265-T1	GBNWO_002360-T1
OG0006281	GBNWN_008266-T1	GBNWO_004680-T1
OG0006282	GBNWN_008267-T1	GBNWO_004679-T1
OG0006283	GBNWN_008268-T1	GBNWO_001134-T1
OG0006284	GBNWN_008270-T1	GBNWO_001136-T1
OG0006285	GBNWN_008272-T1	GBNWO_003797-T1
OG0006286	GBNWN_008276-T1	GBNWO_003792-T1
OG0006287	GBNWN_008278-T1	GBNWO_005503-T1
OG0006288	GBNWN_008279-T1	GBNWO_004190-T1
OG0006289	GBNWN_008280-T1	GBNWO_001452-T1
OG0006290	GBNWN_008281-T1	GBNWO_001453-T1
OG0006291	GBNWN_008282-T1	GBNWO_001454-T1
OG0006292	GBNWN_008283-T1	GBNWO_001455-T1
OG0006293	GBNWN_008284-T1	GBNWO_001456-T1
OG0006294	GBNWN_008285-T1	GBNWO_003342-T1
OG0006295	GBNWN_008287-T1	GBNWO_002047-T1
OG0006296	GBNWN_008289-T1	GBNWO_001809-T1
OG0006297	GBNWN_008290-T1	GBNWO_001810-T1
OG0006298	GBNWN_008293-T1	GBNWO_005716-T1
OG0006299	GBNWN_008297-T1	GBNWO_005583-T1
OG0006300	GBNWN_008299-T1	GBNWO_000793-T1
OG0006301	GBNWN_008300-T1	GBNWO_000792-T1
OG0006302	GBNWN_008301-T1	GBNWO_000791-T1
OG0006303	GBNWN_008302-T1	GBNWO_007540-T1
OG0006304	GBNWN_008303-T1	GBNWO_007539-T1
OG0006305	GBNWN_008304-T1	GBNWO_007538-T1
OG0006306	GBNWN_008305-T1	GBNWO_007537-T1
OG0006307	GBNWN_008306-T1	GBNWO_007536-T1
OG0006308	GBNWN_008309-T1	GBNWO_000430-T1
OG0006309	GBNWN_008311-T1	GBNWO_000428-T1
OG0006310	GBNWN_008313-T1	GBNWO_008448-T1
OG0006311	GBNWN_008314-T1	GBNWO_008447-T1
OG0006312	GBNWN_008315-T1	GBNWO_008446-T1
OG0006313	GBNWN_008316-T1	GBNWO_007787-T1
OG0006314	GBNWN_008317-T1	GBNWO_007786-T1
OG0006315	GBNWN_008323-T1	GBNWO_007781-T1
OG0006316	GBNWN_008324-T1	GBNWO_007780-T1
OG0006317	GBNWN_008325-T1	GBNWO_007779-T1
OG0006318	GBNWN_008326-T1	GBNWO_007778-T1
OG0006319	GBNWN_008327-T1	GBNWO_007777-T1
OG0006320	GBNWN_008329-T1	GBNWO_001913-T1
OG0006321	GBNWN_008341-T1	GBNWO_008468-T1
OG0006322	GBNWN_008342-T1	GBNWO_001609-T1
OG0006323	GBNWN_008344-T1	GBNWO_003807-T1
OG0006324	GBNWN_008346-T1	GBNWO_001942-T1
OG0006325	GBNWN_008347-T1	GBNWO_001943-T1
OG0006326	GBNWN_008348-T1	GBNWO_008302-T1
OG0006327	GBNWN_008349-T1	GBNWO_008301-T1
OG0006328	GBNWN_008351-T1	GBNWO_008300-T1
OG0006329	GBNWN_008353-T1	GBNWO_008298-T1
OG0006330	GBNWN_008354-T1	GBNWO_008297-T1
OG0006331	GBNWN_008355-T1	GBNWO_008296-T1
OG0006332	GBNWN_008358-T1	GBNWO_008293-T1
OG0006333	GBNWN_008360-T1	GBNWO_008291-T1
OG0006334	GBNWN_008365-T1	GBNWO_005257-T1
OG0006335	GBNWN_008366-T1	GBNWO_005256-T1
OG0006336	GBNWN_008368-T1	GBNWO_005254-T1
OG0006337	GBNWN_008369-T1	GBNWO_005253-T1
OG0006338	GBNWN_008371-T1	GBNWO_005251-T1
OG0006339	GBNWN_008373-T1	GBNWO_005249-T1
OG0006340	GBNWN_008374-T1	GBNWO_005248-T1
OG0006341	GBNWN_008376-T1	GBNWO_005246-T1
OG0006342	GBNWN_008377-T1	GBNWO_005245-T1
OG0006343	GBNWN_008378-T1	GBNWO_005244-T1
OG0006344	GBNWN_008379-T1	GBNWO_005243-T1
OG0006345	GBNWN_008382-T1	GBNWO_001426-T1
OG0006346	GBNWN_008384-T1	GBNWO_003417-T1
OG0006347	GBNWN_008387-T1	GBNWO_001574-T1
OG0006348	GBNWN_008390-T1	GBNWO_004759-T1
OG0006349	GBNWN_008392-T1	GBNWO_002157-T1
OG0006350	GBNWN_008396-T1	GBNWO_003529-T1
OG0006351	GBNWN_008397-T1	GBNWO_003530-T1
OG0006352	GBNWN_008399-T1	GBNWO_001364-T1
OG0006353	GBNWN_008400-T1	GBNWO_004707-T1
OG0006354	GBNWN_008401-T1	GBNWO_005560-T1
OG0006355	GBNWN_008407-T1	GBNWO_000680-T1
OG0006356	GBNWN_008408-T1	GBNWO_000681-T1
OG0006357	GBNWN_008409-T1	GBNWO_000682-T1
OG0006358	GBNWN_008410-T1	GBNWO_000683-T1
OG0006359	GBNWN_008412-T1	GBNWO_000687-T1
OG0006360	GBNWN_008413-T1	GBNWO_009000-T1
OG0006361	GBNWN_008414-T1	GBNWO_009001-T1
OG0006362	GBNWN_008418-T1	GBNWO_007921-T1
OG0006363	GBNWN_008419-T1	GBNWO_005340-T1
OG0006364	GBNWN_008420-T1	GBNWO_004488-T1
OG0006365	GBNWN_008424-T1	GBNWO_002567-T1
OG0006366	GBNWN_008427-T1	GBNWO_002762-T1
OG0006367	GBNWN_008428-T1	GBNWO_003710-T1
OG0006368	GBNWN_008431-T1	GBNWO_002409-T1
OG0006369	GBNWN_008433-T1	GBNWO_008190-T1
OG0006370	GBNWN_008437-T1	GBNWO_007466-T1
OG0006371	GBNWN_008438-T1	GBNWO_007465-T1
OG0006372	GBNWN_008439-T1	GBNWO_007464-T1
OG0006373	GBNWN_008440-T1	GBNWO_007463-T1
OG0006374	GBNWN_008442-T1	GBNWO_006658-T1
OG0006375	GBNWN_008443-T1	GBNWO_006659-T1
OG0006376	GBNWN_008444-T1	GBNWO_006660-T1
OG0006377	GBNWN_008445-T1	GBNWO_003940-T1
OG0006378	GBNWN_008447-T1	GBNWO_002326-T1
OG0006379	GBNWN_008448-T1	GBNWO_002327-T1
OG0006380	GBNWN_008449-T1	GBNWO_001109-T1
OG0006381	GBNWN_008450-T1	GBNWO_001110-T1
OG0006382	GBNWN_008451-T1	GBNWO_000962-T1
OG0006383	GBNWN_008452-T1	GBNWO_000963-T1
OG0006384	GBNWN_008455-T1	GBNWO_000810-T1
OG0006385	GBNWN_008456-T1	GBNWO_000809-T1
OG0006386	GBNWN_008457-T1	GBNWO_000808-T1
OG0006387	GBNWN_008461-T1	GBNWO_000807-T1
OG0006388	GBNWN_008464-T1	GBNWO_000805-T1
OG0006389	GBNWN_008465-T1	GBNWO_000804-T1
OG0006390	GBNWN_008466-T1	GBNWO_001527-T1
OG0006391	GBNWN_008467-T1	GBNWO_001528-T1
OG0006392	GBNWN_008468-T1	GBNWO_001529-T1
OG0006393	GBNWN_008472-T1	GBNWO_002214-T1
OG0006394	GBNWN_008473-T1	GBNWO_002213-T1
OG0006395	GBNWN_008476-T1	GBNWO_005123-T1
OG0006396	GBNWN_008477-T1	GBNWO_009368-T1
OG0006397	GBNWN_008478-T1	GBNWO_005648-T1
OG0006398	GBNWN_008481-T1	GBNWO_005646-T1
OG0006399	GBNWN_008482-T1	GBNWO_005645-T1
OG0006400	GBNWN_008483-T1	GBNWO_005644-T1
OG0006401	GBNWN_008484-T1	GBNWO_005643-T1
OG0006402	GBNWN_008489-T1	GBNWO_001626-T1
OG0006403	GBNWN_008490-T1	GBNWO_001625-T1
OG0006404	GBNWN_008492-T1	GBNWO_001624-T1
OG0006405	GBNWN_008497-T1	GBNWO_001167-T1
OG0006406	GBNWN_008498-T1	GBNWO_007441-T1
OG0006407	GBNWN_008500-T1	GBNWO_007442-T1
OG0006408	GBNWN_008505-T1	GBNWO_008197-T1
OG0006409	GBNWN_008506-T1	GBNWO_003296-T1
OG0006410	GBNWN_008510-T1	GBNWO_000556-T1
OG0006411	GBNWN_008512-T1	GBNWO_000557-T1
OG0006412	GBNWN_008514-T1	GBNWO_003089-T1
OG0006413	GBNWN_008520-T1	GBNWO_001641-T1
OG0006414	GBNWN_008521-T1	GBNWO_001640-T1
OG0006415	GBNWN_008522-T1	GBNWO_005569-T1
OG0006416	GBNWN_008524-T1	GBNWO_009474-T1
OG0006417	GBNWN_008525-T1	GBNWO_009475-T1
OG0006418	GBNWN_008526-T1	GBNWO_009476-T1
OG0006419	GBNWN_008529-T1	GBNWO_007001-T1
OG0006420	GBNWN_008530-T1	GBNWO_007000-T1
OG0006421	GBNWN_008531-T1	GBNWO_006999-T1
OG0006422	GBNWN_008532-T1	GBNWO_006998-T1
OG0006423	GBNWN_008534-T1	GBNWO_005915-T1
OG0006424	GBNWN_008535-T1	GBNWO_005914-T1
OG0006425	GBNWN_008536-T1	GBNWO_005913-T1
OG0006426	GBNWN_008539-T1	GBNWO_005911-T1
OG0006427	GBNWN_008544-T1	GBNWO_009126-T1
OG0006428	GBNWN_008545-T1	GBNWO_009127-T1
OG0006429	GBNWN_008546-T1	GBNWO_007296-T1
OG0006430	GBNWN_008548-T1	GBNWO_009482-T1
OG0006431	GBNWN_008550-T1	GBNWO_007472-T1
OG0006432	GBNWN_008551-T1	GBNWO_007471-T1
OG0006433	GBNWN_008552-T1	GBNWO_007470-T1
OG0006434	GBNWN_008553-T1	GBNWO_007469-T1
OG0006435	GBNWN_008554-T1	GBNWO_007468-T1
OG0006436	GBNWN_008558-T1	GBNWO_008534-T1
OG0006437	GBNWN_008560-T1	GBNWO_008533-T1
OG0006438	GBNWN_008562-T1	GBNWO_003213-T1
OG0006439	GBNWN_008564-T1	GBNWO_002347-T1
OG0006440	GBNWN_008565-T1	GBNWO_002697-T1
OG0006441	GBNWN_008566-T1	GBNWO_002698-T1
OG0006442	GBNWN_008568-T1	GBNWO_009559-T1
OG0006443	GBNWN_008570-T1	GBNWO_009562-T1
OG0006444	GBNWN_008571-T1	GBNWO_009563-T1
OG0006445	GBNWN_008572-T1	GBNWO_009564-T1
OG0006446	GBNWN_008573-T1	GBNWO_007151-T1
OG0006447	GBNWN_008574-T1	GBNWO_007153-T1
OG0006448	GBNWN_008576-T1	GBNWO_007874-T1
OG0006449	GBNWN_008578-T1	GBNWO_007872-T1
OG0006450	GBNWN_008579-T1	GBNWO_007871-T1
OG0006451	GBNWN_008581-T1	GBNWO_008307-T1
OG0006452	GBNWN_008590-T1	GBNWO_006929-T1
OG0006453	GBNWN_008591-T1	GBNWO_006930-T1
OG0006454	GBNWN_008592-T1	GBNWO_006931-T1
OG0006455	GBNWN_008593-T1	GBNWO_006932-T1
OG0006456	GBNWN_008594-T1	GBNWO_006933-T1
OG0006457	GBNWN_008595-T1	GBNWO_001824-T1
OG0006458	GBNWN_008598-T1	GBNWO_003460-T1
OG0006459	GBNWN_008601-T1	GBNWO_005452-T1
OG0006460	GBNWN_008605-T1	GBNWO_002784-T1
OG0006461	GBNWN_008606-T1	GBNWO_002576-T1
OG0006462	GBNWN_008609-T1	GBNWO_005143-T1
OG0006463	GBNWN_008611-T1	GBNWO_004014-T1
OG0006464	GBNWN_008612-T1	GBNWO_004015-T1
OG0006465	GBNWN_008613-T1	GBNWO_004016-T1
OG0006466	GBNWN_008614-T1	GBNWO_004017-T1
OG0006467	GBNWN_008616-T1	GBNWO_004019-T1
OG0006468	GBNWN_008617-T1	GBNWO_004020-T1
OG0006469	GBNWN_008618-T1	GBNWO_004021-T1
OG0006470	GBNWN_008620-T1	GBNWO_004023-T1
OG0006471	GBNWN_008622-T1	GBNWO_004024-T1
OG0006472	GBNWN_008623-T1	GBNWO_004025-T1
OG0006473	GBNWN_008624-T1	GBNWO_004026-T1
OG0006474	GBNWN_008625-T1	GBNWO_004027-T1
OG0006475	GBNWN_008626-T1	GBNWO_004028-T1
OG0006476	GBNWN_008627-T1	GBNWO_001580-T1
OG0006477	GBNWN_008628-T1	GBNWO_001581-T1
OG0006478	GBNWN_008629-T1	GBNWO_001582-T1
OG0006479	GBNWN_008631-T1	GBNWO_001584-T1
OG0006480	GBNWN_008632-T1	GBNWO_001585-T1
OG0006481	GBNWN_008633-T1	GBNWO_001586-T1
OG0006482	GBNWN_008636-T1	GBNWO_004074-T1
OG0006483	GBNWN_008639-T1	GBNWO_003494-T1
